ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	is_neuronal_term
GO:1904888	cranial skeletal system development	82	0.653651211925604	1.94842062783141	1.16978459865085e-07	2.62947233696734e-06	1.87807980414974e-06	4314	tags=52%, list=20%, signal=42%	20471/13392/111970/12159/21418/110805/22160/15399/18121/54352/20472/21380/14234/14179/15394/14451/18595/18507/18014/18119/22773/16869/20474/12667/21384/329872/17387/17702/14175/14042/98711/58250/17127/252973/15531/22412/268396/17260/14683/54139/18933/381598/21812	FALSE
GO:0072079	nephron tubule formation	20	0.823274811317945	2.20058145623851	1.3805513319747e-07	3.0898053620386e-06	2.20686902372624e-06	765	tags=60%, list=4%, signal=58%	23967/20471/14462/16373/18121/16371/16372/20682/22420/20681/14573/15208	FALSE
GO:0048701	embryonic cranial skeleton morphogenesis	54	0.690447287339866	2.01156233065779	1.4648582199133e-07	3.26436077454818e-06	2.33154384548815e-06	4314	tags=59%, list=20%, signal=48%	20471/13392/111970/12159/21418/22160/15399/54352/20472/21380/14234/14179/15394/14451/18595/18507/18119/16869/20474/21384/17387/98711/58250/17127/252973/15531/22412/17260/14683/18933/381598/21812	FALSE
GO:0021522	spinal cord motor neuron differentiation	33	0.786018042355376	2.21990427112196	1.48593495557728e-07	3.29711747653843e-06	2.3549400606122e-06	1514	tags=48%, list=7%, signal=45%	104360/50913/16814/15430/18088/209448/11859/15285/16872/16871/94222/20423/16392/16911/14633/231044	TRUE
GO:0021954	central nervous system neuron development	96	0.622726985171665	1.86983045493703	1.61239546794694e-07	3.54727002948327e-06	2.53360954157127e-06	1761	tags=32%, list=8%, signal=30%	54713/18935/11924/21418/14461/11878/21907/14179/18187/15228/16874/59058/14472/77630/16875/244152/20664/16917/18072/18227/16846/17172/13845/13488/18844/243743/14633/24136/235402/170758/12227	TRUE
GO:0031214	biomineral tissue development	181	0.540540586801888	1.67033953791835	1.61239546794694e-07	3.54727002948327e-06	2.53360954157127e-06	4953	tags=45%, list=23%, signal=35%	107587/23967/12159/21418/22160/16007/21380/13609/106522/11555/20682/13115/22420/22410/15213/22417/12622/12156/22411/14371/214593/211401/14184/12845/16846/19228/105732/13386/20181/106042/14456/212943/77583/14284/73121/14609/12097/19227/12096/23892/68431/17702/170574/12842/21847/64654/15214/18128/12006/18022/80752/18032/19229/57295/107515/17180/243853/19242/17127/20541/58235/22337/18127/67141/94249/11647/12608/17260/20535/76566/21803/11732/16948/12843/16998/94220/12978/21906/58994/102657/232685/11687	FALSE
GO:0045766	positive regulation of angiogenesis	177	0.533708296787719	1.64716605454297	1.63347223471371e-07	3.56331284956534e-06	2.54506799883441e-06	4162	tags=42%, list=19%, signal=34%	14461/11535/12767/21907/14234/16402/16600/723960/14463/15507/20423/16392/20698/387142/16153/226841/76905/22418/14465/13078/13388/11852/18654/15364/21825/18119/18211/223864/16002/11826/54409/14172/17242/18081/217369/14066/21937/17395/19223/230738/14824/12394/23892/16854/22339/12490/17228/13835/223780/17125/16542/23796/15258/20356/11482/20319/11602/20193/12766/19229/15277/100952/11601/12654/208188/14388/15586/18127/19303/23871/64074/70584/12165/243912	FALSE
GO:1904018	positive regulation of vasculature development	177	0.533708296787719	1.64716605454297	1.63347223471371e-07	3.56331284956534e-06	2.54506799883441e-06	4162	tags=42%, list=19%, signal=34%	14461/11535/12767/21907/14234/16402/16600/723960/14463/15507/20423/16392/20698/387142/16153/226841/76905/22418/14465/13078/13388/11852/18654/15364/21825/18119/18211/223864/16002/11826/54409/14172/17242/18081/217369/14066/21937/17395/19223/230738/14824/12394/23892/16854/22339/12490/17228/13835/223780/17125/16542/23796/15258/20356/11482/20319/11602/20193/12766/19229/15277/100952/11601/12654/208188/14388/15586/18127/19303/23871/64074/70584/12165/243912	FALSE
GO:0048713	regulation of oligodendrocyte differentiation	56	0.690715806121425	2.01287956011576	1.67562577942488e-07	3.63990978135573e-06	2.59977675109354e-06	1756	tags=38%, list=8%, signal=35%	15205/13392/13390/12159/50913/18088/18096/12767/14843/15902/15904/20423/14912/20664/15208/252864/22388/382867/17242/235402/23966	FALSE
GO:0045686	negative regulation of glial cell differentiation	37	0.766781255001427	2.17833614663935	1.80208649356769e-07	3.89823731035354e-06	2.78428514399272e-06	894	tags=41%, list=4%, signal=39%	18109/15205/13392/13390/12159/18096/18121/15902/21907/15904/14912/69743/15208/14184/15364	FALSE
GO:0002067	glandular epithelial cell differentiation	79	0.645853087856144	1.92099498757928	1.84424008857068e-07	3.97280052412934e-06	2.83754132925699e-06	3727	tags=49%, list=17%, signal=41%	15205/15402/15375/12159/18088/14461/18096/14367/53626/14179/16600/16871/18609/20682/22417/14912/22418/14465/12156/13388/17172/74561/18508/15379/20181/19401/30051/14561/18506/74123/18128/14042/11865/18028/26424/18012/12724/19130/23795	FALSE
GO:0090130	tissue migration	327	0.475623377989056	1.50022010913348	1.92854730936313e-07	4.13717410348853e-06	2.95494385728144e-06	5534	tags=44%, list=26%, signal=33%	12159/14462/14461/12767/13615/13655/57260/21907/15227/14234/14179/16600/11819/13197/20682/15507/107831/16336/20423/20583/76905/16476/54485/22418/71093/13078/20315/20620/13642/21333/11852/66214/67784/21825/80837/20613/19245/20855/16002/11826/18709/14172/24136/12927/15200/20997/74144/384783/56233/17395/230738/14824/11845/23892/22339/223650/21754/14775/80903/11806/16542/16367/13482/238328/69601/56753/14175/18128/18645/20807/11651/12215/15370/20356/320736/11482/105844/13836/11602/12822/18591/332397/19229/14645/19274/78560/21926/15184/13636/20351/11601/11541/22421/73608/67916/19130/15586/252973/381290/18127/19303/11606/23871/12554/12512/269608/68992/64074/328949/19270/17260/12165/108655/21803/11816/319939/212307/21812/11881/18754/53868/54357/20401/232227/15117/384009/30955/16415/21808/18803/14164/14343/14314/15368/16398/17886/18024/70097/16681/21814/18133/26921/11684/68750/14257	FALSE
GO:0072091	regulation of stem cell proliferation	101	0.614741273644061	1.8521811766949	2.09716185676806e-07	4.48030033036814e-06	3.20001904895275e-06	4621	tags=51%, list=21%, signal=41%	107587/20429/12159/15400/15372/22408/21907/12192/14179/21908/20682/20672/20671/20666/55948/20423/22410/21386/20583/22418/12606/22411/14825/15364/107586/11421/18018/12580/14633/18505/18049/76365/18426/16542/14175/18128/18028/15184/18514/19206/73703/21832/14180/21803/54139/18712/18933/21812/16998/218772/97165/19411	FALSE
GO:0002520	immune system development	249	0.499708217077236	1.56269933367156	2.13931551262453e-07	4.55154781904066e-06	3.2509070038063e-06	4879	tags=35%, list=23%, signal=27%	12022/12020/15205/18741/20471/21412/18089/15111/14462/15400/12579/15902/18091/21380/21908/232077/11876/16658/14241/16453/56532/20423/16911/70445/15223/16994/12125/58208/13845/15412/667803/18034/18503/17684/15379/15018/21943/20474/110557/17863/56708/15013/14972/12394/78412/14174/103213/17000/14963/16992/20807/15040/234695/69583/12627/14964/53945/18514/21414/22256/21929/12053/11486/50723/235587/17127/15006/208650/12043/30936/19373/12501/66642/18566/108655/21803/11628/21812/53314/19885/229700/12288/12775/15007/17120/14980/11634	FALSE
GO:0046425	regulation of receptor signaling pathway via JAK-STAT	131	0.571095663572031	1.7388799607976	2.224038164024e-07	4.71240873278855e-06	3.36580063822096e-06	5020	tags=47%, list=23%, signal=36%	15205/545645/319146/545649/545652/216233/545648/21380/12702/13197/55932/16153/13078/15208/229900/20897/16878/12703/435791/16846/20311/15364/242517/12569/16160/15964/230396/404549/11677/93672/15972/16362/12322/18128/15969/83430/387510/216439/16154/15967/19229/15965/21926/18012/15970/15974/15968/15235/13844/16193/11606/16198/15977/12389/16923/242519/66406/208266/230405/16187/19713	FALSE
GO:0051101	regulation of DNA binding	120	0.587077814039287	1.78116163720358	2.39348374952859e-07	5.05073917757666e-06	3.6074504804925e-06	3314	tags=34%, list=15%, signal=29%	15205/18741/17869/17701/16870/15111/17300/18996/14462/22160/18997/15902/15901/15110/16600/18609/381280/20666/16392/15213/16476/16878/15364/18508/13555/18049/207259/17395/12395/17702/14958/15214/19712/18509/242466/15258/16364/18028/67177/18012/59022	FALSE
GO:2000179	positive regulation of neural precursor cell proliferation	82	0.646305293901849	1.9265237232641	2.52056814861466e-07	5.27584507220153e-06	3.76823058399327e-06	2091	tags=40%, list=10%, signal=36%	18420/16870/20674/18121/21907/53626/242620/16873/78748/15904/15228/66993/20423/54485/71648/12032/14371/330790/18008/17172/14632/14766/18508/14707/73940/16869/18742/94187/14633/17242/18053/20312/22339	FALSE
GO:0030178	negative regulation of Wnt signaling pathway	167	0.545605211351912	1.67856491870722	2.52056814861466e-07	5.27584507220153e-06	3.76823058399327e-06	5208	tags=49%, list=24%, signal=38%	12022/20674/14362/18121/14836/18091/21983/66042/20473/100503386/20682/54612/73181/20671/20423/16392/20583/244152/22418/15248/17292/12156/330096/22411/74499/13653/15364/14632/219134/13380/106042/93960/17242/77583/269424/72293/24117/76365/114606/50781/20439/68339/23892/21887/20379/494504/72125/68588/69601/18128/20665/12006/20319/21885/100201/21886/59036/140577/260305/23805/14180/319478/328949/20668/12389/27373/11816/229473/56484/17240/14368/70433/232334/80707/20869/228357/19273/20377/26941/20378/14797/56458	FALSE
GO:0044344	cellular response to fibroblast growth factor stimulus	96	0.617738205205831	1.85485090059746	2.56292964968136e-07	5.34288156808574e-06	3.81611087057819e-06	4161	tags=53%, list=19%, signal=43%	21385/14462/18121/13655/12192/21380/14179/14219/12193/24064/24063/22417/54485/383491/22418/14184/14170/21825/14733/14171/219134/30878/24066/14172/72514/18053/12667/71436/80857/14176/14174/116701/80903/22695/14175/64654/80752/14042/68169/15370/18591/15587/15586/16558/15531/26427/14180/396184/64074/67112/14186	FALSE
GO:0032330	regulation of chondrocyte differentiation	55	0.681198886595502	1.98586901036707	2.60529116668988e-07	5.40937965131995e-06	3.86360660018943e-06	4621	tags=64%, list=21%, signal=50%	20429/12020/15396/15431/12159/242316/20472/16147/106522/14219/20682/20583/22402/17131/14633/14172/17242/108153/17132/73121/19227/23892/66175/12006/235320/216795/69890/17127/76566/21812/14563/20678/16998/218772/19411	FALSE
GO:0021783	preganglionic parasympathetic fiber development	19	0.855301508531004	2.27593419736404	2.69001424552024e-07	5.56294945973586e-06	3.97329262033053e-06	1758	tags=74%, list=8%, signal=68%	15205/20471/21418/13654/11859/21380/18187/15394/103889/12778/15207/15407/243743/20350	FALSE
GO:0060047	heart contraction	233	0.510022567442352	1.58861976038865	2.73237580595273e-07	5.62804100269944e-06	4.01978373968638e-06	5446	tags=50%, list=25%, signal=38%	20429/16373/11535/12767/13615/54352/13614/18429/18091/14219/11555/11554/14463/22226/16523/16392/14465/21333/66240/11550/20271/11421/56543/19735/17131/21393/20855/16511/30878/17201/16509/433809/57440/57442/19736/20787/74318/330953/16493/399548/15200/76365/14609/16535/230738/13511/13819/12922/14775/29856/17898/14652/56188/57814/223780/21956/20536/11464/668940/15214/13400/98660/14042/227753/353155/17897/20193/54140/13506/192775/18708/24053/11549/68949/21926/21952/12291/11957/11486/21388/109620/17868/20541/20655/11928/208727/13009/381290/18127/21954/11606/15464/70729/12389/21953/12652/12315/16518/22003/58226/12391/21823/12288/12373/21808/30948/11539/64082/16521/21924/140781/14681/18125/230899/11931/20112	FALSE
GO:0072132	mesenchyme morphogenesis	56	0.684924885705757	1.99600369708258	2.94418379409897e-07	6.04025008551256e-06	4.31420081441068e-06	1018	tags=34%, list=5%, signal=32%	23967/17869/17701/21385/17300/22160/18121/15227/14234/14179/20682/16392/21386/20583/15213/22418/12156/22411/20613	FALSE
GO:0008016	regulation of heart contraction	195	0.521470973660439	1.61310684663371	3.1136303774356e-07	6.36263598867275e-06	4.54446239402708e-06	5405	tags=51%, list=25%, signal=39%	20429/16373/11535/13615/54352/13614/18429/18091/14219/11555/11554/14463/22226/16523/16392/21333/66240/11550/20271/56543/19735/17131/20855/16511/30878/17201/16509/433809/57440/57442/19736/20787/74318/330953/16493/399548/15200/76365/14609/16535/230738/13511/13819/12922/29856/14652/56188/57814/223780/21956/20536/668940/15214/13400/98660/353155/17897/20193/54140/13506/192775/18708/11549/21926/12291/11957/11486/21388/109620/17868/20541/11928/208727/13009/381290/18127/21954/11606/15464/70729/12389/12652/12315/16518/22003/58226/12391/21823/12288/12373/21808/30948/11539/64082/16521/140781/14681/18125/230899/11931	FALSE
GO:0030879	mammary gland development	161	0.545974981314815	1.67760545447925	3.15599204645599e-07	6.42381058274704e-06	4.58815586364178e-06	4399	tags=38%, list=20%, signal=30%	15438/17701/21385/15402/12159/15405/14462/244813/216233/15902/12578/15227/66042/20682/353310/19773/15417/21386/22417/22418/12977/12125/21420/64290/21943/14633/18505/14602/12443/11821/384783/14609/19227/22339/14775/17702/16011/13710/16367/11839/545156/13836/216439/68949/77889/22416/19206/22724/15235/18208/22337/18612/21802/12389/12608/104156/13711/21803/54139/319757/12391	FALSE
GO:0031016	pancreas development	85	0.639103915929113	1.90703988112805	3.53724741502331e-07	7.17159573947864e-06	5.12225549304511e-06	1485	tags=33%, list=7%, signal=31%	12020/15205/15376/12159/18088/18096/53626/16147/15227/15285/18609/20682/20423/16392/14912/22418/14465/13388/100039795/20677/19213/18508/15379/22773/16002/15242/13924/225631	FALSE
GO:0021895	cerebral cortex neuron differentiation	27	0.809038100729502	2.2428628399156	3.83377971945476e-07	7.71231173135451e-06	5.50845761042281e-06	420	tags=41%, list=2%, signal=40%	15205/13392/54713/11924/13390/21869/11878/21907/13796/15904/16874	TRUE
GO:0046546	development of primary male sexual characteristics	140	0.558403977276019	1.70706698720354	3.83377971945476e-07	7.71231173135451e-06	5.50845761042281e-06	1838	tags=25%, list=9%, signal=23%	16876/21412/15396/15395/15405/14462/21869/13363/20682/14463/20675/16336/26423/19701/18095/22417/20681/22418/18595/18072/218454/22431/15364/12125/14766/11421/11705/18211/17684/12443/16323/20474/11499/19401/14609	FALSE
GO:0071695	anatomical structure maturation	303	0.482217750162087	1.51763698992384	4.00322685930124e-07	8.02197010177806e-06	5.72962865052172e-06	3784	tags=31%, list=18%, signal=26%	15205/11924/15402/15375/260298/14462/14461/14367/15902/22408/54352/13614/16147/20473/13609/17926/16598/230126/16874/20672/21349/243547/16336/317755/19701/22410/18159/20681/22418/114889/12156/12606/15408/15223/15208/18227/14184/16846/17172/19228/12577/12399/238384/16509/12259/12569/14602/18049/67077/108153/170758/16596/73121/12570/14609/12310/13819/23829/13842/18858/12394/23892/22339/11677/14561/17702/16542/121021/14025/76378/18128/20665/80752/11651/14042/18504/252967/18591/18795/18032/19229/12075/20983/14419/50915/235320/21827/15126/17095/194908/21367/224650/67017/12043	FALSE
GO:0021532	neural tube patterning	52	0.697580812139609	2.02659098346132	4.08795045488662e-07	8.16011731728334e-06	5.82829920574772e-06	1381	tags=33%, list=6%, signal=31%	15205/15375/15376/12159/13798/22408/14836/14179/15285/14472/20671/14451/20423/15207/18508/12151/14633	FALSE
GO:0010470	regulation of gastrulation	18	0.831638482009268	2.19828932275146	4.1726740661907e-07	8.29720189315613e-06	5.92621077902712e-06	2609	tags=67%, list=12%, signal=59%	107587/23967/21815/15376/18424/241324/18119/16869/23966/228839/20289/102693	FALSE
GO:0009799	specification of symmetry	142	0.565039897010424	1.72611752530105	4.470041558264e-07	8.82065452527667e-06	6.30008267834075e-06	2744	tags=29%, list=13%, signal=25%	12020/18741/21815/21385/15111/16814/16147/18091/15227/21380/14179/15110/66042/14463/20671/20423/21386/22418/12622/17292/13590/15223/13388/107586/18119/17684/22773/71870/433809/17965/214766/20997/24117/14609/23892/75691/68922/65256/23796/18128/20807	FALSE
GO:0009855	determination of bilateral symmetry	142	0.565039897010424	1.72611752530105	4.470041558264e-07	8.82065452527667e-06	6.30008267834075e-06	2744	tags=29%, list=13%, signal=25%	12020/18741/21815/21385/15111/16814/16147/18091/15227/21380/14179/15110/66042/14463/20671/20423/21386/22418/12622/17292/13590/15223/13388/107586/18119/17684/22773/71870/433809/17965/214766/20997/24117/14609/23892/75691/68922/65256/23796/18128/20807	FALSE
GO:0090132	epithelium migration	325	0.47109100131803	1.48582103517283	4.55518265710983e-07	8.95448453888129e-06	6.39566970628028e-06	5534	tags=44%, list=26%, signal=33%	12159/14462/14461/12767/13615/13655/57260/21907/14234/14179/16600/11819/13197/20682/15507/107831/16336/20423/20583/76905/16476/54485/22418/71093/13078/20315/20620/13642/21333/11852/66214/67784/21825/80837/20613/19245/20855/16002/11826/18709/14172/24136/12927/15200/74144/384783/56233/17395/230738/14824/11845/23892/22339/223650/21754/14775/80903/11806/16542/16367/13482/238328/69601/56753/14175/18128/18645/20807/11651/12215/15370/20356/320736/11482/105844/13836/11602/12822/18591/332397/19229/14645/19274/78560/21926/15184/13636/20351/11601/11541/22421/73608/67916/19130/15586/252973/381290/18127/19303/11606/23871/12554/12512/269608/68992/64074/328949/19270/17260/12165/108655/21803/11816/319939/212307/21812/11881/18754/53868/54357/20401/232227/15117/384009/30955/16415/21808/18803/14164/14343/14314/15368/16398/17886/18024/70097/16681/21814/18133/26921/11684/68750/14257	FALSE
GO:0060412	ventricular septum morphogenesis	47	0.686295371087966	1.98660223985007	4.98088879885798e-07	9.75424056443021e-06	6.9668891173819e-06	1140	tags=38%, list=5%, signal=36%	15205/18741/12159/14362/18121/15902/18091/20666/21386/15213/22418/22411/57265/20677/22761/17131/18018/17684	FALSE
GO:0048332	mesoderm morphogenesis	72	0.65330344845277	1.93333954619718	5.15117151778294e-07	1.00118634386984e-05	7.15089421621787e-06	2937	tags=46%, list=14%, signal=40%	21909/15396/17300/12159/18121/20472/15227/14234/15110/21349/21386/241324/22418/17292/22411/15364/20613/14008/18119/13380/16323/20997/12667/18124/56184/20289/17125/22415/13813/20807/18504/20319/13836	FALSE
GO:0003015	heart process	245	0.50136823702024	1.56516950795672	5.15117151778294e-07	1.00118634386984e-05	7.15089421621787e-06	5531	tags=49%, list=26%, signal=37%	20429/16373/11535/12767/13615/54352/13614/18429/18091/14219/11555/11554/14463/22226/16523/16392/14465/21333/66240/11550/20271/11421/56543/19735/17131/21393/20855/16511/30878/17201/16509/433809/57440/57442/19736/20787/74318/330953/16493/399548/15200/76365/14609/16535/230738/13511/13819/12922/14775/29856/17898/14652/56188/57814/223780/21956/20536/11464/668940/15214/13400/98660/14042/14360/227753/353155/17897/20193/54140/13506/192775/18708/24053/11549/68949/21926/21952/12291/11957/11486/21388/109620/17868/20541/20655/11928/208727/13009/381290/18127/21954/11606/15464/70729/12389/21953/12652/12315/16518/22003/58226/22040/12391/21823/12288/12373/14678/21808/30948/11539/64082/16521/21924/140781/14681/18125/230899/11931/20112/22601/319552	FALSE
GO:0045229	external encapsulating structure organization	318	0.470244051746069	1.48142221170008	5.49173732851105e-07	1.06338134788023e-05	7.59511710956703e-06	4909	tags=41%, list=23%, signal=32%	17300/21418/373864/21907/16147/16007/104009/15227/14234/12819/14219/11504/20682/195209/14238/12156/13078/18595/16917/21810/66214/22431/12845/12824/237360/73940/107581/107250/18034/21407/13010/320078/12390/54409/106042/19288/214766/269120/15118/76293/108153/170721/30060/233332/56429/13035/108075/654812/21937/77794/17395/17388/12406/12831/14086/17385/18858/23892/16854/17387/21960/17228/78892/20289/12827/13710/17183/13482/16949/12842/234356/102693/18128/15530/12006/118453/12817/14042/68169/20356/67573/20319/12822/234695/20732/12841/12826/11568/246228/16780/69542/12840/100952/30806/21926/17180/23876/66180/243853/22416/17127/23794/26427/12839/26561/268396/16193/11606/23871/67547/64074/14580/12389/14186/16777/21803/64075/21812/16948/240913/12843/74199/15117/329941/17877/16950/21808/56401/17390/58994/229534	FALSE
GO:2000648	positive regulation of stem cell proliferation	59	0.657630550152674	1.92028666908411	5.66202039788878e-07	1.09226289018974e-05	7.80140123951054e-06	1776	tags=34%, list=8%, signal=31%	107587/20429/12159/15400/15372/22408/21907/14179/21908/20682/20666/22410/21386/22418/14825/15364/14633/18505/18049/76365	FALSE
GO:0021988	olfactory lobe development	44	0.695658941680843	2.0074127945612	5.74716196932945e-07	1.10047508820123e-05	7.86005621380418e-06	2811	tags=45%, list=13%, signal=40%	13395/73191/13392/16870/14843/11878/15902/21907/20689/22418/58198/18508/22773/20562/20361/22255/13813/98660/20807/14042	FALSE
GO:0090497	mesenchymal cell migration	63	0.667721359353989	1.95739690973106	5.74716196932945e-07	1.10047508820123e-05	7.86005621380418e-06	3321	tags=51%, list=15%, signal=43%	18741/18935/15111/12159/22160/13614/21380/21983/18187/14472/20423/16392/20353/20681/20357/14573/14170/107586/18508/18505/13641/24136/20350/20347/20361/218877/16776/20665/18188/20356/20358/20351	FALSE
GO:0007379	segment specification	19	0.847612333518889	2.25547351047756	5.83230356384081e-07	1.11265717435635e-05	7.94706579994312e-06	770	tags=58%, list=4%, signal=56%	23967/20471/12159/16373/15399/18121/16371/16372/16658/15208/13388	FALSE
GO:0072189	ureter development	20	0.809154675301655	2.16283888346713	6.00258681814912e-07	1.14093286212614e-05	8.14902266179068e-06	1776	tags=60%, list=8%, signal=55%	23967/20471/12159/14462/13797/15227/20682/20671/20423/20681/16869/76365	FALSE
GO:0072498	embryonic skeletal joint development	16	0.884501632210153	2.31510256776087	6.08772847612012e-07	1.15287751727256e-05	8.23433641574296e-06	921	tags=62%, list=4%, signal=60%	107587/20429/23967/15396/15431/12159/109663/18121/16147/12824	FALSE
GO:0048469	cell maturation	222	0.507496426314135	1.57864251936071	6.17287015350234e-07	1.16473498881778e-05	8.31902746772425e-06	3784	tags=32%, list=18%, signal=27%	15205/11924/15402/15375/260298/14462/14461/14367/15902/54352/13614/16147/20473/17926/16598/230126/16874/20672/21349/243547/16336/317755/19701/18159/20681/114889/12606/15408/15223/15208/18227/17172/19228/12577/12399/16509/12259/14602/18049/67077/170758/16596/14609/12310/13819/23829/13842/18858/12394/22339/11677/14561/16542/121021/14025/76378/20665/80752/252967/18591/18795/18032/19229/12075/50915/15126/194908/21367/224650/67017/12043	FALSE
GO:0007368	determination of left/right symmetry	133	0.566191826316192	1.72409582241871	6.25801184950357e-07	1.1722435239831e-05	8.37265658583468e-06	2744	tags=29%, list=13%, signal=25%	12020/18741/21815/21385/15111/16814/16147/18091/15227/21380/14179/15110/14463/20671/20423/21386/22418/12622/17292/13590/15223/13388/107586/18119/17684/22773/71870/433809/214766/20997/24117/14609/75691/68922/65256/23796/18128/20807	FALSE
GO:0030198	extracellular matrix organization	317	0.471264544479248	1.48471366073575	6.25801184950357e-07	1.1722435239831e-05	8.37265658583468e-06	4909	tags=41%, list=23%, signal=32%	17300/21418/373864/21907/16147/16007/104009/15227/14234/12819/14219/11504/20682/195209/14238/12156/13078/18595/16917/21810/66214/22431/12845/12824/237360/73940/107581/107250/18034/21407/13010/320078/12390/54409/106042/19288/214766/269120/15118/76293/108153/170721/30060/233332/56429/13035/108075/654812/21937/77794/17395/17388/12406/12831/14086/17385/18858/23892/16854/17387/21960/17228/78892/20289/12827/13710/17183/13482/16949/12842/234356/102693/18128/15530/12006/118453/12817/14042/68169/20356/67573/20319/12822/234695/20732/12841/12826/11568/246228/16780/69542/12840/100952/30806/21926/17180/23876/66180/243853/22416/17127/23794/26427/12839/26561/268396/16193/11606/23871/67547/64074/14580/12389/14186/16777/21803/64075/21812/16948/240913/12843/74199/15117/329941/17877/16950/21808/56401/17390/58994/229534	FALSE
GO:1904936	interneuron migration	15	0.880973221018359	2.28764666040872	6.4282952944041e-07	1.19979374267398e-05	8.56943184220771e-06	1232	tags=67%, list=6%, signal=63%	73191/14028/54713/21869/11878/11819/16874/20664/13488/13865	TRUE
GO:0071774	response to fibroblast growth factor	99	0.6157916500494	1.85277365674878	6.59857880528546e-07	1.22714577062323e-05	8.76479153689564e-06	4161	tags=53%, list=19%, signal=43%	21385/14462/18121/13655/12192/21380/14179/14219/12193/24064/24063/22417/54485/383491/22418/14184/14170/21825/15936/14733/14171/219134/30878/24066/14172/72514/18053/12667/71436/80857/14176/14174/116701/80903/22695/14175/64654/80752/14042/68169/15370/18591/15587/15586/16558/15531/26427/14180/396184/64074/67112/14186	FALSE
GO:0001658	branching involved in ureteric bud morphogenesis	67	0.670667902517598	1.97507880932405	6.85400418456494e-07	1.2700789116201e-05	9.07143809826592e-06	4361	tags=60%, list=20%, signal=48%	20471/17869/21412/15396/15229/15431/12159/18121/22408/20472/14179/15415/20682/22420/20423/22417/20681/14573/12156/58198/18654/22431/16869/67937/20474/23892/22339/16776/56753/18504/107515/18514/19206/12043/22412/11606/21410/21803/14048/319757	FALSE
GO:0090288	negative regulation of cellular response to growth factor stimulus	105	0.601692312636363	1.81799879107444	7.36485529806293e-07	1.35986792467805e-05	9.71274901714465e-06	3802	tags=48%, list=18%, signal=39%	13390/14462/14362/207667/18121/22408/66042/24064/24063/22417/383491/22418/12622/83554/74499/21825/68010/14733/17131/69121/219134/13380/30878/24066/15242/17965/16160/69585/18053/12667/16159/23892/116701/224640/69601/18128/17130/15258/20319/664805/56213/21930/20358/78560/100952/78558/71753/50766/26427/381290	FALSE
GO:0050680	negative regulation of epithelial cell proliferation	165	0.536013894591723	1.64783918720415	7.53513909465884e-07	1.38635833165076e-05	9.90195465220574e-06	5951	tags=52%, list=28%, signal=38%	18935/12159/20674/14462/12579/12578/11819/18609/20682/14451/55948/16392/22410/18095/20583/54485/22418/71093/13642/18094/66214/211401/14184/21825/12577/13386/18508/12399/18018/12390/57277/16160/18053/14609/16159/68888/223650/18426/238328/69601/18128/11482/20319/12766/18028/19274/68949/21926/12576/18780/73608/19242/19206/22337/110351/18612/328949/12389/17260/12165/21803/54139/67866/11816/21812/12010/319757/14563/20846/21808/20869/81896/20377/12571/16840/21809/21814/18158/19272/58991/22436/73916/63953/94275/17283	FALSE
GO:0003208	cardiac ventricle morphogenesis	81	0.618139243880986	1.8423696307353	7.62028100848861e-07	1.39705151822291e-05	9.97832989092126e-06	4335	tags=53%, list=20%, signal=43%	15111/17300/18996/14462/18121/18091/15227/14234/15110/17069/14463/66993/16392/15213/54485/17292/20677/16449/17131/102636514/20181/13857/18167/21956/15214/18128/20319/17897/21952/21388/14106/19130/109620/56198/17868/252973/14180/21954/228788/17260/21803/21812/22003	FALSE
GO:1904892	regulation of receptor signaling pathway via STAT	139	0.559656387552304	1.71043739863054	7.87570680807548e-07	1.43877753348941e-05	1.02763546523075e-05	5020	tags=46%, list=23%, signal=36%	15205/545645/319146/545649/545652/216233/545648/21380/12702/13197/55932/16153/13078/15208/229900/20897/16878/12703/435791/16846/20311/15364/242517/53603/12569/16160/15964/230396/404549/11677/93672/15972/16362/12322/18128/15969/83430/387510/216439/16154/15967/19229/15965/21926/18012/15970/15974/15968/15235/13844/16193/11606/16198/15977/12389/21803/57914/16923/242519/66406/208266/230405/16187/19713	FALSE
GO:0030857	negative regulation of epithelial cell differentiation	59	0.653741953794939	1.90893193541872	8.13113268842152e-07	1.48020971827955e-05	1.05722807527734e-05	2901	tags=46%, list=13%, signal=40%	15205/23967/15404/14313/20472/15901/20682/24064/21386/24063/58198/15208/13388/14184/107586/12705/74561/18119/16449/12443/17395/22339/17702/30923/74123/18128/11482	FALSE
GO:0060972	left/right pattern formation	139	0.559187534121441	1.70900447575061	8.3865586421482e-07	1.52135116420723e-05	1.08661302739265e-05	2744	tags=28%, list=13%, signal=25%	12020/18741/21815/21385/15111/16814/16147/18091/15227/21380/14179/15110/14463/20671/20423/21386/22418/12622/17292/13590/15223/13388/107586/20613/18119/17684/22773/71870/433809/214766/20997/24117/14609/75691/68922/65256/23796/18128/20807	FALSE
GO:0035881	amacrine cell differentiation	17	0.82034567111734	2.16534473531513	8.47170064188341e-07	1.53142280834046e-05	1.09380661949676e-05	2772	tags=76%, list=13%, signal=67%	15205/13392/21815/13390/18997/59058/69743/19213/104382/14561/228839/116810/330166	FALSE
