ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	is_neuronal_term
GO:0003002	regionalization	451	0.709146091864263	2.25298455709226	3.71388084501988e-65	1.92007639687528e-61	1.37139936887681e-61	1839	tags=40%, list=9%, signal=37%	12022/73191/12020/15205/23967/18741/20471/13392/54713/18423/15404/21815/21375/18530/15438/17701/13390/16870/21385/15402/15375/15111/15396/17300/15427/15229/15376/15431/12159/15433/15395/16814/15405/13172/15430/13798/18088/16373/18424/15424/15434/15399/109663/320145/15400/15426/209448/13797/15425/13654/15436/15403/14367/15437/18121/14843/21869/226049/22408/16371/13614/16372/242620/20472/16147/14836/18091/15227/21380/14234/15423/14179/240590/15110/15414/15285/232174/18187/66042/15401/20473/15394/13796/11819/15415/15413/15228/16871/55927/16658/14463/59058/14472/20671/14451/15206/66993/11838/20423/15422/11695/16392/15416/18095/15417/21386/241324/103889/24063/15213/12591/54485/22418/12622/17292/14573/12156/15410/67122/13590/20893/16848/22411/15223/20664/15208/16917/13388/18014/22431/17172/15207/78405/53883/216285/107586/24113/14632/15407/14766/18508/79362/20613/18119/15412/234219/21393/24087/21407/18503/17684/546726/13380/22422/84653/22773/16869/13865/64290/12151/71870/433809/13082/12259/14633/18505/15242/17965/106042/24136/214766/622473/110796/20997/24117/20350/12227/76365/14609/12667	FALSE
GO:0007389	pattern specification process	493	0.696263042349581	2.2145478043316	2.71594766689375e-64	7.02072471892035e-61	5.01449706077015e-61	1839	tags=39%, list=9%, signal=36%	12022/73191/12020/15205/23967/18741/20471/13392/54713/18423/15404/21815/21375/18530/15438/17701/13390/16870/15432/14313/21385/15402/15375/15111/15396/17300/15427/15229/15376/15431/12159/15433/15395/21418/16814/15405/13172/15430/13798/18088/16373/18424/15424/15434/15399/109663/320145/15400/15426/209448/13797/15425/13654/15436/15403/11694/14367/15437/18121/14843/21869/226049/22408/16371/13614/16372/242620/20472/16147/14836/18091/15227/21380/14234/15423/14179/240590/15110/15414/20465/15285/232174/18187/66042/15401/20473/15394/13796/11819/19434/15415/15413/15228/16871/55927/16658/14463/59058/14472/20671/14451/15206/66993/22420/11838/20423/15422/11695/16392/15416/18095/15417/21386/241324/103889/24063/15213/12591/54485/22418/12622/17292/14573/12156/15410/67122/13590/20893/16848/22411/15223/20664/15208/16917/13388/18014/22431/17172/15207/78405/53883/216285/107586/12705/24113/14632/15407/14766/18508/79362/20613/18119/15412/234219/21393/24087/21407/18503/17684/546726/20855/13380/22422/84653/22773/16869/13865/64290/12151/71870/433809/13082/12259/14633/18505/15242/17965/106042/13641/24136/214766/622473/110796/20997/24117/20350/12227/76365/14609/12667	FALSE
GO:0009952	anterior/posterior pattern specification	239	0.747010420393687	2.32879495183131	2.11032195256397e-43	3.63678816491858e-40	2.5975471612612e-40	1776	tags=47%, list=8%, signal=44%	12022/73191/15205/23967/54713/18423/15404/18530/15438/17701/15402/15396/17300/15427/15376/15431/12159/15433/15395/15405/15430/13798/18424/15424/15434/15399/109663/15400/15426/209448/13797/15425/15436/15403/14367/15437/18121/226049/22408/20472/15227/21380/14234/15423/14179/15414/15401/20473/15394/11819/15415/15413/55927/14463/14472/20671/15206/11838/20423/15422/11695/15416/18095/15417/21386/241324/103889/15213/12591/22418/12622/17292/12156/15410/67122/13590/20893/16848/15208/13388/18014/22431/15207/53883/216285/15407/18508/79362/18119/15412/234219/21393/21407/18503/546726/13380/84653/22773/16869/64290/12151/13082/14633/18505/15242/106042/24136/622473/110796/20997/24117/12227/76365	FALSE
GO:0048562	embryonic organ morphogenesis	332	0.695183594859967	2.19240403800597	7.164135949416e-43	9.25964571462018e-40	6.6136286606714e-40	1940	tags=39%, list=9%, signal=36%	107587/11921/13395/18109/20429/12020/15205/23967/18741/15284/20471/13392/18423/15404/13396/15438/17869/17701/111970/21412/21385/15402/15111/15396/15427/15431/12159/21418/16814/20674/15405/14462/110805/15430/26927/14461/18424/22160/15434/15399/109663/14581/15400/15436/18998/11694/14367/18121/15372/15902/22408/54352/13614/20472/15373/16147/14836/18091/15227/21380/14234/15423/14179/15110/15414/15401/20473/15394/15415/15413/15228/20682/16658/14463/24064/14472/20671/14451/20666/20423/11695/15416/15417/14238/21386/241324/103889/667663/22418/17150/17292/15410/18595/22411/13388/18507/18014/20897/57265/216285/107586/24113/14632/12954/12824/15407/18508/18119/15412/21393/17684/22773/16869/12151/18994/433809/14633/16470/110796/60613/20997/20474/76365/73750/14609/16535/18124/21384	FALSE
GO:0045165	cell fate commitment	299	0.698772026342899	2.19822384548495	5.63862685272363e-38	5.83034016571623e-35	4.16427431565358e-35	2934	tags=50%, list=14%, signal=44%	11921/15205/20471/13392/54713/11924/21375/104360/13390/238057/15398/21385/15375/260298/15396/18996/15376/18740/12159/50913/14842/16814/20674/14462/13172/15430/18088/14461/18424/15399/14581/209448/14843/21869/11878/15902/22408/21907/13614/242620/20472/16147/14836/18992/18091/21380/14234/14179/240590/15110/21908/232077/27140/15285/232174/13363/22409/66042/11819/15228/16871/20682/16874/20672/14463/24064/21349/59058/94222/20671/14451/50914/22420/20423/17927/16392/103551/22410/21386/14369/16911/22417/14912/20681/54485/383491/22418/93735/14465/17292/12156/69743/22411/140489/20664/15208/13388/18014/21387/19213/22431/14184/17172/78405/74561/18508/58208/16450/104382/18119/21420/15379/13380/22422/14633/18505/13592/225631/231044/12142/20997/23966/76365/19401/12667/13819/21384/12677/12394/30051/18205/69952/74748/22423/17125/16542/14464/22415/13813/20890/15214/18128/53404/116810/18509/14042/18504/83430/20319/230587	FALSE
GO:0030900	forebrain development	406	0.627831376832488	1.98927827488039	2.88544667084512e-33	2.48629321471155e-30	1.77581524935521e-30	2112	tags=32%, list=10%, signal=29%	11921/13395/73191/15205/18420/18741/13392/54713/11924/18423/18092/21375/17701/13390/238057/16870/230025/18996/18740/12159/50913/14842/21418/20674/14461/18424/75409/13797/12767/18993/18121/14843/21869/11878/15902/11925/22408/21907/242620/14836/73710/18992/16873/14179/18187/20473/13796/11819/15904/19434/15228/16871/20689/16874/59058/14472/77630/20675/20423/16392/21386/16875/22417/244152/22418/12032/12156/58198/20315/20664/15208/18507/18014/18072/18227/214593/20287/14184/17172/15364/24113/14632/14766/18508/58208/269295/18991/13845/668303/13488/21420/18844/13380/22422/22773/16869/13865/11826/64290/243743/16565/18994/22151/13555/11922/14633/15242/668158/12569/14602/17242/16485/24136/16323/16975/22174/170758/12227/20602/12570/12667/18124/20562/20361/233552/13167/22255/12140/22062/100182	FALSE
GO:0048706	embryonic skeletal system development	146	0.766102035751453	2.34363148074042	7.52447732482019e-29	5.55736396704577e-26	3.96930322638635e-26	1256	tags=45%, list=6%, signal=42%	107587/18109/20429/12020/23967/20471/13392/15404/15438/111970/13390/15402/15111/15396/15427/15431/12159/21418/15405/15430/15424/22160/15434/15399/109663/15400/15425/15436/15403/11694/18121/226049/54352/20472/16147/14836/21380/14234/15429/15423/14179/15414/15401/15394/15415/15413/14451/20666/20423/11695/15416/15417/103889/22418/15410/18595/18507/216285/12824/15407/13386/18119/15412/16869/12151	FALSE
GO:0048663	neuron fate commitment	89	0.828273080441255	2.47819174022827	1.03065803625943e-28	6.66062755932657e-26	4.75730051473432e-26	1514	tags=66%, list=7%, signal=62%	11921/20471/13392/54713/21375/104360/13390/15375/260298/18996/15376/12159/50913/14842/16814/20674/13172/15430/18088/14461/18424/209448/14843/21869/15902/22408/242620/16147/18992/21380/240590/27140/15285/15228/16871/20682/16874/59058/94222/50914/20423/16392/103551/16911/14912/54485/69743/140489/20664/13388/19213/17172/18508/58208/16450/21420/14633/18505/231044	TRUE
GO:0045664	regulation of neuron differentiation	238	0.674162013982854	2.10177114378053	2.17206555491932e-26	1.24482696950403e-23	8.89107810041769e-24	2716	tags=42%, list=13%, signal=37%	11921/73191/18109/15205/20471/13392/54713/18935/11924/21815/104360/13390/238057/15375/223227/15376/12159/50913/21418/16814/20674/18088/16373/14461/15434/15399/18997/242316/18096/216233/15902/11925/21907/18091/13638/27140/11552/20473/11553/15904/12484/15228/20682/114712/20666/243547/20423/16392/15213/20681/12156/58198/20315/69743/100043902/723950/15208/13388/16918/18014/14184/17172/15207/78405/18508/58208/213696/16449/240843/13380/14633/17965/17005/18049/723951/19205/22671/18053/170758/12064/19401/64297/114606/80857/233552/22062/216858/18205/14561/228839/69952/11682/15353/69807/14025/15214/18128/227292/19712	TRUE
GO:0048705	skeletal system morphogenesis	262	0.659809812251153	2.06736040664796	2.40778910929213e-26	1.24482696950403e-23	8.89107810041769e-24	2811	tags=42%, list=13%, signal=37%	107587/13395/18109/20429/12020/23967/20471/13392/15404/791364/15438/17869/17701/111970/15402/15396/17300/15427/15431/12159/21418/15405/15430/22160/15434/15399/109663/15400/15426/373864/15436/11694/15437/18121/54352/20472/16147/14836/21380/14234/15423/14179/15414/232174/15401/15394/64406/14219/15415/15413/20682/13115/14451/20666/11695/15416/22410/15417/18159/103889/12622/15410/18595/18507/18014/21387/14184/12845/216285/21825/12824/15407/18119/15412/21407/18503/17684/215418/20855/16869/12151/14172/17937/622473/14284/20997/20474/73121/19401/12643/12406/21384/19227/329872/23892/22255/22339/17387/17702/20379/20289/16776/12842/234356/18596/14175/15530/12006/12817/12590/14042	FALSE
GO:0048704	embryonic skeletal system morphogenesis	108	0.79301046845213	2.39980666404179	1.10868417421806e-25	5.21081561882488e-23	3.72178381163345e-23	1256	tags=49%, list=6%, signal=46%	107587/18109/20429/23967/20471/13392/15404/15438/111970/15402/15396/15427/15431/12159/21418/15405/15430/22160/15434/15399/109663/15400/15436/11694/18121/54352/20472/14836/21380/14234/15423/14179/15414/15401/15394/15415/15413/14451/20666/11695/15416/15417/103889/15410/18595/18507/216285/12824/15407/18119/15412/16869/12151	FALSE
GO:0048732	gland development	479	0.574684565079972	1.82562527155445	1.68149949276454e-25	7.24446031466058e-23	5.17429843913862e-23	4404	tags=41%, list=20%, signal=33%	15205/18420/18741/15284/20471/15438/17701/12918/21412/238057/15398/21385/15402/15375/18089/15111/17300/18740/12159/15433/14842/20674/15405/14462/110805/14461/15434/15400/244813/18121/216233/21869/15902/22408/53626/12578/13614/18992/18091/15227/21380/14179/232077/17069/22409/66042/20473/15904/16871/18609/20682/353310/16658/19773/20675/56532/20423/26423/16392/18095/15417/21386/20583/16911/22417/16476/22418/14465/12977/17292/12156/12606/15410/15408/18595/77411/20897/19213/214593/67784/22431/17172/15364/14632/12125/12577/18508/58208/78908/13845/13608/18119/21420/18503/18844/17684/15379/20181/22773/18792/16002/64290/21923/21943/14633/18505/15242/14172/14602/17242/225631/12443/11821/22371/16596/20474/384783/17863/56711/14609/76943/19227/11845/12394/22339/14174/14228/21817/14775/108961/18590/17702/16011/11806/13710/16367/16776/11839/18596/246221/18128/20665/20807/14042/15258/545156/13836/234695/100102/216439/18591/12627/20249/18028/57295/15361/68949/21926/12576/18514/21929/52679/12724/11486/77889/22416/19242/19206/19130/22724/17127/15235/18208/12043/22337/110351/18612/30936/16193/19373/207920/21802/12389/12608/17158/104156/21410/13711/21803/54139/21812/18129/12921/319757/83993/12391/18736	FALSE
GO:0021953	central nervous system neuron differentiation	203	0.693898634984645	2.14740370216778	5.57768475657736e-25	2.21820232242346e-22	1.58433345150392e-22	1538	tags=37%, list=7%, signal=35%	15205/18420/13392/54713/18935/11924/21375/104360/13390/238057/18996/50913/14842/21418/16814/20674/13172/15430/18088/14461/209448/18096/14843/21869/11878/11859/22408/21907/16873/14179/240590/15285/16872/18187/15394/13796/15904/15228/16871/16874/21349/59058/14472/77630/94222/20423/16392/16911/16875/244152/54485/20664/15208/16917/18072/18227/16846/17172/18508/58208/13845/13488/21420/240843/18844/16869/243743/18994/14633/18505/12404/231044/24136/235402/16323	TRUE
GO:0035270	endocrine system development	140	0.741802556483258	2.26772499252782	3.0116318869658e-24	1.1121526325438e-21	7.94346214998198e-22	1485	tags=44%, list=7%, signal=42%	15205/18420/18741/20471/12918/15402/15376/18740/12159/14842/20674/14462/110805/18088/14461/15434/15400/18096/18121/21869/53626/13614/18992/18091/21380/14179/232077/15285/17069/20473/16871/18609/20682/20675/20423/26423/16392/22417/14912/22418/14465/12156/15410/18595/13388/20897/20677/214593/22431/17172/15364/14632/12577/18508/18503/17684/15379/14633/15242/14602/17242/225631	FALSE
GO:0090596	sensory organ morphogenesis	315	0.622269581088611	1.95996733115531	4.12703346141489e-24	1.42245086636767e-21	1.01597427246621e-21	5062	tags=54%, list=23%, signal=42%	107587/11921/13395/12020/23967/18741/20471/18423/13396/17869/17701/21385/12159/21418/20674/14462/26927/14461/18424/22160/15399/14581/18998/14367/18121/15372/22408/54352/13614/20472/15373/16147/14836/21380/14179/232174/20473/15394/15228/20682/16658/24064/59058/14472/14451/20666/14685/20423/15422/14238/21386/241324/244152/667663/20681/22418/17150/14221/114889/69743/140489/20664/723950/13388/18014/20897/57265/19213/18185/14184/107585/24113/12954/12824/18508/16449/21393/17684/22773/16869/11826/18742/238021/18994/11830/14633/64379/12142/16470/110796/60613/12064/20474/76365/73750/237979/16535/18124/12831/12677/29815/22339/14174/14561/97031/30923/16542/68588/18128/212541/19712/116810/109934/22295/330166/15258/18504/13836/259172/18591/21838/76574/230824/19274/16206/320398/22157/22416/19242/19130/20776/14623/15165/20655/24013/18208/12043/58235/13844/14180/12965/110279/270190/17158/13508/14048/18933/18129/12614/14368/218772/231070/387609/329941/21823/19411/270120/21906/93840/110253/17921/81896/14790/23958/14107/72088/12307/26941/20378/239250	FALSE
GO:0001708	cell fate specification	113	0.763083960829336	2.31040852955341	2.30027803071526e-23	7.43277338674867e-21	5.30879956036126e-21	1167	tags=46%, list=5%, signal=44%	11921/20471/21375/104360/15398/21385/15375/260298/15396/18996/15376/50913/20674/13172/15430/18088/18424/14581/209448/14843/242620/20472/16147/14836/18992/21380/240590/232077/27140/15285/13363/16871/20682/20672/94222/20671/20423/16392/21386/14369/16911/383491/22418/17292/22411/20664/13388/21387/17172/18508/18119/13380	FALSE
GO:0060562	epithelial tube morphogenesis	391	0.591944281171991	1.87467698593321	2.69874376377914e-23	8.20735603455185e-21	5.86203908565772e-21	4399	tags=43%, list=20%, signal=35%	18109/15205/23967/18741/20471/21815/17869/21412/238057/16870/21385/15402/15375/15111/15396/15229/15376/15431/12159/21418/16814/20674/14462/16373/22160/14362/11535/12767/18121/22408/16371/13614/16372/20472/16147/18091/15227/21380/14234/14179/15110/66042/15415/20682/54612/14463/24064/73181/14472/20671/22420/20423/18095/21386/24063/15213/16911/20353/22417/20681/54485/22418/12977/17292/14573/12156/67122/58198/20315/13642/18595/77411/15208/13388/11852/18654/57265/211401/67784/22431/15364/216285/107586/18119/21393/21420/18018/17684/22773/15945/16869/21923/433809/14633/18505/15242/106042/17242/99377/24136/67937/20997/20474/244058/19401/14609/19227/23892/22339/17387/14174/17702/16542/65100/16776/65256/68588/56753/11839/23796/18128/20807/14042/12215/18504/20356/11482/20319/13836/20732/12826/12627/230824/98711/107515/13838/21926/15184/140570/18514/69847/22416/14106/19206/21676/17127/15235/18208/12043/252973/22412/22337/18612/19303/11606/20971/207920/17260/12165/104156/108655/21410/71228/21803/14048/18129/12614/319757/14368/12391	FALSE
GO:0007517	muscle organ development	366	0.592475872203257	1.87487151804986	3.74960479233979e-23	1.07696982091093e-20	7.69217170264795e-21	4451	tags=46%, list=21%, signal=38%	20429/18741/15284/20471/18935/791364/15438/17869/17701/21412/15903/17300/18996/18740/12159/16814/15430/26927/22160/14362/56702/13654/22326/18121/242620/14836/18091/21380/14234/14179/15110/15285/232174/17069/13609/11819/11555/14463/215031/20666/107831/20423/17927/11695/16392/22410/382639/329828/14281/15213/20681/54485/22418/12156/75805/231602/13388/18507/18014/20897/13653/57265/16878/211401/22431/22761/434246/14733/17131/21393/24087/21407/17684/108000/20181/17681/16002/12390/228785/11910/18505/11459/13857/16716/17133/72330/12064/20474/12227/12224/56233/14609/225115/12804/60406/26903/12922/18858/17878/217082/80288/14174/116701/12647/14775/353326/12292/15353/224640/20289/21956/12632/11464/16776/65256/17928/13813/15214/18128/15485/18509/15370/17897/17700/54720/11865/208258/18032/653016/15184/117606/13346/21952/243853/22416/14106/666794/19130/109620/56198/17127/17868/217012/53321/208727/13009/12043/17904/16193/20670/21954/228788/67267/30928/12389/270190/17260/108655/21803/16656/22634/53376/21812/12651/16948/22003/319757/12955/107765/14009	FALSE
GO:0048880	sensory system development	421	0.577249087542427	1.82978787366411	4.55046830610517e-23	1.23820637592441e-20	8.84379103480162e-21	4680	tags=46%, list=22%, signal=37%	107587/15205/18741/13392/18935/21815/20476/13390/16870/21385/17300/18996/12159/21418/20674/14462/23937/26927/18424/22160/18997/22326/14367/21907/54352/16324/12958/16147/14234/16600/723960/69453/20473/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/16392/387142/14238/241324/22352/24063/244152/20681/16476/54485/17150/14221/114889/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/16878/19213/18185/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/238021/11830/12259/64379/106042/108013/18081/12969/24136/16323/12142/14366/26401/17132/654812/12064/237979/19401/14609/72002/12831/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/16545/11537/210992/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/30044/12075/18012/12576/18514/22157/140919/12724/243853/19242/19130/15165/17127/12962/24013/12043/252973/58235/271209/13844/17536/260305/268396/14180/12965/270190/17158/13508/21803/64075/100126824/21812/18129/26889/11423/12955/21916/218772/105278/12961/74023/12967/387609/329941/21823/19411/12288/270120/270893	FALSE
GO:0035107	appendage morphogenesis	175	0.700378009614286	2.16004029676271	6.58904134722027e-23	1.6221592269109e-20	1.15861438827312e-20	1470	tags=33%, list=7%, signal=31%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/20689/20682/14451/20423/11695/12904/21386/22418/21419/58198/16917/21387/216285/12125/12824/13380/22773/14633/106042/99377	FALSE
GO:0035108	limb morphogenesis	175	0.700378009614286	2.16004029676271	6.58904134722027e-23	1.6221592269109e-20	1.15861438827312e-20	1470	tags=33%, list=7%, signal=31%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/20689/20682/14451/20423/11695/12904/21386/22418/21419/58198/16917/21387/216285/12125/12824/13380/22773/14633/106042/99377	FALSE
GO:0060485	mesenchyme development	313	0.614393990209164	1.93485605865499	8.41422434484766e-23	1.9773427210392e-20	1.41230138764237e-20	3993	tags=47%, list=18%, signal=39%	15205/23967/18741/20471/18935/17869/17701/21412/21385/15402/15375/15111/17300/15229/15376/12159/21418/14462/22160/18121/21869/12192/13614/20472/14836/18091/15227/21380/14234/14179/15110/22409/18187/20682/353310/14463/24064/14472/20423/16392/21386/20583/241324/24063/15213/20353/22417/76905/20681/22418/93735/20357/12622/21859/17292/14573/12156/22411/20677/66214/22431/14170/15364/216285/107586/21825/18508/20613/11705/68010/18119/16449/17131/83395/21407/18503/18018/17684/546726/20181/22422/22773/13082/18505/106042/17242/13641/24136/11490/20474/20350/20347/14609/12667/68790/20361/218877/23892/22339/80288/100182/71878/17702/20289/14464/65100/16776/12842/69601/13813/102693/23796/67888/15214/18128/20665/18188/12006/14042/18504/20356/11482/20319/246154/21453/100044509/98711/13838/20358/13636/171463/20351/21388/22416/666794/21676/56198/17127/23794/16401/73703/12043/20360/18127/16193/14180/11606	FALSE
GO:0048736	appendage development	207	0.670386860607322	2.07783171722727	2.42642405203651e-22	5.22692181209531e-20	3.73328753269477e-20	1470	tags=29%, list=7%, signal=28%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/19434/20689/20682/14451/20423/15422/11695/12904/21386/22418/21419/58198/16917/21387/12845/216285/12125/12824/73016/13380/22773/14633/106042/99377	FALSE
GO:0060173	limb development	207	0.670386860607322	2.07783171722727	2.42642405203651e-22	5.22692181209531e-20	3.73328753269477e-20	1470	tags=29%, list=7%, signal=28%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/19434/20689/20682/14451/20423/15422/11695/12904/21386/22418/21419/58198/16917/21387/12845/216285/12125/12824/73016/13380/22773/14633/106042/99377	FALSE
GO:0060537	muscle tissue development	486	0.559797556114847	1.77900979163726	6.35636532443661e-22	1.31449634909349e-19	9.38868612973626e-20	4418	tags=43%, list=20%, signal=35%	20429/23967/18741/15284/20471/18935/791364/18092/15438/17869/21412/21385/15111/17300/18996/18740/12159/15430/16373/26927/22160/13654/22326/18121/15902/13614/242620/16147/18091/21380/14234/14179/15110/232174/17069/13609/11819/11555/11554/20682/14463/215031/16523/20666/20423/17927/16392/13008/22410/329828/21386/14281/14369/15213/20681/54485/22418/14465/17292/12156/21419/75805/231602/13642/18595/13388/18507/20897/13653/22431/14632/22761/22402/12444/17691/19735/14733/17131/21393/24087/17684/108000/13380/20181/22437/22773/17681/16002/12390/228785/11910/18505/106042/11459/19736/237560/13857/17133/72330/14284/20997/12064/20474/23966/12227/76365/12224/19401/56233/14609/225115/60406/13511/26903/80857/12922/18858/23892/22339/17878/217082/22062/80288/14174/14775/17898/16514/353326/16011/12292/15353/224640/20289/17125/21956/14464/12632/11464/65256/17928/13813/18596/15214/241593/19094/18128/15530/15485/20807/18509/15370/17897/17700/54720/11739/11865/208258/24053/18032/11549/15184/117606/21952/21388/243853/22416/14106/666794/19130/109620/56198/13007/17127/17868/20541/53321/16526/11790/208727/13009/12043/17904/14180/20670/21954/11606/228788/67267/545261/30928/12389/270190/17260/108655/21803/14048/16656/18712/22634/53376/21812/16948/22003/22040/319757/12391/107765	FALSE
GO:0150063	visual system development	417	0.571677680217309	1.81189110364877	7.42563153824776e-22	1.47655827125927e-19	1.05462005814466e-19	4660	tags=46%, list=22%, signal=36%	107587/15205/18741/13392/21815/20476/13390/16870/21385/17300/12159/21418/20674/14462/23937/26927/18424/22160/18997/22326/14367/21907/54352/16324/12958/16147/14234/16600/723960/69453/20473/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/387142/14238/241324/22352/24063/244152/20681/16476/54485/17150/14221/114889/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/16878/19213/18185/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/238021/11830/12259/64379/106042/108013/18081/12969/24136/16323/12142/14366/26401/17132/654812/12064/237979/19401/14609/72002/12831/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/16545/11537/210992/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/30044/12075/18012/12576/18514/22157/140919/12724/243853/19242/19130/15165/17127/12962/24013/12043/252973/58235/271209/13844/17536/260305/268396/14180/12965/270190/17158/13508/21803/64075/100126824/21812/18129/26889/11423/12955/21916/218772/105278/12961/74023/12967/387609/329941/21823/19411/12288/270120	FALSE
GO:0001654	eye development	414	0.57226040534033	1.81358182720345	1.61185442460039e-21	3.08640273154963e-19	2.20443872183164e-19	4660	tags=46%, list=22%, signal=37%	107587/15205/18741/13392/21815/20476/13390/16870/21385/17300/12159/21418/20674/14462/23937/26927/18424/22160/18997/22326/14367/21907/54352/16324/12958/16147/14234/16600/723960/69453/20473/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/387142/14238/241324/22352/24063/244152/20681/16476/54485/17150/14221/114889/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/16878/19213/18185/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/238021/11830/64379/106042/108013/18081/12969/24136/16323/12142/14366/26401/17132/654812/12064/237979/19401/14609/72002/12831/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/16545/11537/210992/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/30044/12075/18012/12576/18514/22157/140919/12724/243853/19242/19130/15165/17127/12962/24013/12043/252973/58235/271209/13844/17536/260305/268396/14180/12965/270190/17158/13508/21803/64075/100126824/21812/18129/26889/11423/12955/21916/218772/105278/12961/74023/12967/387609/329941/21823/19411/12288/270120	FALSE
GO:0043010	camera-type eye development	366	0.582491609943282	1.84327662985576	1.99391730345801e-21	3.68162587817067e-19	2.62957214305665e-19	4660	tags=47%, list=22%, signal=38%	107587/15205/18741/13392/21815/13390/16870/21385/17300/12159/21418/20674/14462/23937/26927/22160/18997/22326/14367/21907/54352/12958/16147/14234/16600/723960/69453/20473/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/387142/14238/241324/22352/24063/244152/20681/16476/54485/14221/114889/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/16878/19213/18185/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/11830/64379/106042/108013/18081/12969/24136/16323/12142/14366/26401/17132/654812/237979/19401/14609/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/16545/11537/210992/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/30044/12075/18012/12576/22157/140919/12724/243853/19242/19130/15165/17127/12962/24013/252973/58235/271209/13844/260305/12965/270190/17158/13508/21803/21812/18129/26889/11423/12955/21916/105278/12961/74023/12967/387609/329941/21823/19411/12288/270120	FALSE
GO:0050673	epithelial cell proliferation	500	0.548587275596271	1.74559562406386	2.51972569754219e-21	4.4920627090666e-19	3.20842023483776e-19	4361	tags=41%, list=20%, signal=33%	107587/13395/18109/15205/23967/15284/20471/18935/13396/18092/17869/14313/21385/15402/18089/12159/20674/14462/14461/22160/18096/12579/18121/11878/15372/15902/13655/12192/12578/16147/15901/18091/21380/11819/18609/20682/353310/14451/20666/55948/20423/99296/16392/22410/18095/20583/16153/14369/15213/226841/76905/16476/54485/22418/93735/71093/67122/20315/13642/77411/15208/18094/18654/66214/211401/14184/16846/15364/107586/21825/14632/12577/13386/18508/58208/20271/12444/18119/16449/12399/21420/18018/18792/16002/30878/12390/21943/14633/69462/57277/14172/13924/17242/16160/16009/12443/24136/14066/11727/18053/20254/20474/76365/384783/14609/12097/16159/353156/18124/68888/14824/26903/13166/12096/246691/22339/12140/12490/223650/14775/22695/21828/16011/106795/30923/18426/11806/16542/12575/16776/238328/69601/56753/11839/23796/50501/18128/15530/11651/15370/18504/20356/320736/11482/20319/13836/12822/216439/257632/18591/12766/69745/56213/18028/107515/14645/19274/68949/21926/12576/11541/21929/208188/18780/22421/73608/22416/19242/19206/19130/15586/17127/15235/16010/16401/22337/110351/18612/16193/14180/20296/12554/68992/328949/207920/21802/12389/12608/17260/12165/107771/108655/21410/70045/21803/54139/14048/67866/11816/21812/18129/12010/319757	FALSE
