gene	source	is_derived	is_external	k119ub_ctrl_signal	k119ub_log2fc	k119ub_decile
Fxn	both	TRUE	TRUE	0.909009	0.426432	5
Fxr1	both	TRUE	TRUE	0.500993	-0.18117	2
Fxr2	both	TRUE	TRUE	0.282271	-0.187832	1
Fyn	both	TRUE	TRUE	2.261238	0.174141	9
Fzd1	both	TRUE	TRUE	8.927946	0.327045	10
Fzd2	both	TRUE	TRUE	4.186665	-0.252612	10
Fzd3	both	TRUE	TRUE	0.725459	0.19417	4
Fzd4	both	TRUE	TRUE	2.999523	0.40152	10
Fzd5	both	TRUE	TRUE	8.189526	0.017609	10
Fzd6	both	TRUE	TRUE	1.817763	-0.174912	8
Fzd9	both	TRUE	TRUE	4.315652	-0.38179	10
G6pd2	both	TRUE	TRUE	0.801469	-0.697118	4
G6pdx	both	TRUE	TRUE	0.52679	0.29467	2
Gaa	both	TRUE	TRUE	0.868184	-0.26986	5
Gabarap	external	FALSE	TRUE	0.59983	0.058115	3
Gabbr1	both	TRUE	TRUE	0.973214	-0.139163	5
Gabbr2	both	TRUE	TRUE	2.044571	-0.138623	9
Gabra1	both	TRUE	TRUE	0.895119	-0.233808	5
Gabra2	both	TRUE	TRUE	1.128077	0.436144	6
Gabra3	both	TRUE	TRUE	NA	NA	NA
Gabra4	both	TRUE	TRUE	1.010209	0.284496	6
Gabra5	both	TRUE	TRUE	0.43687	-0.324623	1
Gabra6	both	TRUE	TRUE	1.277861	0.21863	7
Gabrb1	both	TRUE	TRUE	0.997861	0.522106	6
Gabrb2	both	TRUE	TRUE	0.655577	0.098443	3
Gabrb3	both	TRUE	TRUE	0.648653	-0.108129	3
Gabrd	both	TRUE	TRUE	1.491696	-0.213525	8
Gabre	both	TRUE	TRUE	0.79082	0.067724	4
Gabrg1	both	TRUE	TRUE	0.49045	0.262557	2
Gabrg2	both	TRUE	TRUE	0.82013	0.254057	4
Gabrg3	both	TRUE	TRUE	NA	NA	NA
Gabrp	derived	TRUE	FALSE	1.115351	-0.334134	6
Gabrq	derived	TRUE	FALSE	0.932789	-0.084932	5
Gabrr1	both	TRUE	TRUE	1.246841	0.047615	7
Gabrr2	both	TRUE	TRUE	1.658016	0.920371	8
Gabrr3	derived	TRUE	FALSE	0.779449	-0.144503	4
Gak	both	TRUE	TRUE	0.527714	-0.310418	2
Gal	both	TRUE	TRUE	2.090805	-0.136209	9
Gal3st1	both	TRUE	TRUE	1.038286	-0.394957	6
Galc	both	TRUE	TRUE	0.657864	-0.049093	3
Galr2	both	TRUE	TRUE	4.569322	-0.261861	10
Gap43	both	TRUE	TRUE	1.595702	0.579526	8
Gapdh	both	TRUE	TRUE	1.890023	-0.409697	9
Gapdhrt	both	TRUE	TRUE	NA	NA	NA
Gapdhrt2	both	TRUE	TRUE	NA	NA	NA
Garem2	external	FALSE	TRUE	4.303959	0.112636	10
Gart	external	FALSE	TRUE	0.605126	-0.062091	3
Gas1	both	TRUE	TRUE	5.473838	-0.198073	10
Gas6	both	TRUE	TRUE	3.113117	-0.181859	10
Gas7	both	TRUE	TRUE	1.4066	0.233601	7
Gas8	both	TRUE	TRUE	0.959996	-0.259592	5
Gata1	both	TRUE	TRUE	0.369516	-0.30679	1
Gata2	both	TRUE	TRUE	9.084297	-0.194327	10
Gata3	both	TRUE	TRUE	9.57599	-0.13542	10
Gatad2a	both	TRUE	TRUE	0.945559	-0.153163	5
Gatm	both	TRUE	TRUE	1.403878	0.094355	7
Gba1	both	TRUE	TRUE	0.556447	0.217094	2
Gba2	both	TRUE	TRUE	1.131766	0.091443	6
Gbe1	both	TRUE	TRUE	0.61542	-0.11346	3
Gbx1	both	TRUE	TRUE	3.048423	-0.122259	10
Gbx2	both	TRUE	TRUE	5.580975	-0.198435	10
Gch1	both	TRUE	TRUE	1.441543	0.132037	8
Gclc	both	TRUE	TRUE	0.97649	-0.098652	5
Gclm	both	TRUE	TRUE	0.803003	0.466678	4
Gcm1	both	TRUE	TRUE	1.029137	-0.368827	6
Gcm2	both	TRUE	TRUE	0.91863	-0.342873	5
Gdf10	external	FALSE	TRUE	3.384659	0.145966	10
Gdf11	both	TRUE	TRUE	2.561312	-0.219123	9
Gdf2	both	TRUE	TRUE	1.870343	0.230663	9
Gdf5	both	TRUE	TRUE	1.810521	-0.300719	8
Gdf6	both	TRUE	TRUE	8.548493	-0.18248	10
Gdf7	both	TRUE	TRUE	11.03695	0.14323	10
Gdi1	both	TRUE	TRUE	0.443616	-0.229022	1
Gdnf	both	TRUE	TRUE	4.653394	0.192919	10
Gdpd5	both	TRUE	TRUE	2.703397	-0.07068	10
Get1	both	TRUE	TRUE	1.509174	0.685776	8
Gfap	both	TRUE	TRUE	1.874802	0.242055	9
Gfi1	both	TRUE	TRUE	8.723752	-0.636318	10
Gfra1	both	TRUE	TRUE	1.862752	0.12683	9
Gfra2	both	TRUE	TRUE	3.131387	0.533745	10
Gfra3	both	TRUE	TRUE	0.675065	-0.214647	3
Gfra4	both	TRUE	TRUE	4.727493	0.36728	10
Gfral	both	TRUE	TRUE	0.458376	-0.254357	2
Gfy	both	TRUE	TRUE	2.751038	-0.155185	10
Gh	both	TRUE	TRUE	1.639083	-0.161427	8
Ghrh	both	TRUE	TRUE	1.355513	-0.103081	7
Ghrhr	both	TRUE	TRUE	3.112573	-0.187121	10
Ghrl	both	TRUE	TRUE	1.548393	-0.394831	8
Ghsr	both	TRUE	TRUE	2.054981	-0.650431	9
Gigyf2	both	TRUE	TRUE	0.390619	-0.29558	1
Gimap3	both	TRUE	TRUE	1.216853	-0.215774	7
Gimap5	both	TRUE	TRUE	1.088864	-0.30227	6
Gip	both	TRUE	TRUE	0.828119	-0.418805	5
Gipc1	both	TRUE	TRUE	1.370453	0.134304	7
Gipr	external	FALSE	TRUE	1.726037	0.359555	8
Git1	both	TRUE	TRUE	1.898296	0.142525	9
Git2	both	TRUE	TRUE	1.157786	-0.21979	6
Gja1	both	TRUE	TRUE	2.783291	0.151085	10
Gja10	both	TRUE	TRUE	1.953862	-0.320295	9
Gja3	both	TRUE	TRUE	0.926271	-0.501998	5
Gjb2	both	TRUE	TRUE	4.119764	-0.326483	10
Gjb4	both	TRUE	TRUE	1.508995	-0.352433	8
Gjb6	both	TRUE	TRUE	2.011771	-0.601594	9
Gjc1	both	TRUE	TRUE	1.035952	-0.147592	6
Gjc2	both	TRUE	TRUE	2.230333	-0.480747	9
Gjc3	both	TRUE	TRUE	NA	NA	NA
Gjd2	both	TRUE	TRUE	3.767624	0.464964	10
Gla	external	FALSE	TRUE	0.610011	0.463328	3
Gldn	both	TRUE	TRUE	0.749156	-0.192047	4
Gli1	both	TRUE	TRUE	3.893942	-0.041728	10
Gli2	both	TRUE	TRUE	3.19865	0.213522	10
Gli3	both	TRUE	TRUE	0.942249	-0.339723	5
Glis2	both	TRUE	TRUE	1.517615	0.033178	8
Glmn	both	TRUE	TRUE	0.278624	-0.160358	1
Glp1r	both	TRUE	TRUE	2.529284	-0.188021	9
Glra1	both	TRUE	TRUE	1.017332	-0.088105	6
Glra2	both	TRUE	TRUE	0.492205	0.379945	2
Glra3	both	TRUE	TRUE	0.351404	-0.245649	1
Glra4	both	TRUE	TRUE	1.041178	-0.141015	6
Glrb	both	TRUE	TRUE	0.943013	-0.159586	5
Gls	both	TRUE	TRUE	0.94406	0.158664	5
Glud1	external	FALSE	TRUE	0.587646	0.077846	3
Glul	both	TRUE	TRUE	2.128018	-0.193658	9
Gm12407	derived	TRUE	FALSE	NA	NA	NA
Gm15433	external	FALSE	TRUE	NA	NA	NA
Gm28836	both	TRUE	TRUE	NA	NA	NA
Gm2a	both	TRUE	TRUE	0.993915	-0.205456	6
Gm30731	both	TRUE	TRUE	9.615045	0.144837	10
Gm527	external	FALSE	TRUE	1.220596	1.041444	7
Gm5849	both	TRUE	TRUE	NA	NA	NA
Gm7582	external	FALSE	TRUE	NA	NA	NA
Gm7609	both	TRUE	TRUE	0.460211	-0.164412	2
Gmfb	both	TRUE	TRUE	0.74772	0.369601	4
Gmnc	external	FALSE	TRUE	0.868496	0.103558	5
Gmppa	external	FALSE	TRUE	2.176845	0.496963	9
Gna11	both	TRUE	TRUE	1.100609	-0.330621	6
Gna13	external	FALSE	TRUE	0.827971	0.086372	5
Gnai1	both	TRUE	TRUE	1.098857	0.598299	6
Gnai2	both	TRUE	TRUE	1.734421	0.088094	8
Gnal	both	TRUE	TRUE	1.03929	0.023215	6
Gnao1	external	FALSE	TRUE	1.630505	-0.054151	8
Gnaq	both	TRUE	TRUE	1.489777	0.216049	8
Gnas	both	TRUE	TRUE	1.864968	0.058031	9
Gnat1	both	TRUE	TRUE	5.420296	-0.147744	10
Gnat2	both	TRUE	TRUE	1.371769	-0.323995	7
Gnat3	both	TRUE	TRUE	0.6121	-0.356277	3
Gnb1	both	TRUE	TRUE	0.398709	-0.26842	1
Gng13	both	TRUE	TRUE	2.210751	-0.373898	9
Gngt1	both	TRUE	TRUE	0.665259	-0.609251	3
Gnpat	both	TRUE	TRUE	0.505246	-0.278991	2
Gnrh1	both	TRUE	TRUE	1.189252	-0.458567	7
Golga2	both	TRUE	TRUE	1.080961	-0.344311	6
Golga4	both	TRUE	TRUE	0.821007	-0.137532	4
Gorab	derived	TRUE	FALSE	0.677227	0.298332	3
Gorasp1	both	TRUE	TRUE	0.875121	0.005253	5
Gpc1	both	TRUE	TRUE	3.606416	0.030205	10
Gpc2	both	TRUE	TRUE	1.682911	0.024107	8
Gpc4	both	TRUE	TRUE	0.826766	-0.274612	5
Gpc6	both	TRUE	TRUE	0.856479	0.066545	5
Gper1	both	TRUE	TRUE	2.55164	0.158005	9
Gphn	both	TRUE	TRUE	0.261778	-0.110896	1
Gpi1	both	TRUE	TRUE	0.592212	-0.193266	3
Gpm6a	both	TRUE	TRUE	0.704044	0.379652	4
Gpm6b	both	TRUE	TRUE	0.888589	0.532643	5
Gpr151	external	FALSE	TRUE	7.891143	0.273951	10
Gpr155	both	TRUE	TRUE	0.918516	0.237497	5
Gpr157	both	TRUE	TRUE	1.998858	0.011461	9
Gpr158	both	TRUE	TRUE	0.435071	0.011225	1
Gpr161	both	TRUE	TRUE	1.383852	-0.014848	7
Gpr17	external	FALSE	TRUE	1.684768	-0.5507	8
Gpr171	both	TRUE	TRUE	1.366809	0.090723	7
Gpr173	both	TRUE	TRUE	0.890663	0.563612	5
Gpr179	both	TRUE	TRUE	1.93482	-0.028963	9
Gpr183	both	TRUE	TRUE	1.174476	-0.22893	7
Gpr35	both	TRUE	TRUE	1.398846	-0.189096	7
Gpr37	both	TRUE	TRUE	1.753653	-0.065417	8
Gpr37l1	both	TRUE	TRUE	1.64578	0.035908	8
Gpr39	both	TRUE	TRUE	1.450071	0.157942	8
Gpr88	both	TRUE	TRUE	8.825596	0.282811	10
Gprc5b	both	TRUE	TRUE	2.734802	-0.177119	10
Gprc5c	both	TRUE	TRUE	1.475206	0.0857	8
Gprin1	both	TRUE	TRUE	2.232875	-0.072259	9
Gprin2	both	TRUE	TRUE	3.059715	0.137573	10
Gprin3	both	TRUE	TRUE	1.566198	1.034552	8
Gpsm1	both	TRUE	TRUE	1.541423	-0.235654	8
Gpsm2	external	FALSE	TRUE	0.873176	0.059037	5
Gpx1	both	TRUE	TRUE	2.577548	0.115415	9
Gpx4	external	FALSE	TRUE	1.443487	0.224757	8
Grap	external	FALSE	TRUE	2.998542	-0.034713	10
Grb2	both	TRUE	TRUE	0.629864	-0.131231	3
Grcc10	both	TRUE	TRUE	1.705851	0.017626	8
Grhl2	both	TRUE	TRUE	1.96789	0.280008	9
Grhl3	both	TRUE	TRUE	2.158152	-0.477013	9
Gria1	both	TRUE	TRUE	1.020425	0.334095	6
Gria2	both	TRUE	TRUE	1.334728	0.000277	7
Gria3	both	TRUE	TRUE	0.417185	-0.2414	1
Gria4	both	TRUE	TRUE	0.471367	-0.013719	2
Grid1	both	TRUE	TRUE	1.091646	0.377222	6
Grid2	both	TRUE	TRUE	0.962283	0.27983	5
Grid2ip	both	TRUE	TRUE	1.708983	0.008216	8
Grik1	both	TRUE	TRUE	0.796314	-0.340805	4
Grik2	both	TRUE	TRUE	0.547243	-0.051866	2
Grik3	both	TRUE	TRUE	2.109824	-0.197071	9
Grik4	both	TRUE	TRUE	1.369374	0.012888	7
Grik5	both	TRUE	TRUE	0.835313	-0.369162	5
Grin1	both	TRUE	TRUE	1.568263	-0.43087	8
Grin2a	both	TRUE	TRUE	0.960453	0.005824	5
Grin2b	both	TRUE	TRUE	2.18191	0.092103	9
Grin2c	both	TRUE	TRUE	2.076262	-0.378553	9
Grin2d	both	TRUE	TRUE	1.070233	-0.019764	6
Grin3a	both	TRUE	TRUE	0.659311	-0.02977	3
Grin3b	both	TRUE	TRUE	1.930281	-0.110736	9
Grina	external	FALSE	TRUE	3.092009	-0.120613	10
Grip1	both	TRUE	TRUE	1.626164	-0.018944	8
Grip2	both	TRUE	TRUE	5.358008	-0.043689	10
Gripap1	both	TRUE	TRUE	NA	NA	NA
Grk1	both	TRUE	TRUE	1.970231	-0.165371	9
Grk2	both	TRUE	TRUE	1.444003	0.023465	8
Grm1	both	TRUE	TRUE	1.056284	0.414111	6
Grm2	both	TRUE	TRUE	2.33403	0.043892	9
Grm3	both	TRUE	TRUE	0.843934	0.143453	5
Grm4	both	TRUE	TRUE	1.803733	-0.45246	8
Grm5	both	TRUE	TRUE	0.358211	-0.062002	1
Grm6	both	TRUE	TRUE	1.355723	-0.053438	7
Grm7	both	TRUE	TRUE	0.889873	0.239424	5
Grm8	both	TRUE	TRUE	0.526088	-0.22067	2
Grn	both	TRUE	TRUE	2.723881	-0.021192	10
Grpr	both	TRUE	TRUE	0.456085	-0.180681	2
Grxcr1	both	TRUE	TRUE	1.616075	0.939013	8
Grxcr2	both	TRUE	TRUE	0.916633	-0.271511	5
Gsc	both	TRUE	TRUE	7.351972	-0.104604	10
Gsdme	both	TRUE	TRUE	0.933705	-0.019856	5
Gsg1l	both	TRUE	TRUE	2.212204	-0.272723	9
Gsk3a	both	TRUE	TRUE	0.709463	-0.223894	4
Gsk3b	both	TRUE	TRUE	0.663733	-0.080718	3
Gsn	both	TRUE	TRUE	2.25883	-0.063629	9
Gstp1	external	FALSE	TRUE	1.463148	0.200709	8
Gsx1	both	TRUE	TRUE	9.792317	-0.527869	10
Gsx2	both	TRUE	TRUE	8.175264	0.110297	10
Gtf2a1l	both	TRUE	TRUE	0.59547	-0.134472	3
Guca1a	both	TRUE	TRUE	1.135	-0.151738	6
Guca1b	both	TRUE	TRUE	0.770045	-0.288734	4
Gucy1a1	both	TRUE	TRUE	1.704936	-0.006213	8
Gucy1b1	derived	TRUE	FALSE	1.807808	0.132366	8
Gucy2d	both	TRUE	TRUE	1.734644	0.071635	8
Gucy2e	both	TRUE	TRUE	1.061754	0.061421	6
Gucy2f	both	TRUE	TRUE	0.644637	-0.150462	3
H2-D1	both	TRUE	TRUE	2.113123	-0.317981	9
H2-Ea	both	TRUE	TRUE	0.968652	-0.576739	5
H2-K1	both	TRUE	TRUE	2.679373	-0.283434	10
H2-M3	external	FALSE	TRUE	1.230716	-0.00031	7
H2aj	external	FALSE	TRUE	2.464091	0.599248	9
H2ax	external	FALSE	TRUE	2.063625	0.167669	9
Haao	both	TRUE	TRUE	2.008036	0.227199	9
Hand2	both	TRUE	TRUE	10.616117	-0.423692	10
Hap1	both	TRUE	TRUE	1.849798	-0.056052	9
Hapln1	both	TRUE	TRUE	0.86268	-0.214659	5
Hapln2	both	TRUE	TRUE	3.655391	-0.101072	10
Hapln3	both	TRUE	TRUE	1.094208	-0.232579	6
Hapln4	both	TRUE	TRUE	4.207811	-0.485097	10
Havcr2	both	TRUE	TRUE	0.363518	-0.183042	1
Hcn1	both	TRUE	TRUE	2.011634	0.734791	9
Hcrt	both	TRUE	TRUE	2.309265	0.147004	9
Hdac1	both	TRUE	TRUE	0.442743	-0.20686	1
Hdac11	both	TRUE	TRUE	3.048097	0.315618	10
Hdac2	both	TRUE	TRUE	0.877382	-0.01173	5
Hdac3	both	TRUE	TRUE	0.487665	0.080186	2
Hdac4	both	TRUE	TRUE	1.971024	-0.040559	9
Hdac5	both	TRUE	TRUE	2.104925	-0.166019	9
Hdac6	both	TRUE	TRUE	0.629105	-0.097268	3
Hdac7	both	TRUE	TRUE	2.788258	0.433757	10
Hdac9	both	TRUE	TRUE	1.169251	-0.23741	7
Hdgf	both	TRUE	TRUE	0.81408	-0.06371	4
Hdgfl3	both	TRUE	TRUE	1.144314	-0.055296	6
Hectd1	both	TRUE	TRUE	0.435386	-0.064971	1
Hecw1	both	TRUE	TRUE	0.37383	0.03324	1
Hecw2	both	TRUE	TRUE	0.97835	-0.051455	6
Helt	both	TRUE	TRUE	3.614199	-0.660383	10
Herc1	both	TRUE	TRUE	NA	NA	NA
Herc2	external	FALSE	TRUE	0.383368	-0.293126	1
Hes1	both	TRUE	TRUE	14.664313	-0.226408	10
Hes2	both	TRUE	TRUE	5.472372	-0.264909	10
Hes3	both	TRUE	TRUE	3.990504	0.178273	10
Hes5	both	TRUE	TRUE	4.322799	-0.378135	10
Hes6	both	TRUE	TRUE	5.950939	0.043098	10
Hes7	both	TRUE	TRUE	3.471449	0.123242	10
Hesx1	both	TRUE	TRUE	0.849526	0.210643	5
Hexa	both	TRUE	TRUE	0.692345	-0.334673	3
Hexb	both	TRUE	TRUE	1.792997	0.478136	8
Hey1	both	TRUE	TRUE	4.944209	0.596641	10
Hey2	both	TRUE	TRUE	2.348544	0.515724	9
Heyl	both	TRUE	TRUE	2.008187	-0.50484	9
Hgf	both	TRUE	TRUE	0.622363	-0.296516	3
Hhex	both	TRUE	TRUE	3.190219	-0.599546	10
Hhip	both	TRUE	TRUE	1.322369	0.141728	7
Hif1a	both	TRUE	TRUE	0.759906	0.385943	4
Hip1	both	TRUE	TRUE	0.493125	-0.171693	2
Hip1r	both	TRUE	TRUE	1.87921	-0.296694	9
Hipk1	both	TRUE	TRUE	0.764648	0.069989	4
Hipk2	both	TRUE	TRUE	2.250975	0.092631	9
Hltf	both	TRUE	TRUE	0.658691	-0.029084	3
Hlx	both	TRUE	TRUE	13.901152	-0.047313	10
Hmcn2	both	TRUE	TRUE	1.586526	-0.326667	8
Hmg20a	both	TRUE	TRUE	0.549782	0.043608	2
Hmg20b	both	TRUE	TRUE	2.477017	0.594328	9
Hmga1	both	TRUE	TRUE	2.135563	-0.055431	9
Hmga2	both	TRUE	TRUE	3.955057	-0.128182	10
Hmgb1	both	TRUE	TRUE	0.554648	-0.046453	2
Hmgb2	both	TRUE	TRUE	1.773417	0.983475	8
Hmgcr	both	TRUE	TRUE	1.218722	0.15812	7
Hmox1	both	TRUE	TRUE	1.69836	0.320166	8
Hmx2	both	TRUE	TRUE	8.075695	-0.364527	10
Hmx3	both	TRUE	TRUE	7.462415	-0.463504	10
Hnf1b	both	TRUE	TRUE	1.859454	-0.4689	9
Hnrnpd	external	FALSE	TRUE	0.676265	-0.166607	3
Hnrnpk	both	TRUE	TRUE	0.744548	-0.146167	4
Hnrnpm	both	TRUE	TRUE	0.337754	-0.313377	1
Hnrnpu	both	TRUE	TRUE	0.676528	-0.255516	3
Hoatz	both	TRUE	TRUE	0.999196	0.247102	6
Homer1	both	TRUE	TRUE	0.964342	0.653191	5
Homer2	both	TRUE	TRUE	2.298783	0.198753	9
Homer3	both	TRUE	TRUE	1.007849	-0.310697	6
Hook3	both	TRUE	TRUE	0.409274	-0.253689	1
Hormad1	both	TRUE	TRUE	0.24452	0.038053	1
Hottip	both	TRUE	TRUE	12.398563	-0.307351	10
Hoxa1	both	TRUE	TRUE	6.298842	-0.780578	10
Hoxa2	both	TRUE	TRUE	8.878413	-0.460224	10
Hoxa3	both	TRUE	TRUE	8.706544	-0.44784	10
Hoxb1	both	TRUE	TRUE	3.838791	-0.922991	10
Hoxb2	both	TRUE	TRUE	5.019834	-0.79411	10
Hoxb3	both	TRUE	TRUE	4.616617	-0.748781	10
Hoxb8	both	TRUE	TRUE	5.187627	-0.433292	10
Hoxc10	both	TRUE	TRUE	8.482383	-0.161572	10
Hoxc8	both	TRUE	TRUE	8.702373	-0.047281	10
Hoxd1	both	TRUE	TRUE	7.016596	-0.540966	10
Hoxd10	both	TRUE	TRUE	9.29651	-0.355971	10
Hoxd3	both	TRUE	TRUE	8.923919	-0.436179	10
Hoxd9	both	TRUE	TRUE	11.99116	-0.337103	10
Hpca	both	TRUE	TRUE	2.052671	-0.144536	9
Hpn	both	TRUE	TRUE	1.129969	-0.235824	6
Hprt1	both	TRUE	TRUE	0.416121	0.07993	1
Hras	both	TRUE	TRUE	1.262932	-0.310413	7
Hrh1	both	TRUE	TRUE	1.462685	-0.176433	8
Hrh2	both	TRUE	TRUE	1.793068	0.031394	8
Hrh3	both	TRUE	TRUE	5.22178	-0.146397	10
Hrh4	both	TRUE	TRUE	1.0126	0.071021	6
Hrk	both	TRUE	TRUE	1.75735	-0.422598	8
Hs6st1	both	TRUE	TRUE	1.793161	0.012772	8
Hsbp1	both	TRUE	TRUE	0.701475	0.311665	4
Hsd17b7	both	TRUE	TRUE	1.43647	0.516697	8
Hsd3b1	derived	TRUE	FALSE	0.639851	-0.337085	3
Hsd3b2	derived	TRUE	FALSE	0.451288	-0.437017	1
Hsd3b3	derived	TRUE	FALSE	NA	NA	NA
Hsd3b4	derived	TRUE	FALSE	0.924107	-0.414604	5
Hsd3b5	derived	TRUE	FALSE	0.54275	-0.559994	2
Hsd3b6	derived	TRUE	FALSE	0.697529	-0.643402	4
Hsd3b9	derived	TRUE	FALSE	NA	NA	NA
Hsp90aa1	both	TRUE	TRUE	0.87598	0.109472	5
Hsp90ab1	both	TRUE	TRUE	1.146009	-0.434086	6
Hspa2	both	TRUE	TRUE	6.741689	0.295773	10
Hspa4	both	TRUE	TRUE	0.296399	-0.199474	1
Hspa5	both	TRUE	TRUE	0.844639	-0.014759	5
Hspa8	both	TRUE	TRUE	1.168712	-0.255521	7
Hspb1	both	TRUE	TRUE	5.384886	-0.551376	10
Hspd1	both	TRUE	TRUE	0.788143	0.299875	4
Hspg2	both	TRUE	TRUE	2.331918	-0.156663	9
Hsph1	both	TRUE	TRUE	0.788685	0.060904	4
Htr1a	both	TRUE	TRUE	4.477985	-0.030469	10
Htr1b	both	TRUE	TRUE	4.127327	0.015143	10
Htr1d	both	TRUE	TRUE	1.188564	-0.327275	7
Htr1f	both	TRUE	TRUE	0.576308	-0.2899	3
Htr2a	both	TRUE	TRUE	1.224667	-0.141379	7
Htr2b	both	TRUE	TRUE	0.484549	-0.503574	2
Htr2c	both	TRUE	TRUE	0.329441	-0.108102	1
Htr3a	both	TRUE	TRUE	1.487727	0.068843	8
Htr3b	both	TRUE	TRUE	0.815502	-0.337452	4
Htr4	both	TRUE	TRUE	0.601338	-0.29852	3
Htr5a	both	TRUE	TRUE	1.483579	0.560594	8
Htr5b	both	TRUE	TRUE	0.846169	0.024353	5
Htr6	both	TRUE	TRUE	1.738728	-0.243673	8
Htr7	both	TRUE	TRUE	0.45961	-0.286718	2
Htra2	both	TRUE	TRUE	2.387081	0.526216	9
Htt	both	TRUE	TRUE	0.507575	-0.360848	2
Hycc1	both	TRUE	TRUE	0.64585	0.007476	3
Hydin	both	TRUE	TRUE	1.046	0.312092	6
Hyou1	both	TRUE	TRUE	0.871522	-0.069712	5
Iapp	both	TRUE	TRUE	0.862506	-0.683931	5
Ica1	both	TRUE	TRUE	1.315113	0.088429	7
Icam5	both	TRUE	TRUE	5.000238	-0.000768	10
Icmt	both	TRUE	TRUE	2.137246	0.073616	9
Id1	both	TRUE	TRUE	7.347198	0.256942	10
Id2	both	TRUE	TRUE	8.032259	0.467613	10
Id3	both	TRUE	TRUE	10.643238	-0.456121	10
Id4	both	TRUE	TRUE	6.190235	-0.136492	10
Idh2	both	TRUE	TRUE	0.958087	-0.081742	5
Idua	both	TRUE	TRUE	1.145524	0.156719	6
Ier2	both	TRUE	TRUE	3.664081	0.196404	10
Ier3ip1	both	TRUE	TRUE	0.44929	0.212319	1
Ifnb1	both	TRUE	TRUE	1.877227	-0.008564	9
Ifng	both	TRUE	TRUE	1.15628	-0.247105	6
Ifngr1	both	TRUE	TRUE	1.490274	0.307887	8
Ifrd1	both	TRUE	TRUE	1.487155	0.513807	8
Ift122	both	TRUE	TRUE	1.716306	0.490045	8
Ift140	both	TRUE	TRUE	0.640542	-0.22132	3
Ift172	both	TRUE	TRUE	0.587955	-0.18367	3
Ift20	both	TRUE	TRUE	0.625354	0.307354	3
Ift27	both	TRUE	TRUE	1.283576	0.06997	7
Ift46	both	TRUE	TRUE	0.361946	-0.055785	1
Ift52	both	TRUE	TRUE	0.342194	-0.113177	1
Ift56	both	TRUE	TRUE	0.452563	0.213373	1
Ift57	both	TRUE	TRUE	1.540235	1.009481	8
Ift80	external	FALSE	TRUE	0.445297	-0.018743	1
Ift88	both	TRUE	TRUE	0.720949	0.285111	4
Igdcc3	both	TRUE	TRUE	1.74665	-0.188394	8
Igf1	both	TRUE	TRUE	1.099105	-0.303729	6
Igf1r	both	TRUE	TRUE	1.479081	-0.06003	8
Igf2	both	TRUE	TRUE	3.403169	-0.421234	10
Igf2bp1	both	TRUE	TRUE	1.539792	-0.328549	8
Igf2bp2	both	TRUE	TRUE	1.092013	-0.127577	6
Igf2bp3	both	TRUE	TRUE	1.305672	-0.098405	7
Igfals	both	TRUE	TRUE	0.546365	-0.143615	2
Ighmbp2	both	TRUE	TRUE	0.42543	-0.239232	1
Igsf10	both	TRUE	TRUE	1.372422	0.742154	7
Igsf11	both	TRUE	TRUE	1.798761	0.30004	8
Igsf21	both	TRUE	TRUE	1.817807	-0.325151	8
Igsf8	external	FALSE	TRUE	2.012218	0.372241	9
Igsf9	both	TRUE	TRUE	4.057937	0.146824	10
Igsf9b	both	TRUE	TRUE	1.700445	-0.172216	8
Ihh	both	TRUE	TRUE	7.359121	-0.352028	10
Ikbkb	both	TRUE	TRUE	0.721388	-0.21564	4
Ikzf1	both	TRUE	TRUE	0.888248	-0.354658	5
Il10	both	TRUE	TRUE	4.998585	0.339633	10
Il10ra	both	TRUE	TRUE	2.204541	0.43702	9
Il12a	both	TRUE	TRUE	2.762691	0.32069	10
Il15ra	both	TRUE	TRUE	1.25016	-0.311286	7
Il18	both	TRUE	TRUE	0.509559	-0.28859	2
Il1b	both	TRUE	TRUE	1.403636	-0.483199	7
Il1r1	both	TRUE	TRUE	1.331767	-0.077702	7
Il1rap	both	TRUE	TRUE	0.819124	0.08135	4
Il1rapl1	both	TRUE	TRUE	0.443164	0.089699	1
Il1rapl2	both	TRUE	TRUE	NA	NA	NA
Il1rn	both	TRUE	TRUE	0.653346	-0.237173	3
Il2	both	TRUE	TRUE	0.929248	-0.466823	5
Il27ra	both	TRUE	TRUE	1.621141	-0.070398	8
Il33	both	TRUE	TRUE	1.023919	-0.11931	6
Il34	both	TRUE	TRUE	0.719201	-0.04189	4
Il4	both	TRUE	TRUE	0.655126	-0.3468	3
Il6	both	TRUE	TRUE	1.926556	0.442284	9
Il6st	both	TRUE	TRUE	1.208308	0.070642	7
Ilk	both	TRUE	TRUE	0.875221	0.446215	5
Immp2l	both	TRUE	TRUE	1.090528	0.248777	6
Immt	both	TRUE	TRUE	0.408727	-0.28118	1
Impact	both	TRUE	TRUE	0.645346	-0.029402	3
Impg1	both	TRUE	TRUE	0.640359	-0.11187	3
Impg2	both	TRUE	TRUE	0.854308	-0.25335	5
Ina	both	TRUE	TRUE	1.654362	-0.322732	8
Inhba	both	TRUE	TRUE	3.030104	0.566555	10
Inhbb	external	FALSE	TRUE	7.530072	-0.160602	10
Inka1	both	TRUE	TRUE	5.419994	-0.056262	10
Inpp4a	external	FALSE	TRUE	1.595527	0.167807	8
