gene	source	is_derived	is_external	k119ub_ctrl_signal	k119ub_log2fc	k119ub_decile
Or13f5	both	TRUE	TRUE	0.581302	0.13932	3
Or13g1	both	TRUE	TRUE	NA	NA	NA
Or13j1	both	TRUE	TRUE	2.675911	0.46928	10
Or13l2	both	TRUE	TRUE	1.006867	-0.539029	6
Or13n4	both	TRUE	TRUE	NA	NA	NA
Or13p10	both	TRUE	TRUE	0.708883	-0.233124	4
Or13p3	both	TRUE	TRUE	0.980873	-0.73597	6
Or13p4	both	TRUE	TRUE	0.564973	0.061761	2
Or13p5	both	TRUE	TRUE	0.659573	-0.163389	3
Or13p8	both	TRUE	TRUE	0.81346	-0.751943	4
Or14a256	both	TRUE	TRUE	0.619913	-0.749098	3
Or14a257	both	TRUE	TRUE	NA	NA	NA
Or14a258	both	TRUE	TRUE	0.400654	-0.1785	1
Or14a259	both	TRUE	TRUE	0.404922	0.015926	1
Or14a260	both	TRUE	TRUE	0.281114	0.553405	1
Or14c39	both	TRUE	TRUE	NA	NA	NA
Or14c40	both	TRUE	TRUE	0.406499	0.001439	1
Or14c41	both	TRUE	TRUE	0.534011	-0.247385	2
Or14c43	both	TRUE	TRUE	0.637661	-0.827472	3
Or14c44	both	TRUE	TRUE	NA	NA	NA
Or14c45	both	TRUE	TRUE	0.324941	0.200785	1
Or14c46	both	TRUE	TRUE	0.490062	-0.575673	2
Or14j1	both	TRUE	TRUE	0.321199	0.062794	1
Or14j10	both	TRUE	TRUE	NA	NA	NA
Or14j2	both	TRUE	TRUE	NA	NA	NA
Or14j3	both	TRUE	TRUE	NA	NA	NA
Or14j4	both	TRUE	TRUE	NA	NA	NA
Or14j5	both	TRUE	TRUE	0.285547	0.101761	1
Or14j6	both	TRUE	TRUE	NA	NA	NA
Or14j7	both	TRUE	TRUE	NA	NA	NA
Or14j8	both	TRUE	TRUE	0.317422	0.020239	1
Or14j9	both	TRUE	TRUE	NA	NA	NA
Or1a1	both	TRUE	TRUE	0.473981	-0.393266	2
Or1a1b	both	TRUE	TRUE	0.470151	-0.495948	2
Or1aa2	both	TRUE	TRUE	5.477561	0.81274	10
Or1ab2	both	TRUE	TRUE	NA	NA	NA
Or1ad1	both	TRUE	TRUE	1.07532	-0.379344	6
Or1ad6	both	TRUE	TRUE	0.600409	0.180722	3
Or1ad8	both	TRUE	TRUE	0.773369	0.023973	4
Or1af1	both	TRUE	TRUE	0.336935	-0.295585	1
Or1ak2	both	TRUE	TRUE	0.609884	0.04992	3
Or1b1	both	TRUE	TRUE	0.527075	-0.312057	2
Or1d2	both	TRUE	TRUE	1.471214	-0.846564	8
Or1e1	both	TRUE	TRUE	0.549211	-0.298634	2
Or1e16	both	TRUE	TRUE	NA	NA	NA
Or1e17	both	TRUE	TRUE	0.253653	0.142503	1
Or1e19	both	TRUE	TRUE	NA	NA	NA
Or1e1c	both	TRUE	TRUE	0.643055	-0.612457	3
Or1e1f	both	TRUE	TRUE	0.573366	-0.801009	2
Or1e21	both	TRUE	TRUE	0.591303	0.120729	3
Or1e22	both	TRUE	TRUE	0.334808	-0.322745	1
Or1e23	both	TRUE	TRUE	0.522599	-0.371575	2
Or1e25	both	TRUE	TRUE	0.409026	-0.134955	1
Or1e26	both	TRUE	TRUE	NA	NA	NA
Or1e29	both	TRUE	TRUE	0.392318	-0.46673	1
Or1e30	both	TRUE	TRUE	NA	NA	NA
Or1e32	both	TRUE	TRUE	NA	NA	NA
Or1e33	both	TRUE	TRUE	0.579281	-0.309501	3
Or1e34	both	TRUE	TRUE	0.598151	-0.518792	3
Or1e35	both	TRUE	TRUE	NA	NA	NA
Or1f12	both	TRUE	TRUE	0.865889	0.246741	5
Or1f19	both	TRUE	TRUE	0.315093	0.137771	1
Or1i2	both	TRUE	TRUE	0.785493	-0.283932	4
Or1j1	both	TRUE	TRUE	0.803158	-0.926018	4
Or1j10	both	TRUE	TRUE	0.559055	-0.390095	2
Or1j11	both	TRUE	TRUE	0.582392	-0.429289	3
Or1j12	both	TRUE	TRUE	0.637409	-0.54344	3
Or1j13	both	TRUE	TRUE	0.884761	-1.29835	5
Or1j14	both	TRUE	TRUE	NA	NA	NA
Or1j15	both	TRUE	TRUE	0.476944	-0.519742	2
Or1j16	both	TRUE	TRUE	0.6836	-0.88823	3
Or1j17	both	TRUE	TRUE	0.544613	-0.475539	2
Or1j18	both	TRUE	TRUE	0.79241	-0.546679	4
Or1j19	both	TRUE	TRUE	0.452144	0.175069	1
Or1j20	both	TRUE	TRUE	0.487268	-0.091265	2
Or1j21	both	TRUE	TRUE	0.477943	-0.406584	2
Or1j4	both	TRUE	TRUE	0.450602	-0.285006	1
Or1j8	both	TRUE	TRUE	NA	NA	NA
Or1l4	both	TRUE	TRUE	0.498584	-0.289907	2
Or1l8	both	TRUE	TRUE	0.677446	-0.499694	3
Or1m1	both	TRUE	TRUE	0.512813	-0.348147	2
Or1n1	both	TRUE	TRUE	0.440217	0.164648	1
Or1n1b	both	TRUE	TRUE	0.644487	-0.199563	3
Or1n2	both	TRUE	TRUE	0.620115	-0.277139	3
Or1o1	both	TRUE	TRUE	0.372737	-0.371146	1
Or1o11	both	TRUE	TRUE	NA	NA	NA
Or1o2	both	TRUE	TRUE	0.683636	-0.394511	3
Or1o3	both	TRUE	TRUE	0.84302	-0.673848	5
Or1o4	both	TRUE	TRUE	0.764504	-0.856504	4
Or1p1	both	TRUE	TRUE	0.663528	-0.609065	3
Or1q1	both	TRUE	TRUE	0.583324	0.527049	3
Or1r1	both	TRUE	TRUE	NA	NA	NA
Or1s2	both	TRUE	TRUE	0.507847	-0.304516	2
Or1x2	both	TRUE	TRUE	2.040926	0.210266	9
Or2a12	both	TRUE	TRUE	0.989415	-0.214787	6
Or2a14	both	TRUE	TRUE	2.506363	-0.213836	9
Or2a20	both	TRUE	TRUE	1.573144	-0.456748	8
Or2a25	both	TRUE	TRUE	1.048001	-0.291505	6
Or2a5	both	TRUE	TRUE	1.347588	-0.876214	7
Or2a51	both	TRUE	TRUE	1.447325	-0.368614	8
Or2a52	both	TRUE	TRUE	3.664094	1.219683	10
Or2a54	both	TRUE	TRUE	0.948309	0.025644	5
Or2a56	both	TRUE	TRUE	2.058067	0.267964	9
Or2a57	both	TRUE	TRUE	1.763718	-0.12745	8
Or2a7	both	TRUE	TRUE	2.364189	0.129713	9
Or2aa1	both	TRUE	TRUE	1.334662	-0.116125	7
Or2ab1	both	TRUE	TRUE	0.850009	-0.78773	5
Or2ad1	both	TRUE	TRUE	1.59824	0.233005	8
Or2ag1	both	TRUE	TRUE	0.550478	-0.427762	2
Or2ag12	both	TRUE	TRUE	NA	NA	NA
Or2ag13	both	TRUE	TRUE	NA	NA	NA
Or2ag15	both	TRUE	TRUE	0.462555	-0.256397	2
Or2ag16	both	TRUE	TRUE	0.247222	0.167195	1
Or2ag17	both	TRUE	TRUE	NA	NA	NA
Or2ag18	both	TRUE	TRUE	0.413623	-0.127197	1
Or2ag19	both	TRUE	TRUE	NA	NA	NA
Or2ag1b	both	TRUE	TRUE	NA	NA	NA
Or2ag2	both	TRUE	TRUE	NA	NA	NA
Or2ag20	both	TRUE	TRUE	NA	NA	NA
Or2ag2b	both	TRUE	TRUE	NA	NA	NA
Or2ah1	both	TRUE	TRUE	0.759215	-0.85842	4
Or2aj4	both	TRUE	TRUE	0.290621	-0.135658	1
Or2aj5	both	TRUE	TRUE	0.572321	-0.306209	2
Or2aj6	both	TRUE	TRUE	0.609389	-0.440658	3
Or2ak4	both	TRUE	TRUE	0.999654	-0.37031	6
Or2ak5	both	TRUE	TRUE	0.853416	-0.60977	5
Or2ak6	both	TRUE	TRUE	1.073757	-0.984955	6
Or2ak7	both	TRUE	TRUE	0.720727	-0.131255	4
Or2at1	both	TRUE	TRUE	1.00188	-0.740794	6
Or2at4	both	TRUE	TRUE	1.429069	-0.474676	7
Or2av9	both	TRUE	TRUE	0.714274	-0.545196	4
Or2b11	both	TRUE	TRUE	1.475868	0.32792	8
Or2b2	both	TRUE	TRUE	1.624778	-0.184813	8
Or2b28	both	TRUE	TRUE	1.383187	-0.196329	7
Or2b2b	both	TRUE	TRUE	1.20148	0.065807	7
Or2b4	both	TRUE	TRUE	0.326346	-0.001133	1
Or2b6	both	TRUE	TRUE	0.941436	-0.601999	5
Or2b7	both	TRUE	TRUE	0.844455	0.260161	5
Or2bd2	both	TRUE	TRUE	1.348685	-0.26762	7
Or2c1	both	TRUE	TRUE	1.585008	-0.196019	8
Or2d2	both	TRUE	TRUE	0.663711	-0.483082	3
Or2d2b	both	TRUE	TRUE	0.759744	-0.859444	4
Or2d3	both	TRUE	TRUE	NA	NA	NA
Or2d36	both	TRUE	TRUE	0.361207	0.486952	1
Or2d3b	both	TRUE	TRUE	NA	NA	NA
Or2d3c	both	TRUE	TRUE	NA	NA	NA
Or2d4	both	TRUE	TRUE	NA	NA	NA
Or2f1	both	TRUE	TRUE	1.301268	-0.692785	7
Or2f1b	both	TRUE	TRUE	0.825836	-0.160199	5
Or2f2	both	TRUE	TRUE	1.541378	-0.347972	8
Or2g1	both	TRUE	TRUE	NA	NA	NA
Or2g25	both	TRUE	TRUE	NA	NA	NA
Or2g7	both	TRUE	TRUE	0.647364	-0.961188	3
Or2h1	both	TRUE	TRUE	1.344465	-0.355494	7
Or2h15	both	TRUE	TRUE	0.268254	0.171299	1
Or2h1b	both	TRUE	TRUE	0.651742	-0.299358	3
Or2h2	both	TRUE	TRUE	1.695641	-0.395586	8
Or2h2b-ps1	derived	TRUE	FALSE	NA	NA	NA
Or2h2c	both	TRUE	TRUE	0.940498	-1.058782	5
Or2i1	both	TRUE	TRUE	2.465075	-0.39145	9
Or2j3	both	TRUE	TRUE	0.245382	0.115053	1
Or2j6	both	TRUE	TRUE	0.653878	-0.495197	3
Or2k2	both	TRUE	TRUE	1.219619	-0.244304	7
Or2l13	both	TRUE	TRUE	0.484139	-0.574211	2
Or2l13b	both	TRUE	TRUE	0.766094	-0.491425	4
Or2l5	both	TRUE	TRUE	0.340761	-0.283813	1
Or2m12	both	TRUE	TRUE	0.701354	-0.338482	4
Or2m13	both	TRUE	TRUE	0.366577	-0.15441	1
Or2n1	both	TRUE	TRUE	0.441528	-0.468484	1
Or2n1b	both	TRUE	TRUE	0.46961	-0.552543	2
Or2n1c	both	TRUE	TRUE	NA	NA	NA
Or2n1d	both	TRUE	TRUE	NA	NA	NA
Or2n1e	both	TRUE	TRUE	NA	NA	NA
Or2o1	both	TRUE	TRUE	0.76401	-0.324727	4
Or2p2	both	TRUE	TRUE	1.105042	0.055997	6
Or2q1	both	TRUE	TRUE	1.288684	-0.379085	7
Or2r11	both	TRUE	TRUE	1.190783	0.072009	7
Or2r2	both	TRUE	TRUE	0.785936	0.283842	4
Or2r3	both	TRUE	TRUE	1.206155	-0.456216	7
Or2t1	both	TRUE	TRUE	1.480058	0.45441	8
Or2t26	both	TRUE	TRUE	0.8175	-0.115142	4
Or2t29	both	TRUE	TRUE	0.962571	-1.148965	5
Or2t35	both	TRUE	TRUE	NA	NA	NA
Or2t43	both	TRUE	TRUE	0.753193	-0.662734	4
Or2t44	both	TRUE	TRUE	0.82805	-0.231599	5
Or2t45	both	TRUE	TRUE	0.473898	-0.014437	2
Or2t46	both	TRUE	TRUE	1.334284	-0.741808	7
Or2t47	both	TRUE	TRUE	0.86903	-0.988213	5
Or2t48	both	TRUE	TRUE	0.604267	-0.43866	3
Or2t49	both	TRUE	TRUE	1.005892	-0.566557	6
Or2t6	both	TRUE	TRUE	1.613438	-0.240335	8
Or2v1	both	TRUE	TRUE	NA	NA	NA
Or2v2	both	TRUE	TRUE	0.964488	-0.389051	5
Or2w1	both	TRUE	TRUE	1.340764	-0.144894	7
Or2w1b	both	TRUE	TRUE	NA	NA	NA
Or2w2	both	TRUE	TRUE	1.136939	-0.676533	6
Or2w25	both	TRUE	TRUE	1.368095	0.066837	7
Or2w3	both	TRUE	TRUE	0.586951	-0.652337	3
Or2w3b	both	TRUE	TRUE	1.636855	-0.44502	8
Or2w4	both	TRUE	TRUE	0.948374	-0.584897	5
Or2w6	both	TRUE	TRUE	1.173724	-0.809588	7
Or2y1	both	TRUE	TRUE	0.38864	-0.131378	1
Or2y10	both	TRUE	TRUE	1.008102	-0.741286	6
Or2y11	both	TRUE	TRUE	0.748478	-0.410527	4
Or2y12	both	TRUE	TRUE	0.680753	-0.544071	3
Or2y13	both	TRUE	TRUE	0.711809	-0.328228	4
Or2y14	both	TRUE	TRUE	0.662273	-0.602147	3
Or2y15	both	TRUE	TRUE	0.608333	-0.426102	3
Or2y16	both	TRUE	TRUE	0.635497	-0.358431	3
Or2y17	both	TRUE	TRUE	0.388256	-0.01808	1
Or2y1b	both	TRUE	TRUE	0.971489	-1.225882	5
Or2y1c	both	TRUE	TRUE	0.649459	-0.479616	3
Or2y1d	both	TRUE	TRUE	0.918539	-0.603635	5
Or2y1e	both	TRUE	TRUE	0.945544	-0.914165	5
Or2y1f	both	TRUE	TRUE	0.959219	-0.293607	5
Or2y1g	both	TRUE	TRUE	0.973982	-0.289912	5
Or2y3	both	TRUE	TRUE	NA	NA	NA
Or2y6	both	TRUE	TRUE	1.713261	-1.019054	8
Or2y8	both	TRUE	TRUE	0.878429	-0.394259	5
Or2z2	both	TRUE	TRUE	1.067627	-0.989355	6
Or2z8	both	TRUE	TRUE	0.785121	-0.360367	4
Or2z9	both	TRUE	TRUE	0.968728	-0.751936	5
Or3a1	both	TRUE	TRUE	0.841065	-0.571216	5
Or3a10	both	TRUE	TRUE	0.553254	-0.481489	2
Or3a1b	both	TRUE	TRUE	0.467147	-0.308012	2
Or3a1c	both	TRUE	TRUE	NA	NA	NA
Or3a1d	both	TRUE	TRUE	1.065017	-0.767005	6
Or3a4	both	TRUE	TRUE	0.847562	-0.929322	5
Or4a15	both	TRUE	TRUE	0.608979	-0.614394	3
Or4a2	both	TRUE	TRUE	0.519417	-0.109795	2
Or4a27	both	TRUE	TRUE	0.686841	-0.782609	3
Or4a39	both	TRUE	TRUE	0.305021	0.513791	1
Or4a47	both	TRUE	TRUE	0.962668	-0.281654	5
Or4a66	both	TRUE	TRUE	0.571915	-0.643742	2
Or4a67	both	TRUE	TRUE	0.581654	-0.15327	3
Or4a68	both	TRUE	TRUE	0.696187	-0.840331	4
Or4a69	both	TRUE	TRUE	NA	NA	NA
Or4a70	both	TRUE	TRUE	0.840074	-0.844289	5
Or4a71	both	TRUE	TRUE	0.500741	-0.679533	2
Or4a72	both	TRUE	TRUE	0.517229	-0.171132	2
Or4a73	both	TRUE	TRUE	0.521651	-0.576336	2
Or4a74	both	TRUE	TRUE	0.684286	-0.764377	3
Or4a75	both	TRUE	TRUE	0.606609	-0.886946	3
Or4a76	both	TRUE	TRUE	0.46598	-0.176576	2
Or4a77	both	TRUE	TRUE	0.721205	-0.343831	4
Or4a78	both	TRUE	TRUE	0.542139	-0.123465	2
Or4a79	both	TRUE	TRUE	0.527659	-0.599794	2
Or4a81	both	TRUE	TRUE	0.814974	-1.048778	4
Or4b1	both	TRUE	TRUE	0.518605	0.080365	2
Or4b12	both	TRUE	TRUE	0.933764	-0.989704	5
Or4b13	both	TRUE	TRUE	0.455866	-0.462529	2
Or4b1b	both	TRUE	TRUE	0.746548	-0.434108	4
Or4b1c	both	TRUE	TRUE	NA	NA	NA
Or4b1d	both	TRUE	TRUE	0.429466	-0.392839	1
Or4c1	both	TRUE	TRUE	NA	NA	NA
Or4c10	both	TRUE	TRUE	0.461725	0.048264	2
Or4c100	both	TRUE	TRUE	NA	NA	NA
Or4c101	both	TRUE	TRUE	0.56906	-0.677203	2
Or4c102	both	TRUE	TRUE	0.646186	-0.883115	3
Or4c103	both	TRUE	TRUE	0.810855	-1.131876	4
Or4c104	both	TRUE	TRUE	0.406673	-0.456812	1
Or4c105	both	TRUE	TRUE	NA	NA	NA
Or4c106	both	TRUE	TRUE	0.835962	-1.067301	5
Or4c107	both	TRUE	TRUE	0.740475	-1.069583	4
Or4c108	both	TRUE	TRUE	NA	NA	NA
Or4c109	both	TRUE	TRUE	0.678045	-0.574697	3
Or4c10b	both	TRUE	TRUE	0.677468	-0.929688	3
Or4c11	both	TRUE	TRUE	0.856044	-0.827331	5
Or4c110	both	TRUE	TRUE	0.432359	-0.528514	1
Or4c111	both	TRUE	TRUE	0.847762	-0.714221	5
Or4c112	both	TRUE	TRUE	0.466403	-0.141008	2
Or4c113	both	TRUE	TRUE	0.473301	-0.349457	2
Or4c114	both	TRUE	TRUE	0.557503	-0.648929	2
Or4c115	both	TRUE	TRUE	NA	NA	NA
Or4c116	both	TRUE	TRUE	0.913397	-0.764917	5
Or4c117	both	TRUE	TRUE	0.712409	-0.692875	4
Or4c118	both	TRUE	TRUE	NA	NA	NA
Or4c11b	both	TRUE	TRUE	0.688728	-0.990757	3
Or4c11c	both	TRUE	TRUE	0.256608	-0.041415	1
Or4c12	both	TRUE	TRUE	0.803194	-0.863455	4
Or4c120	both	TRUE	TRUE	0.647028	-0.422748	3
Or4c121	both	TRUE	TRUE	0.569912	-0.323755	2
Or4c122	both	TRUE	TRUE	0.476634	-0.514577	2
Or4c123	both	TRUE	TRUE	0.610675	-0.609427	3
Or4c124	both	TRUE	TRUE	0.518349	-0.112586	2
Or4c125	both	TRUE	TRUE	NA	NA	NA
Or4c126	both	TRUE	TRUE	0.695277	-0.850278	4
Or4c127	both	TRUE	TRUE	0.649072	-0.476402	3
Or4c12b	both	TRUE	TRUE	0.716696	-0.765983	4
Or4c15	both	TRUE	TRUE	NA	NA	NA
Or4c15b	both	TRUE	TRUE	NA	NA	NA
Or4c29	both	TRUE	TRUE	0.762631	-0.584293	4
Or4c3	both	TRUE	TRUE	0.830286	-1.004994	5
Or4c31	both	TRUE	TRUE	0.538155	0.113579	2
Or4c35	both	TRUE	TRUE	0.482184	-0.026062	2
Or4c3d	both	TRUE	TRUE	0.802899	-0.611402	4
Or4c52	both	TRUE	TRUE	0.495044	-0.276272	2
Or4c58	both	TRUE	TRUE	0.648706	-0.562995	3
Or4d1	both	TRUE	TRUE	1.010916	-0.467374	6
Or4d10	both	TRUE	TRUE	0.644358	-0.091305	3
Or4d10b	both	TRUE	TRUE	0.514581	-0.231761	2
Or4d10c	both	TRUE	TRUE	NA	NA	NA
Or4d11	both	TRUE	TRUE	0.618521	0.099953	3
Or4d2	both	TRUE	TRUE	1.033691	-0.839492	6
Or4d2b	both	TRUE	TRUE	0.966635	-0.915167	5
Or4d5	both	TRUE	TRUE	0.346254	0.287989	1
Or4d6	both	TRUE	TRUE	0.391995	-0.451371	1
Or4e1	both	TRUE	TRUE	0.440751	-0.397096	1
Or4e2	both	TRUE	TRUE	0.562827	-0.155506	2
Or4e5	both	TRUE	TRUE	NA	NA	NA
Or4f14	both	TRUE	TRUE	0.821749	-0.789981	4
Or4f14b	both	TRUE	TRUE	0.576858	-0.287507	3
Or4f14d	both	TRUE	TRUE	0.78082	-0.194782	4
Or4f15	both	TRUE	TRUE	0.674712	-0.481637	3
Or4f17	external	FALSE	TRUE	NA	NA	NA
Or4f17-ps1	derived	TRUE	FALSE	NA	NA	NA
Or4f47	both	TRUE	TRUE	0.76301	-0.430879	4
Or4f4b	both	TRUE	TRUE	NA	NA	NA
Or4f52	both	TRUE	TRUE	0.624306	-0.84363	3
Or4f53	both	TRUE	TRUE	0.767947	-0.507653	4
Or4f54	both	TRUE	TRUE	0.738928	-0.624528	4
Or4f56	both	TRUE	TRUE	NA	NA	NA
Or4f57	both	TRUE	TRUE	0.92589	-0.363109	5
Or4f58	both	TRUE	TRUE	0.819197	-0.621247	4
Or4f59	both	TRUE	TRUE	0.624224	-0.227395	3
Or4f6	both	TRUE	TRUE	0.548969	0.164555	2
Or4f60	both	TRUE	TRUE	0.977841	-1.102017	5
Or4f61	both	TRUE	TRUE	0.553669	-0.290677	2
Or4f62	both	TRUE	TRUE	0.746598	-0.204064	4
Or4f7	both	TRUE	TRUE	0.407497	0.03789	1
Or4g16	both	TRUE	TRUE	0.879448	-0.48278	5
Or4g17	both	TRUE	TRUE	0.555686	-0.339624	2
Or4g7	both	TRUE	TRUE	0.63512	-0.83638	3
Or4k1	both	TRUE	TRUE	0.926349	-0.937198	5
Or4k15	both	TRUE	TRUE	0.845036	-0.729994	5
Or4k15b	both	TRUE	TRUE	0.823333	-0.232948	5
Or4k15c	both	TRUE	TRUE	0.63008	-0.024035	3
Or4k2	both	TRUE	TRUE	0.602577	-0.443303	3
Or4k35	both	TRUE	TRUE	0.744532	-0.794876	4
Or4k36	both	TRUE	TRUE	NA	NA	NA
Or4k37	both	TRUE	TRUE	0.681258	-0.230215	3
Or4k38	both	TRUE	TRUE	0.90988	-0.39709	5
Or4k39	external	FALSE	TRUE	0.775114	-0.442539	4
Or4k40	both	TRUE	TRUE	0.853121	-1.220214	5
Or4k41	both	TRUE	TRUE	0.763047	-0.685265	4
Or4k42	both	TRUE	TRUE	0.336321	-0.271181	1
Or4k44	both	TRUE	TRUE	0.557256	-0.609641	2
Or4k45	both	TRUE	TRUE	0.564739	-0.727468	2
Or4k47	both	TRUE	TRUE	0.619012	-0.566622	3
Or4k48	both	TRUE	TRUE	0.46983	-0.143492	2
Or4k49	both	TRUE	TRUE	0.463038	-0.628341	2
Or4k5	both	TRUE	TRUE	0.593122	0.011858	3
Or4k51	both	TRUE	TRUE	0.615663	-0.562934	3
Or4k52	both	TRUE	TRUE	0.496693	-0.204333	2
Or4k6	both	TRUE	TRUE	0.750581	-0.332276	4
Or4k77	both	TRUE	TRUE	0.595019	-0.61231	3
Or4l1	both	TRUE	TRUE	0.743961	-0.341661	4
Or4l15	both	TRUE	TRUE	0.660383	0.291346	3
Or4m1	both	TRUE	TRUE	0.66584	-0.902207	3
Or4n4	both	TRUE	TRUE	NA	NA	NA
Or4n4b	both	TRUE	TRUE	0.5658	-0.374438	2
Or4n5	both	TRUE	TRUE	0.785774	-0.102076	4
Or4p18	both	TRUE	TRUE	NA	NA	NA
Or4p19	both	TRUE	TRUE	0.552575	0.035263	2
Or4p20	both	TRUE	TRUE	0.689199	-0.329263	3
Or4p22	both	TRUE	TRUE	0.611098	-0.490685	3
Or4p23	both	TRUE	TRUE	0.687775	-1.020389	3
Or4p7	both	TRUE	TRUE	0.663765	-0.20774	3
Or4p8	both	TRUE	TRUE	NA	NA	NA
Or4q3	both	TRUE	TRUE	0.717887	-0.383039	4
Or4s2b	both	TRUE	TRUE	0.435912	-0.477544	1
Or4x11	both	TRUE	TRUE	0.814489	-0.133151	4
Or4x13	both	TRUE	TRUE	0.844886	-0.390936	5
Or4x15	both	TRUE	TRUE	NA	NA	NA
Or4x6	both	TRUE	TRUE	0.886103	-0.88262	5
Or4z4	both	TRUE	TRUE	0.68545	-0.613706	3
Or51a10	both	TRUE	TRUE	0.349399	-0.169584	1
Or51a24	both	TRUE	TRUE	0.245535	0.091922	1
Or51a25	both	TRUE	TRUE	0.767774	0.036696	4
Or51a39	both	TRUE	TRUE	0.855024	0.443367	5
Or51a42	both	TRUE	TRUE	0.354987	-0.154502	1
Or51a43	both	TRUE	TRUE	0.418053	-0.009613	1
Or51a5	both	TRUE	TRUE	0.542909	-0.259789	2
Or51a6	both	TRUE	TRUE	0.816301	-0.308996	4
Or51a7	both	TRUE	TRUE	NA	NA	NA
Or51a8	both	TRUE	TRUE	0.651045	0.177259	3
Or51aa2	both	TRUE	TRUE	0.719043	-0.716041	4
Or51aa5	both	TRUE	TRUE	0.568025	-0.635749	2
Or51ab3	both	TRUE	TRUE	NA	NA	NA
Or51ac3	both	TRUE	TRUE	0.366371	-0.096621	1
Or51af1	both	TRUE	TRUE	0.26372	0.223802	1
Or51ag1	both	TRUE	TRUE	NA	NA	NA
Or51ah3	both	TRUE	TRUE	0.512001	-0.700207	2
Or51ai2	both	TRUE	TRUE	0.484746	-0.561192	2
Or51b17	both	TRUE	TRUE	NA	NA	NA
Or51b4	both	TRUE	TRUE	0.551036	-0.082492	2
Or51b6	both	TRUE	TRUE	NA	NA	NA
Or51b6b	both	TRUE	TRUE	0.58104	-0.842819	3
Or51d1	both	TRUE	TRUE	1.873342	1.047483	9
Or51e1	both	TRUE	TRUE	0.853787	0.36609	5
Or51e2	both	TRUE	TRUE	0.521335	0.235426	2
Or51f1	both	TRUE	TRUE	0.468537	0.26676	2
Or51f1d	both	TRUE	TRUE	0.591945	-0.859144	3
Or51f1e	both	TRUE	TRUE	NA	NA	NA
Or51f2	both	TRUE	TRUE	0.881937	-0.584424	5
Or51f23	both	TRUE	TRUE	1.555305	1.420001	8
Or51f23b	both	TRUE	TRUE	NA	NA	NA
Or51f5	both	TRUE	TRUE	0.817556	0.484942	4
Or51g1	both	TRUE	TRUE	NA	NA	NA
Or51g2	both	TRUE	TRUE	0.649883	-0.395317	3
Or51h1	both	TRUE	TRUE	1.158803	-0.123084	6
Or51h5	both	TRUE	TRUE	0.963378	-0.491618	5
Or51i1	both	TRUE	TRUE	0.222593	0.591595	1
Or51i2	both	TRUE	TRUE	0.385655	0.047792	1
Or51k1	both	TRUE	TRUE	0.231863	0.113889	1
Or51k2	both	TRUE	TRUE	0.553469	-0.50861	2
Or51l14	both	TRUE	TRUE	NA	NA	NA
Or51l4	both	TRUE	TRUE	0.297884	-0.052004	1
Or51m1	both	TRUE	TRUE	NA	NA	NA
Or51q1	both	TRUE	TRUE	0.451801	0.022841	1
Or51q1c	both	TRUE	TRUE	NA	NA	NA
Or51r1	both	TRUE	TRUE	0.965983	-0.463434	5
Or51s1	both	TRUE	TRUE	0.404089	0.804376	1
Or51t4	both	TRUE	TRUE	0.590545	-0.607843	3
Or51v14	both	TRUE	TRUE	NA	NA	NA
Or51v8	both	TRUE	TRUE	NA	NA	NA
Or52a20	both	TRUE	TRUE	0.434001	-0.092512	1
Or52a24	both	TRUE	TRUE	0.248964	0.145393	1
Or52a33	both	TRUE	TRUE	0.256296	0.35378	1
Or52a5	both	TRUE	TRUE	NA	NA	NA
Or52a5b	both	TRUE	TRUE	0.367651	-0.382181	1
Or52ab2	both	TRUE	TRUE	0.330227	-0.197131	1
Or52ab4	both	TRUE	TRUE	NA	NA	NA
Or52ab7	both	TRUE	TRUE	0.359919	-0.052063	1
Or52ac1	both	TRUE	TRUE	0.429997	-0.075397	1
Or52ad1	both	TRUE	TRUE	0.394866	-0.289311	1
Or52ae7	both	TRUE	TRUE	0.479781	-0.502186	2
Or52ae9	both	TRUE	TRUE	NA	NA	NA
Or52b1	both	TRUE	TRUE	0.668413	-0.09242	3
Or52b2	both	TRUE	TRUE	0.67508	-0.693545	3
Or52b3	both	TRUE	TRUE	0.810641	-0.199895	4
Or52b4	both	TRUE	TRUE	0.878146	-0.360382	5
Or52b4i	both	TRUE	TRUE	NA	NA	NA
Or52d1	both	TRUE	TRUE	0.655362	-0.783886	3
Or52d13	both	TRUE	TRUE	NA	NA	NA
Or52d3	both	TRUE	TRUE	0.568451	-0.580893	2
Or52e15	both	TRUE	TRUE	NA	NA	NA
Or52e18	both	TRUE	TRUE	0.446267	-0.571845	1
Or52e19b	both	TRUE	TRUE	0.533932	-0.39447	2
Or52e2	both	TRUE	TRUE	0.321449	0.132965	1
Or52e3	both	TRUE	TRUE	NA	NA	NA
Or52e4	both	TRUE	TRUE	NA	NA	NA
Or52e5	both	TRUE	TRUE	NA	NA	NA
Or52e7	both	TRUE	TRUE	0.564738	-0.64973	2
Or52e8	both	TRUE	TRUE	NA	NA	NA
Or52e8b	both	TRUE	TRUE	0.528551	-0.172635	2
Or52h1	both	TRUE	TRUE	0.626488	-0.522235	3
Or52h2	both	TRUE	TRUE	0.28942	-0.031289	1
Or52h7	both	TRUE	TRUE	0.528155	-0.586	2
Or52h9	both	TRUE	TRUE	0.348494	-0.131171	1
