task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
246	8e/9e9620	52138929	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 08:04:46.251	5m 15s	4m 38s	1318.0%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
248	57/ae12fb	52138931	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 08:04:46.481	7m 59s	7m 23s	808.5%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
249	7f/184a41	52138930	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 08:04:46.354	7m	6m 33s	983.6%	20.5 GB	79.9 GB	19.3 GB	7.8 GB
257	82/4df5e6	52138752	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:49:46.064	8m 15s	8m	977.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
266	5f/e001c6	52137815	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 06:54:38.498	7m	6m 41s	966.9%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
262	60/6be7b2	52138781	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:51:31.144	6m 30s	6m 5s	1267.0%	20.7 GB	80.4 GB	19.2 GB	7.8 GB
254	61/44b66c	52137910	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:02:08.347	5m 45s	4m 52s	1276.1%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
239	43/21e962	52138090	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:15:53.891	6m 44s	6m 8s	1287.8%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
258	d3/6b3032	52138849	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:58:16.054	6m 45s	5m 55s	1282.5%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
166	de/437249	52138642	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:44:16.195	6m 15s	5m 32s	1280.7%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
222	b3/2d8d68	52138436	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:36:46.110	5m 15s	4m 41s	1312.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
213	cc/2fc021	52138073	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:13:38.348	6m 45s	6m 3s	956.5%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
243	c6/2bc33e	52138117	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:18:08.504	5m 45s	5m 33s	1292.8%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
267	0d/6bcc45	52138360	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:28:53.563	5m 7s	4m 46s	1281.4%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
260	5e/dc2bcc	52138850	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:58:16.211	6m 15s	5m 28s	1281.7%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
247	14/0011ee	52138928	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 08:04:46.116	5m 45s	5m 15s	1302.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
251	64/a2e716	52138932	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 08:04:46.572	5m 14s	4m 51s	1250.6%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
256	41/3f657a	52138753	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:49:46.181	5m 15s	4m 57s	1262.3%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
216	c3/cd79cd	52138050	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:11:23.362	5m 15s	4m 25s	1316.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
265	d4/e720dd	52138887	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 08:01:31.082	5m 45s	5m	1278.0%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
215	0a/305b7a	52138076	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:13:38.538	5m 45s	4m 59s	1302.2%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
250	36/1c30fb	52138933	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 08:04:46.709	6m 59s	6m 34s	906.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
236	97/5fa802	52137985	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:09:08.345	6m 15s	5m 13s	1260.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
287	d6/e7d584	52138709	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:48:01.451	5m 14s	4m 55s	1296.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
274	4b/571ab9	52138051	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:11:23.486	6m	5m 15s	1278.8%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
275	57/10a499	52137964	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:06:53.413	5m	4m 51s	1311.6%	20.6 GB	79.7 GB	19.2 GB	7.8 GB
276	b1/fe43ce	52137965	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:06:53.644	6m 45s	6m 34s	895.9%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
238	f1/3a0f5c	52138089	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:15:53.632	5m 45s	5m 16s	1264.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
259	bc/0dcd0b	52138851	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:58:16.426	8m 30s	7m 38s	963.8%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
237	9c/cd9db4	52138088	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:15:53.430	6m 15s	5m 39s	1293.9%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
172	cf/c9de0f	52138553	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:40:31.229	7m 45s	7m 20s	948.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
7	05/5ad1ea	52136296	fastp (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-15 23:29:41.071	3h 58m 55s	3h 57m 45s	116.0%	24.3 GB	24.5 GB	559.2 GB	551.7 GB
279	05/793e0b	52138598	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:42:31.095	7m	6m 39s	941.5%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
284	3e/331e7b	52138601	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:42:31.599	5m 29s	5m 2s	1262.4%	20.5 GB	79.7 GB	19.2 GB	7.8 GB
291	c7/4c2c92	52138711	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:48:02.431	5m 13s	4m 56s	1329.0%	20.8 GB	80.5 GB	19.3 GB	7.8 GB
269	c6/824df1	52138361	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:28:53.705	5m 37s	5m 16s	1275.2%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
282	44/9c0910	52138600	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:42:31.463	6m 59s	6m 35s	990.1%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
288	18/edb878	52138496	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:38:46.076	5m 15s	4m 46s	1295.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
268	70/6b3fac	52138359	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:28:53.422	6m 52s	6m 37s	972.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
201	75/ce4a76	52138294	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:22:30.546	6m 23s	5m 19s	1259.9%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
290	5c/561f7d	52138710	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:48:02.125	6m 44s	6m 32s	925.8%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
281	67/73eec4	52138599	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:42:31.266	5m	4m 41s	1320.4%	20.5 GB	79.7 GB	19.2 GB	7.8 GB
300	ff/d65dc0	52138302	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:22:42.509	5m 41s	4m 54s	1332.5%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
292	5e/326a65	52138712	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:48:02.559	6m 43s	6m 28s	1235.2%	20.6 GB	80.3 GB	19.3 GB	7.8 GB
311	c7/ec89ed	52136917	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.580	5m 11s	4m 36s	1187.2%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
299	15/21d2da	52138301	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:22:39.829	5m 43s	4m 51s	1245.6%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
305	ba/b77562	52136931	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.325	6m 5s	5m 29s	1192.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
309	a9/4cb652	52136920	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.866	5m 25s	4m 49s	1168.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
306	0d/dce21f	52136896	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:26.338	5m 55s	5m 13s	1120.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
310	f1/09db33	52136904	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:27.872	5m 42s	4m 56s	1137.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
314	fd/5dc09b	52136921	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.965	7m 36s	6m 53s	814.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
307	41/37b1b4	52136909	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:28.754	6m 8s	5m 26s	1181.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
312	da/13676a	52136930	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.234	6m 35s	5m 57s	1184.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
325	20/dec3a0	52136902	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:27.458	5m 43s	4m 54s	1156.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
320	b7/eb2734	52136918	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.664	6m 7s	5m 30s	1146.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
301	a9/d827dc	52138799	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:53:16.162	3m 45s	2m 58s	1168.8%	19.7 GB	80.4 GB	15.2 GB	3.7 GB
317	53/0affaa	52136916	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.494	5m 11s	4m 28s	1186.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
321	fa/450aaa	52136908	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:28.647	7m 38s	6m 59s	1172.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
327	17/bf7827	52136900	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:26.929	6m 9s	5m 27s	1180.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
318	d0/5094ff	52136936	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.831	5m 8s	4m 29s	1191.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
315	47/c33384	52136907	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:28.514	5m 42s	5m 3s	1162.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
331	a9/32ca3a	52136922	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:30.050	5m 25s	4m 46s	1187.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
319	c0/22b99d	52136915	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.408	5m 41s	4m 53s	1126.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
297	98/20b8b8	52138798	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:53:16.049	6m 15s	5m 26s	1276.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
334	6b/1b7907	52138905	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 08:03:31.047	5m 15s	4m 19s	1256.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
332	18/11002f	52136895	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:26.162	5m 14s	4m 29s	1187.3%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
316	fa/e520e8	52136911	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:28.974	5m 26s	4m 37s	1200.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
298	7c/024bcc	52138300	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:22:38.717	5m 45s	4m 55s	1286.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
313	51/4dbc9f	52136927	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:30.712	5m 24s	4m 49s	1164.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
335	7f/7829ff	52136928	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:30.915	5m 39s	4m 58s	1166.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
333	49/3f5259	52138906	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 08:03:31.155	5m 15s	4m 9s	1307.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
326	d8/ed5274	52136905	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:28.107	6m 8s	5m 30s	1151.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
323	23/952314	52136901	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:27.189	5m 13s	4m 31s	1188.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
330	66/c28710	52136929	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.135	5m 24s	4m 45s	1182.0%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
286	1d/c82fdc	52138497	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	CACHED	0	2026-07-16 07:38:46.171	6m	5m 34s	1296.1%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
352	a8/5ea3d8	52136923	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:30.159	5m 40s	4m 56s	1158.6%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
342	d4/bacf99	52136924	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:30.249	5m 40s	4m 51s	1156.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
337	f2/43a8aa	52136934	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.625	5m 9s	4m 31s	1172.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
354	a6/ef4662	52136925	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:30.366	5m 25s	4m 41s	1177.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
355	9a/43e375	52137876	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:00:23.456	5m	4m 18s	1284.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
359	dd/d74e2d	52137877	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:00:23.632	5m	4m 21s	1266.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
339	ee/756702	52136926	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:30.516	7m 51s	7m 16s	844.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
336	16/df2cbb	52136894	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:26.035	5m 14s	4m 33s	1151.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
356	1e/652018	52136903	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:27.680	7m 54s	7m 16s	835.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
360	6c/2c5603	52137878	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:00:23.949	6m 29s	6m 2s	892.6%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
365	f7/b50cfc	52136919	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.748	6m 7s	5m 30s	1165.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
338	20/1d8fcf	52136910	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:28.873	5m 52s	5m 16s	1184.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
366	19/4263fe	52136935	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.748	5m 8s	4m 28s	1191.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
349	86/0bbcf2	52136932	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.417	6m 5s	5m 25s	1172.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
348	09/55ee29	52136897	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:26.460	5m 44s	5m 4s	1130.2%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
358	98/c531ca	52136912	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.060	5m 11s	4m 26s	1184.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
353	89/816909	52136933	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:31.507	5m 9s	4m 24s	1194.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
364	0a/6df479	52136899	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:26.711	5m 55s	5m 9s	1148.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
361	74/64b586	52137879	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:00:24.172	4m 44s	4m 13s	1275.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
350	af/bc94c8	52138979	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 08:09:46.108	4m 55s	4m 25s	1280.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
367	99/d99cf3	52137883	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:00:25.040	4m 43s	4m 7s	1307.2%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
363	32/767936	52137882	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:00:24.938	5m 13s	4m 33s	1264.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
329	03/339947	52136898	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:26.583	7m 55s	7m 4s	838.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
368	98/3e5f40	52136906	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:28.342	6m 8s	5m 23s	1192.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
370	7f/6a535f	52138965	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 08:08:16.207	5m	4m 47s	1271.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
375	92/104d25	52138517	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:39:16.605	7m 14s	6m 41s	901.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
374	54/6d9df6	52138516	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:39:16.489	6m 44s	6m 8s	893.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
351	b7/682c2c	52136913	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.174	5m 11s	4m 29s	1184.6%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
357	a9/44e39a	52136914	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 01:47:29.290	5m 11s	4m 31s	1161.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
362	a1/c84c99	52137881	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:00:24.601	4m 59s	4m 26s	1294.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
380	19/e2a71b	52138610	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:43:03.748	6m 57s	6m 45s	797.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
381	53/1d9e03	52138611	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:43:04.211	6m 12s	5m 54s	906.2%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
372	39/859a81	52138514	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:39:16.104	7m 15s	6m 36s	936.8%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
379	76/c6d51e	52138607	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:43:03.344	7m 13s	6m 55s	945.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
383	d5/0f6858	52138613	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:43:04.739	4m 41s	4m 24s	1299.5%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
382	f2/8ba7fc	52138612	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:43:04.573	6m 56s	6m 43s	1248.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
