"mecp2_Fold","mecp2_FDR","h2a_Fold","h2a_FDR","overlap_frac_mecp2","overlap_frac_h2a","sig","quadrant"
1.898379982,4.44e-13,1.309433284,2.85e-26,1,0.856555269922879,"Significant","Q1 (MeCP2 up / H2A up)"
0.070913651,0.763203629,0.367818169,0.002270663,0.726158038147139,0.604080090668682,"Not significant","Q1 (MeCP2 up / H2A up)"
2.327837224,6.36e-14,1.203025082,4.92e-20,1,0.890384615384615,"Significant","Q1 (MeCP2 up / H2A up)"
0.07327262,0.73462164,0.277645126,0.021739995,1,0.56413739569183,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.111437969,0.568372054,-0.025812882,0.839036674,0.627364602228557,0.8989974006684,"Not significant","Q3 (MeCP2 down / H2A down)"
0.56671672,0.032500708,0.680359146,5.76e-08,1,0.790736145574855,"Significant","Q1 (MeCP2 up / H2A up)"
-0.650876336,0.008517552,0.223954218,0.084106181,0.663498920086393,0.520149001015916,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.182485289,0.378403371,0.121600132,0.259920703,0.801302931596091,0.596906278434941,"Not significant","Q2 (MeCP2 down / H2A up)"
0.001225526,0.997363269,0.42051596,0.000655173,0.697126013264554,0.921578178275694,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.216656193,0.334426458,0.348059563,0.023304606,1,0.968195718654434,"Not significant","Q2 (MeCP2 down / H2A up)"
0.08540204,0.681669894,0.397938978,0.000382888,1,0.693452380952381,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.000192748,0.999619019,0.172416876,0.154367138,0.691890057685782,0.927239654388358,"Not significant","Q2 (MeCP2 down / H2A up)"
0.090265,0.670532124,0.131769432,0.458002179,0.556713928273561,0.96529284164859,"Not significant","Q1 (MeCP2 up / H2A up)"
0.43404467,0.037189808,0.538566186,0.001056037,0.787878787878788,1,"Significant","Q1 (MeCP2 up / H2A up)"
0.534901795,0.027182183,0.370575033,0.007418542,0.904218362282878,0.892699657030867,"Significant","Q1 (MeCP2 up / H2A up)"
1.829186104,2.52e-06,0.930855026,2.91e-21,1,0.502308626974484,"Significant","Q1 (MeCP2 up / H2A up)"
0.00922406,0.980400593,0.275291649,0.029132678,1,0.76230975828111,"Not significant","Q1 (MeCP2 up / H2A up)"
1.686918486,1.66e-09,1.077536767,4.63e-14,0.639417693169093,0.602320675105485,"Significant","Q1 (MeCP2 up / H2A up)"
-0.422351233,0.119000823,-0.000570771,0.996989026,1,0.846863468634686,"Not significant","Q3 (MeCP2 down / H2A down)"
2.784789746,5.88e-15,1.43611653,6.69e-18,0.508604206500956,0.617527568195009,"Significant","Q1 (MeCP2 up / H2A up)"
0.505970283,0.02384134,0.210534069,0.060470928,1,0.881784154709919,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.046103064,0.854495578,0.232598266,0.42921351,1,0.896325459317585,"Not significant","Q2 (MeCP2 down / H2A up)"
1.245825713,1.18e-06,0.705040572,4.55e-11,1,0.535022026431718,"Significant","Q1 (MeCP2 up / H2A up)"
-0.748721052,0.007107676,-0.228990792,0.090084534,1,0.936059022440824,"Not significant","Q3 (MeCP2 down / H2A down)"
1.948625763,6.73e-13,1.376963427,5.99e-44,1,0.50533294897665,"Significant","Q1 (MeCP2 up / H2A up)"
-0.067906895,0.762892126,0.180509566,0.060187147,0.843690551680406,0.611724137931035,"Not significant","Q2 (MeCP2 down / H2A up)"
2.755623247,4.08e-14,1.446805844,8.55e-07,1,0.742824339839265,"Significant","Q1 (MeCP2 up / H2A up)"
0.023061854,0.940803108,0.58374688,6.2e-09,1,0.510722533817222,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.03531555,0.897210282,-0.223775578,0.097317666,0.703629703629704,0.88781512605042,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.062434969,0.782153051,0.398692637,0.00051049,0.902408111533587,0.872762932091199,"Not significant","Q2 (MeCP2 down / H2A up)"
1.718403298,6.66e-08,0.936711936,3.83e-11,1,0.903241412675375,"Significant","Q1 (MeCP2 up / H2A up)"
-0.016990588,0.957726698,0.152147485,0.209282942,1,0.834047109207709,"Not significant","Q2 (MeCP2 down / H2A up)"
0.001948263,0.99599578,0.430698723,0.003363663,1,0.900814211695041,"Not significant","Q1 (MeCP2 up / H2A up)"
1.696894032,4.6e-11,1.147169865,2.41e-34,1,0.520208900999092,"Significant","Q1 (MeCP2 up / H2A up)"
0.280000866,0.124937694,0.683138962,8.18e-13,1,0.586549484142147,"Not significant","Q1 (MeCP2 up / H2A up)"
0.563915286,0.022644871,0.686717297,2.56e-09,1,0.639935846030473,"Significant","Q1 (MeCP2 up / H2A up)"
0.589441413,0.03939299,0.639009904,1.13e-10,1,0.724191063174114,"Significant","Q1 (MeCP2 up / H2A up)"
0.058199223,0.814307807,0.144344468,0.315034624,1,0.859545004945598,"Not significant","Q1 (MeCP2 up / H2A up)"
0.192026035,0.359000869,0.20357133,0.137400939,1,0.727366787377134,"Not significant","Q1 (MeCP2 up / H2A up)"
1.02730506,1.61e-05,0.989317481,1.27e-15,0.640400667779633,0.894589552238806,"Significant","Q1 (MeCP2 up / H2A up)"
1.669160883,3.11e-09,0.980533693,1.08e-18,1,0.954373728567277,"Significant","Q1 (MeCP2 up / H2A up)"
-0.12121221,0.572883599,0.16209524,0.303656638,0.792792792792793,0.708333333333333,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.209517904,0.320061765,0.096935012,0.487031312,1,0.888971407352395,"Not significant","Q2 (MeCP2 down / H2A up)"
0.063191463,0.801323686,0.163112553,0.217282447,1,0.85168630637952,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.181375677,0.396068492,0.224726808,0.396633926,1,0.538135593220339,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.075939128,0.742649716,0.677282548,8.3e-12,1,0.867718728243212,"Not significant","Q2 (MeCP2 down / H2A up)"
3.352584375,1.06e-20,1.431033776,8.48e-28,1,0.942546583850932,"Significant","Q1 (MeCP2 up / H2A up)"
2.745628856,1.39e-17,1.596489561,1.63e-23,1,0.754508435136707,"Significant","Q1 (MeCP2 up / H2A up)"
2.965857019,3.96e-19,1.401371343,2.99e-25,1,0.503795445465441,"Significant","Q1 (MeCP2 up / H2A up)"
1.306581719,0.001085003,1.180107247,4.53e-13,0.828897338403042,0.675619834710744,"Significant","Q1 (MeCP2 up / H2A up)"
-0.132824863,0.553725212,0.160020232,0.284285513,1,0.984116022099447,"Not significant","Q2 (MeCP2 down / H2A up)"
0.000404895,0.999101441,0.273906498,0.02092245,1,0.53489263803681,"Not significant","Q1 (MeCP2 up / H2A up)"
0.729587071,0.031767572,0.329161729,0.028891914,0.587570621468927,0.964238410596026,"Significant","Q1 (MeCP2 up / H2A up)"
2.609774083,3.84e-24,1.692412814,5.37e-41,1,0.82934131736527,"Significant","Q1 (MeCP2 up / H2A up)"
-0.013290974,0.968124632,0.236888859,0.047128275,0.708209693372898,0.705766387382947,"Not significant","Q2 (MeCP2 down / H2A up)"
0.252861167,0.257593977,0.543483765,2.32e-06,1,0.564131994261119,"Not significant","Q1 (MeCP2 up / H2A up)"
0.107807398,0.643334303,0.26640574,0.054226793,0.693229478729778,0.722673329169269,"Not significant","Q1 (MeCP2 up / H2A up)"
0.682122252,0.025929843,1.055460226,2.72e-29,1,0.590048154093098,"Significant","Q1 (MeCP2 up / H2A up)"
1.641020114,1.38e-07,1.042535803,6.9e-09,0.557985420808482,0.786181139122316,"Significant","Q1 (MeCP2 up / H2A up)"
0.248859948,0.297053606,0.389004177,0.026647468,0.607981220657277,0.701516793066089,"Not significant","Q1 (MeCP2 up / H2A up)"
0.554821204,0.017100982,0.572785405,1.03e-08,1,0.920991479473277,"Significant","Q1 (MeCP2 up / H2A up)"
0.146598593,0.513243384,0.890952068,4.41e-12,1,0.50668449197861,"Not significant","Q1 (MeCP2 up / H2A up)"
1.022195762,0.004248098,0.964860497,7.55e-15,1,0.607323232323232,"Significant","Q1 (MeCP2 up / H2A up)"
0.027138163,0.926001152,0.063423164,0.616781068,1,0.894787183165949,"Not significant","Q1 (MeCP2 up / H2A up)"
0.023309696,0.937580101,0.229135101,0.013553754,1,0.709433962264151,"Not significant","Q1 (MeCP2 up / H2A up)"
0.224708556,0.285213824,0.234847426,0.046775727,0.94030612244898,0.656455921638468,"Not significant","Q1 (MeCP2 up / H2A up)"
0.188664491,0.396814613,0.371287694,0.009490648,0.820331803741617,0.799449604403165,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.404580766,0.066059867,0.588626729,4.42e-06,0.897286821705426,0.955295735900963,"Not significant","Q2 (MeCP2 down / H2A up)"
0.03887137,0.886891551,0.518824376,9.67e-06,0.556711494544532,0.80780559646539,"Not significant","Q1 (MeCP2 up / H2A up)"
0.027459749,0.927696587,0.13335899,0.426724127,0.673359073359073,0.745299145299145,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.628875998,0.023900334,0.244552989,0.013508197,1,0.725590663250783,"Significant","Q2 (MeCP2 down / H2A up)"
0.064731,0.775133102,0.507048747,1.22e-08,1,0.604800540906018,"Not significant","Q1 (MeCP2 up / H2A up)"
2.715154003,1.1e-17,0.881241369,2.5e-12,0.607738492328219,0.540973871733967,"Significant","Q1 (MeCP2 up / H2A up)"
0.159847849,0.480980882,0.441361756,0.000234905,0.811320754716981,0.683801775147929,"Not significant","Q1 (MeCP2 up / H2A up)"
1.930457176,1.55e-08,1.855361772,5.99e-24,0.523139745916515,0.70910209102091,"Significant","Q1 (MeCP2 up / H2A up)"
-0.751863871,0.033097422,-0.059139874,0.736338624,1,0.922768878718536,"Not significant","Q3 (MeCP2 down / H2A down)"
0.113657567,0.606923812,0.623773378,1.04e-06,1,0.84,"Not significant","Q1 (MeCP2 up / H2A up)"
1.913604759,1.26e-06,1.110100969,4.58e-21,1,0.967233009708738,"Significant","Q1 (MeCP2 up / H2A up)"
0.130397713,0.530129768,0.459464738,8.28e-07,1,0.713668107748587,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.021493973,0.944463392,-0.200924443,0.048919387,0.649364042626332,1,"Not significant","Q3 (MeCP2 down / H2A down)"
1.026978653,0.000237209,0.633273351,6.97e-09,0.992239467849224,0.964439655172414,"Significant","Q1 (MeCP2 up / H2A up)"
1.559354264,6.56e-09,0.391970347,0.000212294,1,0.899958999589996,"Significant","Q1 (MeCP2 up / H2A up)"
0.227242104,0.340132263,0.542027835,1.04e-06,1,0.869679453494482,"Not significant","Q1 (MeCP2 up / H2A up)"
2.794777508,1.93e-17,1.311401677,1.34e-16,0.694127243066884,0.874614594039055,"Significant","Q1 (MeCP2 up / H2A up)"
0.130540826,0.562198339,0.14056268,0.220218951,1,0.533935483870968,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.284290519,0.26178633,-0.096572553,0.359774781,1,0.523795180722892,"Not significant","Q3 (MeCP2 down / H2A down)"
-1.072647352,0.000210096,-0.060264857,0.59377027,1,0.561943183728358,"Not significant","Q3 (MeCP2 down / H2A down)"
0.552822733,0.063206923,0.277028597,0.033956752,0.999027710257657,0.791602465331279,"Not significant","Q1 (MeCP2 up / H2A up)"
2.548796886,2.31e-20,0.844175864,2.33e-07,0.575077881619938,0.982960596379127,"Significant","Q1 (MeCP2 up / H2A up)"
0.067082494,0.774615251,0.022976119,0.840634056,1,0.541229810144517,"Not significant","Q1 (MeCP2 up / H2A up)"
0.170695615,0.424562649,0.173448495,0.055213156,1,0.598753117206983,"Not significant","Q1 (MeCP2 up / H2A up)"
0.182646829,0.401446384,0.457657679,2.92e-08,1,0.608527686364287,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.033002112,0.907091791,0.193918991,0.030421658,1,0.553022986285494,"Not significant","Q2 (MeCP2 down / H2A up)"
3.237159765,4.02e-21,1.573280214,2.7e-22,0.58073955839319,0.975424486148347,"Significant","Q1 (MeCP2 up / H2A up)"
0.000372598,0.999205378,0.215653879,0.02640259,0.52920296869958,0.771764705882353,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.293909269,0.231330392,0.087572102,0.461116978,1,0.522068095838588,"Not significant","Q2 (MeCP2 down / H2A up)"
0.723046337,0.020361706,0.546116991,0.000181065,1,0.898236092265943,"Significant","Q1 (MeCP2 up / H2A up)"
-0.131253156,0.570149472,0.066267056,0.558486815,1,0.828879310344828,"Not significant","Q2 (MeCP2 down / H2A up)"
0.064072573,0.796654534,0.66718488,8e-14,0.670496789455897,0.988540109616343,"Not significant","Q1 (MeCP2 up / H2A up)"
2.53010041,7.23e-16,0.980877882,5.77e-12,0.667846447046011,1,"Significant","Q1 (MeCP2 up / H2A up)"
-0.408664419,0.108308117,0.087332389,0.428055054,0.674599542334096,0.553927095077039,"Not significant","Q2 (MeCP2 down / H2A up)"
0.704334201,0.026588625,0.337145557,0.001260901,1,0.83921302578019,"Significant","Q1 (MeCP2 up / H2A up)"
3.959145716,2.45e-37,1.342531116,2.06e-34,1,0.507865168539326,"Significant","Q1 (MeCP2 up / H2A up)"
0.118737739,0.619395297,0.560153633,7.95e-05,0.779049799656554,0.621745089081773,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.070816728,0.775448803,-0.026749808,0.824820509,0.616089613034623,0.63372905027933,"Not significant","Q3 (MeCP2 down / H2A down)"
0.130367555,0.565609087,0.469937127,1.13e-08,1,0.629694983614822,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.481443711,0.106505548,-0.143534007,0.13053645,1,0.588327662915467,"Not significant","Q3 (MeCP2 down / H2A down)"
2.02374046,8.44e-09,1.021043583,1.77e-09,1,0.519326683291771,"Significant","Q1 (MeCP2 up / H2A up)"
1.988135803,4.58e-07,1.163199814,8.85e-15,1,0.597774244833068,"Significant","Q1 (MeCP2 up / H2A up)"
0.121079348,0.579891337,0.988855884,9.16e-14,1,0.658959537572254,"Not significant","Q1 (MeCP2 up / H2A up)"
0.036938605,0.892578292,0.604380348,8.33e-05,1,0.51516393442623,"Not significant","Q1 (MeCP2 up / H2A up)"
0.03420404,0.902166802,-0.096510682,0.537017775,1,0.599358974358974,"Not significant","Q4 (MeCP2 up / H2A down)"
-0.037165764,0.892202937,-0.151576309,0.430505551,1,0.79115610015983,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.025817896,0.931173171,-0.139719192,0.3115875,0.850215517241379,0.921728971962617,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.039588512,0.883455686,-0.153474169,0.388226597,0.826898326898327,0.572638146167558,"Not significant","Q3 (MeCP2 down / H2A down)"
0.819943971,0.006699817,1.0167146,5.59e-08,0.652933832709114,0.664548919949174,"Significant","Q1 (MeCP2 up / H2A up)"
-0.209171773,0.340148656,0.18745835,0.239728558,1,0.56878738444807,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.057800648,0.812635526,-0.151203615,0.316573316,1,0.644712990936556,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.245462463,0.287918909,-0.54816325,1.86e-05,1,0.708058793715155,"Not significant","Q3 (MeCP2 down / H2A down)"
1.33664937,9.16e-05,1.18144044,1.29e-16,1,0.61294964028777,"Significant","Q1 (MeCP2 up / H2A up)"
-0.079253138,0.734462284,0.834568776,1.94e-11,1,0.59584035975267,"Not significant","Q2 (MeCP2 down / H2A up)"
0.138255386,0.52966334,0.518224546,0.00052272,0.958932238193018,0.790855207451312,"Not significant","Q1 (MeCP2 up / H2A up)"
0.232349479,0.269348081,0.42976879,0.005303897,1,0.767632850241546,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.379546386,0.110685754,-0.303377452,0.036965173,1,0.817647058823529,"Not significant","Q3 (MeCP2 down / H2A down)"
1.325507546,0.000245855,1.010071524,9.79e-09,1,0.555650684931507,"Significant","Q1 (MeCP2 up / H2A up)"
0.035936631,0.89550135,0.404450223,0.000254488,1,0.534844668345928,"Not significant","Q1 (MeCP2 up / H2A up)"
0.179427896,0.387989166,1.170133017,5.4e-16,1,0.80896686159844,"Not significant","Q1 (MeCP2 up / H2A up)"
0.175556531,0.413797692,0.501707118,5.7e-06,1,0.788954635108481,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.192485561,0.354707641,-0.231039128,0.169823481,0.839342188488299,0.965090909090909,"Not significant","Q3 (MeCP2 down / H2A down)"
1.068661635,0.003006828,0.79816348,2.94e-07,0.992867332382311,0.942450914014895,"Significant","Q1 (MeCP2 up / H2A up)"
-0.105927799,0.623055076,-0.585020297,0.004690862,0.795795795795796,0.552947313510694,"Not significant","Q3 (MeCP2 down / H2A down)"
0.00453984,0.991053081,0.675216684,4.23e-09,1,0.804170444242974,"Not significant","Q1 (MeCP2 up / H2A up)"
0.12306572,0.579469902,0.285222322,0.023610427,1,0.612252964426877,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.002125182,0.995734905,-0.308325966,0.009125085,1,0.645723336853221,"Not significant","Q3 (MeCP2 down / H2A down)"
0.036767731,0.895556908,0.04341144,0.810478345,1,0.721642310368824,"Not significant","Q1 (MeCP2 up / H2A up)"
0.003163087,0.993911026,-0.211307244,0.23319297,1,0.724213606437454,"Not significant","Q4 (MeCP2 up / H2A down)"
-0.037993568,0.887951743,-0.036651835,0.838915813,1,0.902542372881356,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.031655357,0.909838233,0.125572704,0.366627327,1,0.50765794511806,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.035769024,0.896386724,-0.071499729,0.657380969,1,0.749488752556237,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.014319307,0.965458436,-0.18118457,0.206173182,1,0.622063329928498,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.046573482,0.857568121,-0.154304632,0.334085738,1,0.727415143603133,"Not significant","Q3 (MeCP2 down / H2A down)"
0.030511678,0.91536427,-0.289406063,0.0253423,1,0.812333864965444,"Not significant","Q4 (MeCP2 up / H2A down)"
-0.058657917,0.812619175,0.103496932,0.491770819,1,0.827513227513228,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.041309652,0.876320836,0.579158437,0.002506168,0.74212271973466,0.603099730458221,"Not significant","Q2 (MeCP2 down / H2A up)"
0.014586115,0.964607607,0.887390056,2.24e-08,0.727162734422263,0.953211736716891,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.017058258,0.957818967,-0.122364838,0.479550319,1,0.880538418395962,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.003404647,0.993268258,0.146496417,0.312796671,1,0.621477162293489,"Not significant","Q2 (MeCP2 down / H2A up)"
0.197020067,0.356790893,0.574722052,1.27e-05,1,0.750624687656172,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.486553547,0.056377753,-0.305990729,0.064580738,1,0.757241379310345,"Not significant","Q3 (MeCP2 down / H2A down)"
0.08657286,0.696964729,0.034712634,0.80416521,1,0.554261189454322,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.010483865,0.976613234,0.561031194,1.72e-05,1,0.587965616045845,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.007529641,0.984549029,-0.093836342,0.593917501,1,0.77930174563591,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.071126593,0.76084837,-0.061376851,0.707901243,1,0.614765100671141,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.023650522,0.938232506,0.256987376,0.125446299,1,0.534427542033627,"Not significant","Q2 (MeCP2 down / H2A up)"
0.11186952,0.596739594,-0.002403189,0.988114151,1,0.744166666666667,"Not significant","Q4 (MeCP2 up / H2A down)"
0.10071655,0.651755308,0.366549268,0.017769689,1,0.807600950118765,"Not significant","Q1 (MeCP2 up / H2A up)"
0.124687868,0.570520959,-0.074285915,0.705377251,0.682539682539683,0.868686868686869,"Not significant","Q4 (MeCP2 up / H2A down)"
-0.007450124,0.984303009,0.215878529,0.083083384,1,0.704708290685773,"Not significant","Q2 (MeCP2 down / H2A up)"
0.797227407,0.016561707,1.27242283,6.5e-21,1,0.804597701149425,"Significant","Q1 (MeCP2 up / H2A up)"
-0.424777355,0.081672687,0.389559759,0.004978715,1,0.532467532467532,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.140537623,0.50219301,-0.392865749,0.003562798,1,0.568652302492607,"Not significant","Q3 (MeCP2 down / H2A down)"
0.060599138,0.798421351,0.271044999,0.043237368,0.582704585026117,0.703081232492997,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.073537607,0.763363728,1.094319981,1.63e-08,1,0.746394230769231,"Not significant","Q2 (MeCP2 down / H2A up)"
0.014496427,0.965452719,0.144765765,0.275987291,1,0.671546203110704,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.217144194,0.333689569,-0.31853579,0.103003826,1,0.725375081539465,"Not significant","Q3 (MeCP2 down / H2A down)"
0.067019581,0.77562732,0.105137067,0.50222799,1,0.754204398447607,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.164750652,0.432094167,-0.37399111,0.009467322,1,0.501403931006819,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.038446615,0.887689289,0.080801352,0.601597404,0.665798045602606,0.873504273504274,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.032866479,0.905320164,0.779560594,5.6e-11,1,0.536517826237452,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.103378719,0.642212818,0.433060803,0.002070492,0.539349422875131,0.525025536261491,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.042990131,0.871565791,-0.167973696,0.383960907,0.587026332691073,0.751644736842105,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.229883022,0.298177354,0.52211789,7.87e-06,1,0.552941176470588,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.379722768,0.104689849,-0.226515341,0.111129548,0.924166666666667,0.733465608465608,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.024463555,0.93429775,0.37897388,0.009593849,1,0.579017707985299,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.044928203,0.862063396,0.03486069,0.793479326,1,0.596113809854268,"Not significant","Q2 (MeCP2 down / H2A up)"
0.038626906,0.885746937,0.108876731,0.485943646,0.786246167323697,0.585453359425962,"Not significant","Q1 (MeCP2 up / H2A up)"
0.025040929,0.93363779,-0.567308415,0.000696097,1,0.718168812589413,"Not significant","Q4 (MeCP2 up / H2A down)"
-0.114480316,0.584980074,0.01477655,0.926256127,1,0.90185387131952,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.076781976,0.733097765,0.151480017,0.372254561,0.710743801652893,0.980988593155893,"Not significant","Q2 (MeCP2 down / H2A up)"
0.307103011,0.22860855,0.707957655,4.14e-07,1,0.860583941605839,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.078660315,0.725309893,-0.099006493,0.532309579,0.758264462809917,0.88915808600848,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.052960168,0.830813439,0.338164719,0.044588011,1,0.822461991172143,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.009492564,0.978948733,-0.218650132,0.185853952,1,0.720051249199231,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.189165881,0.370022792,-0.094103725,0.549775988,1,0.666407766990291,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.168372974,0.394351329,0.232184135,0.111785773,1,0.807545367717287,"Not significant","Q2 (MeCP2 down / H2A up)"
0.167634647,0.410037503,0.207668921,0.094619565,1,0.608551541266158,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.047671806,0.851729019,-0.137312899,0.356638781,1,0.500161134386078,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.060676097,0.79627859,0.527621667,0.000373288,0.914602346805737,0.726190476190476,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.067960129,0.769994062,-0.221892105,0.159478616,1,0.554829545454545,"Not significant","Q3 (MeCP2 down / H2A down)"
1.808157374,2.06e-06,0.757000129,4.58e-07,1,0.622336517266716,"Significant","Q1 (MeCP2 up / H2A up)"
-0.092134411,0.664595566,-0.024162598,0.874037924,1,0.778501628664495,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.196289861,0.336846148,0.020341156,0.928821602,0.602675585284281,0.795233892321271,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.118570831,0.570120922,0.005560766,0.968417474,1,0.620344827586207,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.043788614,0.869436721,-0.286466553,0.018436753,1,0.586248982912937,"Not significant","Q3 (MeCP2 down / H2A down)"
0.050435061,0.840453657,0.434429723,0.000359257,1,0.589363850555369,"Not significant","Q1 (MeCP2 up / H2A up)"
0.039348685,0.883288254,0.321281849,0.02119828,1,0.827284105131414,"Not significant","Q1 (MeCP2 up / H2A up)"
0.049413656,0.844734694,0.292291462,0.039085039,1,0.865603644646925,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.102164714,0.634320323,0.061246475,0.714729025,0.602739726027397,0.59238625812442,"Not significant","Q2 (MeCP2 down / H2A up)"
0.026022414,0.93137785,0.845644626,3.9e-07,1,0.508912108174554,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.162658615,0.461709343,-0.154949952,0.188746719,1,0.5989792198323,"Not significant","Q3 (MeCP2 down / H2A down)"
0.043711854,0.865633504,0.745176283,3.61e-09,1,0.773109243697479,"Not significant","Q1 (MeCP2 up / H2A up)"
0.030328245,0.917558673,-0.308625923,0.059993311,1,0.742298288508558,"Not significant","Q4 (MeCP2 up / H2A down)"
-0.106767858,0.621411465,0.773034421,1.08e-05,1,0.708605341246291,"Not significant","Q2 (MeCP2 down / H2A up)"
0.480370848,0.063189895,0.353874343,0.012838627,1,0.531011450381679,"Not significant","Q1 (MeCP2 up / H2A up)"
0.094862553,0.663338072,0.042303231,0.795918185,1,0.838326446280992,"Not significant","Q1 (MeCP2 up / H2A up)"
0.431324644,0.087137013,0.917097984,4.98e-11,1,0.523451485857501,"Not significant","Q1 (MeCP2 up / H2A up)"
1.190005098,0.000536509,0.872599658,3.44e-10,1,0.827777777777778,"Significant","Q1 (MeCP2 up / H2A up)"
-0.05291773,0.832337647,-0.636118262,3.32e-06,1,0.678355116353204,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.997524683,0.000756925,0.27185109,0.087780952,0.658854166666667,0.622131147540984,"Not significant","Q2 (MeCP2 down / H2A up)"
0.590521334,0.027667225,0.54687371,8.52e-07,1,0.517913593256059,"Significant","Q1 (MeCP2 up / H2A up)"
-0.171055259,0.408217261,-0.107765661,0.492885845,1,0.660396372186765,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.025003093,0.933334576,0.384698533,0.019414565,1,0.685897435897436,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.053392373,0.833148029,-0.420324203,0.009635586,1,0.540087463556851,"Not significant","Q3 (MeCP2 down / H2A down)"
-0.031729486,0.913131418,0.091357057,0.547417812,1,0.521182700794351,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.009142019,0.979633572,0.502754004,0.000581773,1,0.518973214285714,"Not significant","Q2 (MeCP2 down / H2A up)"
0.12666129,0.527898847,0.791125713,4.16e-08,1,0.749336165693043,"Not significant","Q1 (MeCP2 up / H2A up)"
-0.314283541,0.141534787,0.032687708,0.830258353,1,0.639530480878455,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.006230393,0.987488779,0.196543002,0.093245048,1,0.794563279857397,"Not significant","Q2 (MeCP2 down / H2A up)"
-0.138644717,0.515426255,0.193884288,0.14170153,1,0.548546352166758,"Not significant","Q2 (MeCP2 down / H2A up)"
0.035839716,0.89796027,0.623779602,7.92e-06,1,0.678665496049166,"Not significant","Q1 (MeCP2 up / H2A up)"
0.176615274,0.388264264,0.594710329,1.43e-08,0.899441340782123,0.632274187790075,"Not significant","Q1 (MeCP2 up / H2A up)"
0.03628742,0.894060057,-0.173454105,0.184233525,1,0.76036866359447,"Not significant","Q4 (MeCP2 up / H2A down)"
