"peak_id","mecp2_Fold","mecp2_FDR","SYMBOL"
"mecp2_peak_5384",-0.006765703,0.986027684,"Tmem220"
"mecp2_peak_5385",-0.074054386,0.745963147,"Tenm2"
"mecp2_peak_5386",-0.007118545,0.985501512,"Myo1c"
"mecp2_peak_5387",0.008498068,0.981570549,"Ogdh"
"mecp2_peak_5389",-0.362552363,0.120055484,"Lrrc75a"
"mecp2_peak_5392",-0.627277226,0.014857375,"Tns3"
"mecp2_peak_5393",-0.134320824,0.511470967,"Cdr2l"
"mecp2_peak_5394",0.020938922,0.945876383,"Adamts2"
"mecp2_peak_5395",0.056411002,0.821711433,"Pigw"
"mecp2_peak_5395",0.056411002,0.821711433,"Myo19"
"mecp2_peak_5396",-0.125709145,0.540132237,"Osbp2"
"mecp2_peak_5397",0.015775856,0.961445667,"Slit3"
"mecp2_peak_5398",-0.048581742,0.853560085,"Gga3"
"mecp2_peak_5398",-0.048581742,0.853560085,"Mrps7"
"mecp2_peak_5400",-0.048703326,0.84687252,"Mmp28"
"mecp2_peak_5401",0.148957098,0.45750263,"Gm11983"
"mecp2_peak_5402",-0.029596108,0.916250943,"Sarm1"
"mecp2_peak_5404",-0.105184737,0.644205928,"Rnf157"
"mecp2_peak_5405",-0.036247948,0.896316792,"Osbp2"
"mecp2_peak_5406",-0.120761097,0.563406647,"Prkca"
"mecp2_peak_5407",-0.03988487,0.88059946,"Usp36"
"mecp2_peak_5409",-0.005583546,0.988906252,"Prkar1a"
"mecp2_peak_5410",-0.024551867,0.933941135,"Kcnip1"
"mecp2_peak_5411",-0.016851524,0.962060038,"Spns2"
"mecp2_peak_5414",0.185629084,0.346373483,"Bcl11a"
"mecp2_peak_5415",-0.107416141,0.620970202,"Cacna1g"
"mecp2_peak_5416",-0.047282703,0.859640161,"Tcap"
"mecp2_peak_5417",-0.126303839,0.5406862,"Prcd"
"mecp2_peak_5418",-0.005317318,0.98928452,"Ube2o"
"mecp2_peak_5420",-0.012992824,0.968948807,"Cyth1"
"mecp2_peak_5421",-0.038213074,0.892136468,"Fam222b"
"mecp2_peak_5422",0.020321141,0.947775098,"Itgb3"
"mecp2_peak_5424",-0.159322037,0.439465341,"Fgf18"
"mecp2_peak_5425",-0.069304829,0.760813913,"N4bp3"
"mecp2_peak_5427",-0.050885839,0.837482613,"Selenom"
"mecp2_peak_5428",-0.071613288,0.763111284,"Neurod2"
"mecp2_peak_5429",-0.053317735,0.832831392,"Flot2"
"mecp2_peak_5430",-0.537194398,0.045241682,"Hlf"
"mecp2_peak_5432",-0.016225072,0.960368716,"Sdk2"
"mecp2_peak_5433",-0.022528906,0.940692402,"Ntn1"
"mecp2_peak_5434",-0.193820086,0.336610291,"Cacna1g"
"mecp2_peak_5437",0.045644704,0.859128285,"Spns3"
"mecp2_peak_5439",-0.181287687,0.367861686,"Plxdc1"
"mecp2_peak_5440",-0.03892766,0.886411386,"Tbc1d9b"
"mecp2_peak_5442",0.021504026,0.945628798,"Cdc42ep4"
"mecp2_peak_5443",-0.046048841,0.856943458,"Nptx1"
"mecp2_peak_5446",-0.010443442,0.976846166,"Col1a1"
"mecp2_peak_5450",0.004703308,0.990733773,"Rbfox3"
"mecp2_peak_5452",-0.036126683,0.897696142,"Polm"
"mecp2_peak_5456",-0.180094973,0.381965098,"Slc22a5"
"mecp2_peak_5458",-0.09496993,0.654761809,"Rhbdf2"
"mecp2_peak_5462",-0.006896881,0.985788531,"Slit3"
"mecp2_peak_5463",-0.017186418,0.957019945,"Pirt"
"mecp2_peak_5464",-0.017992382,0.954182978,"Sh3pxd2b"
"mecp2_peak_5465",-0.097548608,0.665584916,"Adcy1"
"mecp2_peak_5467",-0.08165558,0.722986096,"Utp18"
"mecp2_peak_5467",-0.08165558,0.722986096,"Mbtd1"
"mecp2_peak_5468",1.022258689,0.001038398,"Znrf3"
"mecp2_peak_5470",-0.185091813,0.361656369,"Slc2a4"
"mecp2_peak_5471",-0.155405444,0.477674005,"Map2k6"
"mecp2_peak_5472",-0.079721128,0.721160279,"Cog1"
"mecp2_peak_5474",-0.016153612,0.960449379,"4933427D14Rik"
"mecp2_peak_5474",-0.016153612,0.960449379,"Gm43951"
"mecp2_peak_5475",-0.031942049,0.908596359,"Sox15"
"mecp2_peak_5475",-0.031942049,0.908596359,"Mpdu1"
"mecp2_peak_5476",-0.138675606,0.510273473,"Sez6"
"mecp2_peak_5477",-0.114646637,0.580686765,"Tenm2"
"mecp2_peak_5479",-0.241684759,0.247266121,"2810408A11Rik"
"mecp2_peak_5479",-0.241684759,0.247266121,"Neurl4"
"mecp2_peak_5480",-0.071057754,0.754736579,"Tbc1d16"
"mecp2_peak_5482",0.004077905,0.991656802,"Pctp"
"mecp2_peak_5486",0.152691862,0.44951712,"Ccnjl"
"mecp2_peak_5487",-0.020974627,0.945628798,"Asic2"
"mecp2_peak_5489",-0.03807069,0.890081169,"Ghdc"
"mecp2_peak_5491",0.579678336,0.019366391,"Tns3"
"mecp2_peak_5492",-0.319377015,0.153489235,"Sez6"
"mecp2_peak_5493",-0.061336225,0.795972107,"Adcy1"
"mecp2_peak_5494",-0.12812879,0.523883278,"Mgat5b"
"mecp2_peak_5495",0.559875634,0.046405999,"Sgcd"
"mecp2_peak_5496",-0.104211641,0.638469494,"Npm1"
"mecp2_peak_5498",-0.041475381,0.87732677,"Nmt1"
"mecp2_peak_5501",-0.170685322,0.389375204,"Igfbp4"
"mecp2_peak_5503",-0.045640849,0.859337292,"Rab37"
"mecp2_peak_5505",-0.014501861,0.964676957,"Fstl4"
"mecp2_peak_5506",-0.040518422,0.878766938,"Tmem104"
"mecp2_peak_5507",-0.057183329,0.819153751,"Tnfaip1"
"mecp2_peak_5508",-0.031288175,0.912262228,"Wap"
"mecp2_peak_5509",1.245535874,0.000191087,"Znrf3"
"mecp2_peak_5510",-0.013103366,0.968856388,"Emc6"
"mecp2_peak_5510",-0.013103366,0.968856388,"Tax1bp3"
"mecp2_peak_5511",0.446826055,0.047506007,"Myo1d"
"mecp2_peak_5512",-0.096267752,0.639605749,"Srcin1"
"mecp2_peak_5514",-0.215327904,0.318970177,"Meis1"
"mecp2_peak_5515",0.05284876,0.832141279,"Cobl"
"mecp2_peak_5516",0.018609794,0.95213196,"Tns3"
"mecp2_peak_5517",-0.036295811,0.897210282,"Hid1"
"mecp2_peak_5519",-0.547995193,0.05525464,"Hlf"
"mecp2_peak_5520",0.00874326,0.980841744,"Slit3"
"mecp2_peak_5522",0.085487458,0.689336686,"Sgsm2"
"mecp2_peak_5523",0.095121509,0.66159965,"Mief2"
"mecp2_peak_5524",0.008819188,0.980638959,"Unc13d"
"mecp2_peak_5525",-0.138449615,0.543308119,"Abr"
"mecp2_peak_5527",-0.027615175,0.924557169,"Slc25a39"
"mecp2_peak_5528",-0.066174192,0.772806553,"Slc43a2"
"mecp2_peak_5529",-0.03120396,0.91117971,"Fmnl1"
"mecp2_peak_5530",-0.088625386,0.709457097,"Ccdc88a"
"mecp2_peak_5532",0.392211936,0.088446669,"Slit3"
"mecp2_peak_5533",-0.061777956,0.791046778,"Wsb1"
"mecp2_peak_5534",0.012496502,0.970360199,"Smg6"
"mecp2_peak_5537",-0.097272171,0.643962248,"Arl5c"
"mecp2_peak_5538",-0.206743432,0.296983181,"Cuedc1"
"mecp2_peak_5539",0.048721478,0.84811308,"Rph3al"
"mecp2_peak_5540",-0.490597378,0.05058,"Marchf10"
"mecp2_peak_5541",0.021057557,0.945412906,"Fdxr"
"mecp2_peak_5542",0.090874497,0.677122287,"Mgat5b"
"mecp2_peak_5543",0.025683253,0.931198161,"Hnf1b"
"mecp2_peak_5544",-0.054704923,0.829211987,"Osbpl7"
"mecp2_peak_5545",-0.05075662,0.844561713,"Aatk"
"mecp2_peak_5548",-0.403435633,0.088470341,"Foxj1"
"mecp2_peak_5552",1.238313529,0.000261822,"5730522E02Rik"
"mecp2_peak_5555",-0.092504616,0.671936528,"Sdk2"
"mecp2_peak_5557",-0.286598235,0.200398899,"Traf4"
"mecp2_peak_5557",-0.286598235,0.200398899,"Nek8"
"mecp2_peak_5558",-0.013288433,0.968856388,"Ppp1r9b"
"mecp2_peak_5559",-0.044960692,0.859568147,"Rap1gap2"
"mecp2_peak_5560",-0.017344572,0.956812201,"Myl7"
"mecp2_peak_5562",0.010311468,0.976846166,"Sh3bp5l"
"mecp2_peak_5563",-0.117143764,0.571593583,"Ppm1d"
"mecp2_peak_5564",-0.526192773,0.051782759,"B3gnt2"
"mecp2_peak_5565",0.022621294,0.940577721,"Rnf227"
"mecp2_peak_5566",1.387917197,0.000244134,"Tenm2"
"mecp2_peak_5567",-0.087346722,0.689988598,"Sebox"
"mecp2_peak_5568",0.034726062,0.89907592,"Rnf112"
"mecp2_peak_5569",-0.050694229,0.837874317,"Pitpnc1"
"mecp2_peak_5571",0.101822385,0.621966759,"Bcl11a"
"mecp2_peak_5575",-0.090086995,0.680148445,"Gucy2e"
"mecp2_peak_5577",-0.255535736,0.230683621,"Myo18a"
"mecp2_peak_5578",0.016226832,0.960233795,"Fdxr"
"mecp2_peak_5579",-0.053750316,0.83088099,"Kdm6b"
"mecp2_peak_5580",-0.033037155,0.905843953,"Zbtb4"
"mecp2_peak_5581",-0.04453548,0.862885974,"Tmem132e"
"mecp2_peak_5583",-0.089200042,0.705985783,"Ppm1e"
"mecp2_peak_5584",-0.08953049,0.69211403,"Hspa4"
"mecp2_peak_5585",-0.043264514,0.870089478,"Cbx4"
"mecp2_peak_5586",-0.067138885,0.770555019,"Aatk"
"mecp2_peak_5587",-0.013775885,0.96719242,"Ltc4s"
"mecp2_peak_5588",-0.053572397,0.827766398,"Ntn1"
"mecp2_peak_5589",-0.102851833,0.628368351,"Mdh1"
"mecp2_peak_5589",-0.102851833,0.628368351,"Wdpcp"
"mecp2_peak_5593",-0.041825022,0.874444293,"Prop1"
"mecp2_peak_5595",-0.110036586,0.608585105,"Mapt"
"mecp2_peak_5597",-0.05276448,0.837568685,"Hnf1b"
"mecp2_peak_5598",-0.047249298,0.850928847,"Nlk"
"mecp2_peak_5599",0.062098955,0.788714487,"Pecam1"
"mecp2_peak_5600",-0.061682146,0.798949287,"Faap100"
"mecp2_peak_5601",0.010774503,0.975215967,"Kdm6b"
"mecp2_peak_5602",-0.057976936,0.805316889,"Myadml2"
"mecp2_peak_5603",-0.14967267,0.45530893,"Abcc3"
"mecp2_peak_5604",-0.152380563,0.453959212,"Slc39a11"
"mecp2_peak_5605",0.024950942,0.932437669,"Otx1"
"mecp2_peak_5606",0.029853254,0.915970959,"Mxra7"
"mecp2_peak_5611",-0.054050479,0.82563253,"Elac2"
"mecp2_peak_5612",0.021265132,0.944790881,"Usp32"
"mecp2_peak_5613",-0.223051195,0.292193494,"Cdr2l"
"mecp2_peak_5615",-0.093444637,0.684504534,"Tenm2"
"mecp2_peak_5616",-0.038157095,0.888224572,"Mmp28"
"mecp2_peak_5617",-0.009831823,0.977976749,"Endov"
"mecp2_peak_5620",-0.005874578,0.988202729,"B3gntl1"
"mecp2_peak_5621",-0.021753442,0.943432314,"Rptor"
"mecp2_peak_5622",-0.075521766,0.72818849,"Rbfox3"
"mecp2_peak_5623",-0.153382084,0.429407566,"Bcas3"
"mecp2_peak_5624",-0.153988028,0.415815654,"Septin9"
"mecp2_peak_5625",-0.06811759,0.765035445,"Clec10a"
"mecp2_peak_5626",-0.052292639,0.836616375,"Psmb3"
"mecp2_peak_5629",0.025466056,0.93111926,"Rtn4"
"mecp2_peak_5630",-0.045231913,0.861487465,"Trp53i13"
"mecp2_peak_5630",-0.045231913,0.861487465,"Abhd15"
"mecp2_peak_5631",-0.005936153,0.988089217,"Zfp672"
"mecp2_peak_5631",-0.005936153,0.988089217,"Sh3bp5l"
"mecp2_peak_5632",-0.080980186,0.709447813,"Skap1"
"mecp2_peak_5633",0.717037996,0.006001877,"Rph3al"
"mecp2_peak_5635",-0.003788748,0.992285291,"Slc22a4"
"mecp2_peak_5636",-0.051034765,0.839697995,"Trim7"
"mecp2_peak_5637",-0.136850424,0.504008491,"Wnt3a"
"mecp2_peak_5638",0.148458572,0.48158994,"Dock2"
"mecp2_peak_5638",0.148458572,0.48158994,"Insyn2b"
"mecp2_peak_5641",-0.02467604,0.933182345,"Lrrc75a"
"mecp2_peak_5642",0.062723213,0.790451846,"Rab40b"
"mecp2_peak_5643",-0.050951836,0.840321857,"Sgsh"
"mecp2_peak_5643",-0.050951836,0.840321857,"Slc26a11"
"mecp2_peak_5644",-0.105312734,0.652985471,"Kcnip1"
"mecp2_peak_5646",-0.043858222,0.865480109,"Ubald2"
"mecp2_peak_5648",-0.154489649,0.437185244,"Mnt"
"mecp2_peak_5649",-0.037106148,0.890902037,"Car10"
"mecp2_peak_5651",-0.102239107,0.626270518,"Wdr81"
"mecp2_peak_5654",-0.703950585,0.013247729,"Rnf157"
"mecp2_peak_5656",-0.843421614,0.003105446,"Hlf"
"mecp2_peak_5657",-0.066366196,0.772176423,"Myo15"
"mecp2_peak_5658",0.027074481,0.927257889,"Atp6v0a1"
"mecp2_peak_5660",0.012132632,0.971327311,"Rptor"
"mecp2_peak_5661",-0.932945462,0.007966442,"Abr"
"mecp2_peak_5662",0.001094651,0.997709695,"Slit3"
"mecp2_peak_5663",-0.032172254,0.911552618,"Fzd2"
"mecp2_peak_5664",-0.107969519,0.612184549,"Dnajc7"
"mecp2_peak_5664",-0.107969519,0.612184549,"Nkiras2"
"mecp2_peak_5665",-0.094386992,0.675772988,"Rnf112"
"mecp2_peak_5667",-0.353642582,0.133075554,"Samd14"
"mecp2_peak_5667",-0.353642582,0.133075554,"Pdk2"
"mecp2_peak_5668",-0.023102202,0.939541819,"Wdr45b"
"mecp2_peak_5670",-0.305460818,0.202581813,"Slit3"
"mecp2_peak_5671",-0.047216255,0.859128285,"Camkk1"
"mecp2_peak_5672",-0.036527141,0.893934144,"Tnfaip1"
"mecp2_peak_5672",-0.036527141,0.893934144,"Ift20"
"mecp2_peak_5674",-0.369241418,0.166546653,"Rgs9"
"mecp2_peak_5675",-0.060393095,0.796849596,"Commd1b"
"mecp2_peak_5676",-0.00442935,0.991329043,"Rflnb"
"mecp2_peak_5678",-0.039522793,0.881276837,"Doc2b"
"mecp2_peak_5680",0.332441185,0.135350471,"Ccdc40"
"mecp2_peak_5681",-0.570789052,0.06027154,"Tenm2"
"mecp2_peak_5682",-0.01790255,0.954224956,"Cdk12"
"mecp2_peak_5684",-0.103862138,0.632085319,"Slit3"
"mecp2_peak_5685",-0.055866563,0.817160801,"Tenm2"
"mecp2_peak_5686",-0.021154499,0.945628798,"Ksr1"
"mecp2_peak_5687",0.12156561,0.548289931,"Lyrm9"
"mecp2_peak_5688",-0.019041231,0.950867833,"Mnt"
"mecp2_peak_5689",0.123478786,0.535801708,"Ccdc85a"
"mecp2_peak_5690",-0.051892721,0.832280743,"Rsad1"
"mecp2_peak_5691",-0.053949623,0.823758907,"Tbc1d16"
"mecp2_peak_5692",-0.013845016,0.96658012,"Septin9"
"mecp2_peak_5693",0.143335036,0.489538181,"Tenm2"
"mecp2_peak_5694",-0.080940329,0.707609879,"4930469K13Rik"
"mecp2_peak_5697",0.713798191,0.007195526,"Tns3"
"mecp2_peak_5699",-0.167745627,0.408531981,"Ubtd2"
"mecp2_peak_5700",-0.009548604,0.978748928,"Srcin1"
"mecp2_peak_5702",-0.03514238,0.897359872,"Pdlim4"
"mecp2_peak_5703",-0.018172339,0.9532546,"Brca1"
"mecp2_peak_5703",-0.018172339,0.9532546,"Nbr1"
"mecp2_peak_5705",-0.120280764,0.578741396,"Rundc3a"
"mecp2_peak_5708",0.052913431,0.837260963,"Itgb3"
"mecp2_peak_5709",0.006085302,0.987899291,"Slc43a2"
"mecp2_peak_5711",-0.105372786,0.622810187,"Lsm11"
"mecp2_peak_5712",0.475341662,0.076184737,"Kcnip1"
"mecp2_peak_5714",0.002510301,0.995018492,"Slit3"
"mecp2_peak_5715",0.204839126,0.295831187,"Cobl"
"mecp2_peak_5717",-0.013982122,0.966632733,"Rhbdf2"
"mecp2_peak_5719",-0.05606621,0.817445606,"Phf12"
"mecp2_peak_5720",-0.123940774,0.580012199,"Tlcd1"
"mecp2_peak_5721",-0.132328514,0.534604612,"Rtn4rl1"
"mecp2_peak_5723",0.046066842,0.856776723,"Myo18a"
"mecp2_peak_5724",-0.122762766,0.525894106,"Lif"
"mecp2_peak_5725",-0.029049561,0.919876247,"Gjd3"
"mecp2_peak_5726",-0.056620182,0.818950608,"Mrm1"
"mecp2_peak_5727",-0.018263456,0.953386238,"Lrrc45"
"mecp2_peak_5727",-0.018263456,0.953386238,"Rac3"
"mecp2_peak_5728",-0.16679648,0.465853154,"Ulk2"
"mecp2_peak_5729",-0.051559037,0.840468155,"Ube2g1"
"mecp2_peak_5730",-0.054462208,0.82250216,"Atp10b"
"mecp2_peak_5731",-0.052674341,0.831232497,"Ppp4r3b"
"mecp2_peak_5734",-0.069694872,0.75709463,"Fmnl1"
"mecp2_peak_5735",0.097236375,0.643809115,"Adamts2"
"mecp2_peak_5736",0.230664432,0.272431728,"Asic2"
"mecp2_peak_5737",-0.180058824,0.35838796,"Gaa"
"mecp2_peak_5738",-0.09847561,0.642521547,"Fbf1"
"mecp2_peak_5739",0.026929102,0.926513378,"Arsg"
"mecp2_peak_5740",-0.203469785,0.325739939,"Asic2"
"mecp2_peak_5741",0.026198455,0.928557353,"Ccdc40"
"mecp2_peak_5742",0.068932585,0.764414918,"Arsg"
"mecp2_peak_5743",0.01099494,0.974866644,"Ahsa2"
"mecp2_peak_5744",-0.02273815,0.940137734,"Spred2"
"mecp2_peak_5745",-0.162022937,0.43882213,"Gas2l1"
"mecp2_peak_5746",-0.063989085,0.782866786,"Spred2"
"mecp2_peak_5747",-0.015997907,0.960631306,"Gria1"
"mecp2_peak_5748",-0.073324984,0.75338387,"Osbpl7"
"mecp2_peak_5750",-0.065269235,0.777998884,"4933427D14Rik"
"mecp2_peak_5750",-0.065269235,0.777998884,"Gm43951"
"mecp2_peak_5750",-0.065269235,0.777998884,"Txndc17"
"mecp2_peak_5751",0.007519974,0.984422276,"Urgcp"
"mecp2_peak_5753",0.033532621,0.903439003,"Bptf"
"mecp2_peak_5754",-0.093113708,0.651568431,"Acly"
"mecp2_peak_5755",-0.033875831,0.901985438,"Pgs1"
"mecp2_peak_5756",-0.24732842,0.261308142,"Fstl4"
"mecp2_peak_5757",0.005247616,0.989466277,"Sdk2"
"mecp2_peak_5758",-0.022656199,0.940413132,"Otop2"
"mecp2_peak_5758",-0.022656199,0.940413132,"Ush1g"
"mecp2_peak_5760",-0.005978537,0.987945578,"Kcnj12"
"mecp2_peak_5761",0.02140057,0.944556609,"Arf2"
"mecp2_peak_5762",-0.142834762,0.485309036,"Mpp2"
"mecp2_peak_5763",0.152653145,0.43751909,"Sgca"
"mecp2_peak_5764",-0.100457979,0.638851598,"Slit3"
"mecp2_peak_5766",-0.012958961,0.969027668,"Il9r"
"mecp2_peak_5767",-0.025393601,0.931355136,"Tenm2"
"mecp2_peak_5769",-0.042161201,0.876621337,"Asic2"
"mecp2_peak_5770",0.008822469,0.980646673,"Tbc1d16"
"mecp2_peak_5771",0.299093488,0.147314945,"Bcl11a"
"mecp2_peak_5772",-0.040031019,0.879143933,"Gas7"
"mecp2_peak_5772",-0.040031019,0.879143933,"Glp2r"
"mecp2_peak_5773",-0.214459167,0.279954574,"Cavin1"
"mecp2_peak_5774",-0.041328826,0.874814293,"Camk2b"
"mecp2_peak_5777",-0.570614533,0.032884266,"Emid1"
"mecp2_peak_5778",-0.018566803,0.952207077,"Zfp652"
"mecp2_peak_5778",-0.018566803,0.952207077,"Phospho1"
"mecp2_peak_5779",-0.016666891,0.958643137,"Spag7"
"mecp2_peak_5779",-0.016666891,0.958643137,"Camta2"
"mecp2_peak_5780",-0.029627102,0.916289679,"Map2k6"
"mecp2_peak_5781",-0.072895396,0.747507588,"Myo1d"
"mecp2_peak_5782",0.032678384,0.906624205,"Slit3"
"mecp2_peak_5785",-0.167795423,0.38647918,"Cep131"
"mecp2_peak_5786",-0.056227759,0.823524342,"Fstl4"
"mecp2_peak_5788",0.014290704,0.965315953,"Kif19a"
"mecp2_peak_5789",-0.087417939,0.679833626,"Spns3"
"mecp2_peak_5790",-0.027507573,0.92536574,"Slc39a11"
"mecp2_peak_5791",-0.652520499,0.021199051,"Sdk2"
"mecp2_peak_5792",0.034138234,0.902177632,"Cyth1"
"mecp2_peak_5794",0.009382067,0.979307656,"Snx11"
"mecp2_peak_5795",-0.199427252,0.308201652,"Msi2"
"mecp2_peak_5796",-0.008631079,0.981237983,"Zkscan17"
"mecp2_peak_5797",-0.050247183,0.840595783,"Ntn1"
"mecp2_peak_5798",-0.071194164,0.750691584,"Narf"
"mecp2_peak_5799",-0.328635441,0.116925146,"Stat3"
"mecp2_peak_5800",-0.143135959,0.455111399,"Sec14l1"
"mecp2_peak_5801",0.064531498,0.782538081,"Rnf145"
"mecp2_peak_5802",0.241548955,0.257830906,"Gas7"
"mecp2_peak_5803",-1.097054712,0.000815503,"Rnf157"
"mecp2_peak_5804",-0.080630789,0.711105069,"Faap100"
"mecp2_peak_5805",-0.053298015,0.832831392,"Nxph3"
"mecp2_peak_5806",-0.114864614,0.571381373,"Cbx2"
"mecp2_peak_5808",-0.078814111,0.720933675,"Canx"
"mecp2_peak_5811",0.008177573,0.9823682,"Map3k14"
"mecp2_peak_5812",0.003561375,0.992878299,"P4ha2"
"mecp2_peak_5813",-0.141138933,0.506371666,"Ppia"
"mecp2_peak_5814",-0.021572463,0.943757122,"Rph3al"
"mecp2_peak_5815",0.005513746,0.988906252,"Tbcd"
"mecp2_peak_5818",-0.299616336,0.160949512,"Msi2"
"mecp2_peak_5819",-0.067815667,0.76967489,"Kpnb1"
"mecp2_peak_5821",0.022876448,0.94148981,"Pitpnc1"
"mecp2_peak_5823",-0.014377151,0.965030096,"Cltc"
"mecp2_peak_5825",-0.325135309,0.132108044,"Sparc"
"mecp2_peak_5826",-0.099975123,0.629257253,"Slc1a4"
"mecp2_peak_5828",-0.084106464,0.703869696,"Alox12b"
"mecp2_peak_5829",-0.001673203,0.996470552,"Hnrnph1"
"mecp2_peak_5830",0.014259194,0.965670348,"Mapt"
"mecp2_peak_5831",-0.03140683,0.909861342,"Derl2"
"mecp2_peak_5831",-0.03140683,0.909861342,"Mis12"
"mecp2_peak_5832",-0.024429107,0.936266308,"Igf2bp1"
"mecp2_peak_5833",0.004442915,0.991323722,"Tepsin"
"mecp2_peak_5833",0.004442915,0.991323722,"Ndufaf8"
"mecp2_peak_5835",-0.1205851,0.554910821,"Ewsr1"
"mecp2_peak_5835",-0.1205851,0.554910821,"Rhbdd3"
"mecp2_peak_5836",-0.081318304,0.714160312,"Tnrc6c"
"mecp2_peak_5837",0.420640489,0.062289338,"Stx8"
"mecp2_peak_5838",-0.073658759,0.746255917,"Col23a1"
"mecp2_peak_5840",-0.933245131,0.010030343,"Abr"
"mecp2_peak_5843",-0.036434532,0.896347567,"Tspoap1"
"mecp2_peak_5848",-0.016959564,0.957788679,"Abr"
"mecp2_peak_5852",-0.062072607,0.786323154,"Lgals3bp"
"mecp2_peak_5853",-0.672862008,0.016875763,"P4ha2"
"mecp2_peak_5854",-0.048471726,0.850021609,"Mgat1"
"mecp2_peak_5855",-0.058761795,0.800148854,"Rnf213"
"mecp2_peak_5857",-0.054763911,0.83396657,"Epop"
"mecp2_peak_5858",-0.148700133,0.450685097,"Ccdc47"
"mecp2_peak_5858",-0.148700133,0.450685097,"Ddx42"
"mecp2_peak_5859",-0.1659163,0.415360487,"Rph3al"
"mecp2_peak_5860",-0.172938723,0.439465341,"Tenm2"
"mecp2_peak_5861",0.109238376,0.599838389,"Itgb3"
"mecp2_peak_5863",0.014631801,0.964427316,"Cant1"
"mecp2_peak_5864",0.665129427,0.012658833,"Sgcd"
"mecp2_peak_5867",0.741565682,0.034161753,"Kcnip1"
"mecp2_peak_5868",-0.140743043,0.466029758,"Rab11fip4"
"mecp2_peak_5869",-0.045013121,0.863821448,"Cyb561"
"mecp2_peak_5870",-0.766223715,0.013181597,"Abr"
"mecp2_peak_5871",-0.085205901,0.698649768,"Slc43a2"
"mecp2_peak_5872",-0.005075961,0.989965212,"Slc39a11"
"mecp2_peak_5873",-0.078943433,0.73201756,"Cldn7"
"mecp2_peak_5874",1.962880478,3.67e-09,"Abca13"
"mecp2_peak_5876",1.100977372,0.000223295,"Gria1"
"mecp2_peak_5877",-0.079693584,0.713071712,"Pik3r5"
"mecp2_peak_5878",-0.058203523,0.816374543,"Nefh"
"mecp2_peak_5879",0.058185166,0.80513242,"Pemt"
"mecp2_peak_5880",0.009100318,0.979756869,"Tns3"
"mecp2_peak_5882",-0.10999273,0.597418941,"Per1"
"mecp2_peak_5883",-0.102766918,0.642521547,"Tmem132e"
"mecp2_peak_5884",-0.125796314,0.523842756,"Rnft1"
"mecp2_peak_5885",0.031020713,0.911289616,"Rbfox3"
"mecp2_peak_5886",0.023772418,0.936936006,"Ttyh2"
"mecp2_peak_5889",-0.032205555,0.90675961,"Ctns"
"mecp2_peak_5889",-0.032205555,0.90675961,"Shpk"
"mecp2_peak_5892",-0.013111421,0.968636793,"Cbx8"
"mecp2_peak_5894",-0.092000472,0.65292035,"Doc2b"
"mecp2_peak_5895",-0.265476342,0.269092872,"Grap"
"mecp2_peak_5898",-0.553020794,0.0311724,"B3gnt2"
"mecp2_peak_5899",0.006214512,0.987534098,"Tex19.2"
"mecp2_peak_5900",-0.026838677,0.926176806,"Cyth1"
"mecp2_peak_5904",-0.79082452,0.002796788,"Abr"
"mecp2_peak_5906",-0.093209781,0.654019291,"Rbfox3"
"mecp2_peak_5908",-0.000150376,0.999649116,"Fbxl20"
"mecp2_peak_5911",0.804884606,0.000899207,"Cobl"
"mecp2_peak_5913",-0.27042214,0.195234925,"Rab11fip4"
"mecp2_peak_5914",0.234584744,0.250918282,"Aldh3a1"
"mecp2_peak_5916",0.278714368,0.214412891,"Marchf10"
"mecp2_peak_5917",-0.033637803,0.903742888,"Hs3st3a1"
"mecp2_peak_5918",-0.038471896,0.886753465,"Pitpna"
"mecp2_peak_5920",-0.04591263,0.859128285,"Rasgef1c"
"mecp2_peak_5922",-0.03987099,0.885193033,"Fasn"
"mecp2_peak_5923",0.025433343,0.930656916,"Timp2"
"mecp2_peak_5923",0.025433343,0.930656916,"Cep295nl"
"mecp2_peak_5925",-1.280717904,0.00021514,"Abr"
"mecp2_peak_5926",-0.096846762,0.65262319,"Tmc8"
"mecp2_peak_5927",-0.091765616,0.667373244,"Aftph"
"mecp2_peak_5928",-0.015746456,0.961524049,"Srebf1"
"mecp2_peak_5930",-0.056196224,0.813319251,"Rab37"
"mecp2_peak_5930",-0.056196224,0.813319251,"Slc9a3r1"
"mecp2_peak_5932",-0.004956167,0.990200822,"Mapt"
"mecp2_peak_5933",-0.128874639,0.505346968,"Rbfox3"
"mecp2_peak_5935",0.0101399,0.977055356,"Vstm2a"
"mecp2_peak_5936",-0.021394718,0.944589423,"Rasgef1c"
"mecp2_peak_5937",-0.004852196,0.990456716,"Slc16a6"
"mecp2_peak_5937",-0.004852196,0.990456716,"Arsg"
"mecp2_peak_5941",-0.371943068,0.106990098,"Rap1gap2"
"mecp2_peak_5942",-0.072938369,0.747944997,"Pitpnc1"
"mecp2_peak_5945",0.09176011,0.662741116,"Septin9"
"mecp2_peak_5946",-0.612563352,0.033509272,"B3gnt2"
"mecp2_peak_5947",0.189981823,0.331465672,"Arsg"
"mecp2_peak_5948",-0.071652686,0.75543505,"Fstl4"
"mecp2_peak_5949",0.039907215,0.879204325,"Tbc1d16"
"mecp2_peak_5950",-0.172964765,0.426095541,"Commd1b"
