"peak_id","mecp2_Fold","mecp2_FDR","SYMBOL"
"mecp2_peak_15010",-0.000176989,0.999649116,"Rfx2"
"mecp2_peak_15012",-0.033552894,0.903204575,"Cacna1h"
"mecp2_peak_15013",-0.275296278,0.20396309,"Map3k4"
"mecp2_peak_15014",-0.014657491,0.965107642,"Acat2"
"mecp2_peak_15015",-0.019693584,0.949784706,"Abcc10"
"mecp2_peak_15016",0.118006334,0.562652904,"Ttc7"
"mecp2_peak_15017",0.036851848,0.893805793,"Prr22"
"mecp2_peak_15019",1.572676808,5.32e-08,"Dusp1"
"mecp2_peak_15020",0.029071662,0.919719101,"Pi16"
"mecp2_peak_15021",0.018495232,0.95316171,"Dpp9"
"mecp2_peak_15022",-0.039423579,0.883069783,"Rsph1"
"mecp2_peak_15023",-0.013589978,0.967523413,"Map4k3"
"mecp2_peak_15026",-0.053168933,0.830048673,"Map3k4"
"mecp2_peak_15028",-0.086095256,0.689336686,"Arid1b"
"mecp2_peak_15029",0.07018422,0.759083999,"Clpp"
"mecp2_peak_15030",0.231123797,0.270245646,"Fez2"
"mecp2_peak_15034",-0.023256035,0.938378816,"Rftn1"
"mecp2_peak_15035",0.056119024,0.817171764,"Galnt14"
"mecp2_peak_15036",-0.054792233,0.821863711,"Ppard"
"mecp2_peak_15037",-0.122275827,0.563078543,"Tnxb"
"mecp2_peak_15039",-0.073388517,0.747973373,"Tapbp"
"mecp2_peak_15040",-0.054742668,0.822911081,"Arid1b"
"mecp2_peak_15041",-0.01762728,0.955826746,"Crim1"
"mecp2_peak_15042",-0.044493808,0.862535287,"Prkn"
"mecp2_peak_15043",-0.093285878,0.668933355,"Daam2"
"mecp2_peak_15044",-0.089615749,0.69677012,"Grm4"
"mecp2_peak_15045",-0.193695782,0.343048467,"Rab31"
"mecp2_peak_15046",1.439190314,9.66e-05,"Prkn"
"mecp2_peak_15047",-0.002508262,0.995066715,"Caskin1"
"mecp2_peak_15048",-0.084915481,0.720934271,"Znrf4"
"mecp2_peak_15049",-0.01730662,0.95711018,"Ptx4"
"mecp2_peak_15050",-0.026999076,0.926897738,"Fsd1"
"mecp2_peak_15050",-0.026999076,0.926897738,"Stap2"
"mecp2_peak_15051",0.056191181,0.819336261,"Abcg1"
"mecp2_peak_15052",-0.028011091,0.922330911,"Ptprm"
"mecp2_peak_15053",-0.041783771,0.874647239,"Pigf"
"mecp2_peak_15053",-0.041783771,0.874647239,"Cript"
"mecp2_peak_15054",-0.081976149,0.714994113,"Msh5"
"mecp2_peak_15055",0.022529274,0.941520672,"Brpf3"
"mecp2_peak_15056",-0.100562283,0.639307022,"Pknox1"
"mecp2_peak_15057",-0.109279762,0.616716137,"L3mbtl4"
"mecp2_peak_15058",-0.024289233,0.935014101,"Strn"
"mecp2_peak_15059",0.045359843,0.865307673,"Dact2"
"mecp2_peak_15060",-0.171843503,0.394416895,"Slc22a1"
"mecp2_peak_15061",0.020964163,0.945688916,"Prkn"
"mecp2_peak_15062",0.017671097,0.955756583,"Chtf18"
"mecp2_peak_15065",0.047300976,0.854166684,"Gm28043"
"mecp2_peak_15065",0.047300976,0.854166684,"Cmtr1"
"mecp2_peak_15066",-0.058389706,0.806310725,"Ciao3"
"mecp2_peak_15067",-0.261405132,0.21493743,"Btbd9"
"mecp2_peak_15068",1.63366258,4.43e-07,"Prkn"
"mecp2_peak_15069",0.04534954,0.866023671,"Ptprm"
"mecp2_peak_15070",0.011365994,0.973608257,"Ppil1"
"mecp2_peak_15072",-0.192382503,0.366324146,"Prss22"
"mecp2_peak_15073",-0.021522069,0.944295484,"Clcn7"
"mecp2_peak_15075",-0.036630691,0.892322896,"Ptprm"
"mecp2_peak_15076",-0.020000614,0.948906848,"Alk"
"mecp2_peak_15078",-0.053414347,0.827081571,"Zbtb14"
"mecp2_peak_15079",0.045985449,0.861443204,"Rnf39"
"mecp2_peak_15080",-0.052589878,0.834006735,"Abca3"
"mecp2_peak_15084",-1.034598943,0.003050037,"Glp1r"
"mecp2_peak_15087",-0.068278688,0.772426953,"Tead3"
"mecp2_peak_15088",-0.20545798,0.342342444,"Alkbh7"
"mecp2_peak_15090",-0.053649193,0.830274909,"Pacsin1"
"mecp2_peak_15093",-0.096824348,0.67170102,"Col11a2"
"mecp2_peak_15095",-0.046034468,0.858483025,"Cpne5"
"mecp2_peak_15096",0.006782785,0.986086852,"Igfals"
"mecp2_peak_15097",-0.003946011,0.991912996,"Ttc7"
"mecp2_peak_15098",-0.03856907,0.886575228,"Prss33"
"mecp2_peak_15100",-0.066929873,0.777359271,"Ilrun"
"mecp2_peak_15103",-0.121756402,0.573149521,"Rab5a"
"mecp2_peak_15104",-0.062630682,0.794364704,"Tomm6"
"mecp2_peak_15104",-0.062630682,0.794364704,"Gm21981"
"mecp2_peak_15104",-0.062630682,0.794364704,"Prickle4"
"mecp2_peak_15104",-0.062630682,0.794364704,"Frs3"
"mecp2_peak_15105",0.040667763,0.877173095,"Pacrg"
"mecp2_peak_15106",-0.005815696,0.988431128,"Lrfn2"
"mecp2_peak_15107",-0.438940201,0.134019294,"Fbxl17"
"mecp2_peak_15109",-0.106735777,0.614783904,"Bicdl2"
"mecp2_peak_15110",0.03190686,0.908764285,"Zscan10"
"mecp2_peak_15111",-0.055547588,0.822114418,"U2af1"
"mecp2_peak_15112",-0.047684136,0.853308245,"Pde10a"
"mecp2_peak_15116",-0.080184983,0.721501228,"Alk"
"mecp2_peak_15119",0.019842502,0.949658646,"Anks1"
"mecp2_peak_15120",-0.103395872,0.637384087,"Ptprm"
"mecp2_peak_15121",-0.183586862,0.387317173,"Rps6ka2"
"mecp2_peak_15122",0.021330309,0.945049842,"Prkn"
"mecp2_peak_15124",1.612445342,3.78e-09,"Runx2"
"mecp2_peak_15125",-0.141965303,0.490350606,"Klc4"
"mecp2_peak_15125",-0.141965303,0.490350606,"Mrpl2"
"mecp2_peak_15126",-0.000817179,0.998184183,"Alk"
"mecp2_peak_15127",-0.045604948,0.859562356,"Epb41l3"
"mecp2_peak_15128",-0.074626268,0.736415678,"Anks1"
"mecp2_peak_15129",0.022546615,0.941813963,"Kat2b"
"mecp2_peak_15130",-0.059126853,0.809175252,"Sh3gl1"
"mecp2_peak_15134",-0.071889709,0.752718889,"Ypel5"
"mecp2_peak_15135",-0.404831207,0.067874027,"Slc8a1"
"mecp2_peak_15136",-0.064522132,0.785585568,"Tfeb"
"mecp2_peak_15137",-0.141383778,0.491913761,"Rgmb"
"mecp2_peak_15138",-0.061010097,0.798266062,"Caskin1"
"mecp2_peak_15139",-0.030943951,0.9120411,"Abcg1"
"mecp2_peak_15141",1.500014306,6.92e-08,"Fez2"
"mecp2_peak_15142",-0.007119886,0.985388714,"Tmem151b"
"mecp2_peak_15143",0.042001013,0.874954724,"Mta3"
"mecp2_peak_15145",-0.074163509,0.740111545,"Cpne5"
"mecp2_peak_15147",-0.092298888,0.670587675,"Vars2"
"mecp2_peak_15148",-0.053528237,0.828889092,"Gm49909"
"mecp2_peak_15148",-0.053528237,0.828889092,"Myl12a"
"mecp2_peak_15148",-0.053528237,0.828889092,"Myom1"
"mecp2_peak_15149",-0.029401455,0.916985697,"Pde9a"
"mecp2_peak_15151",-0.024322016,0.935007007,"Rps6ka2"
"mecp2_peak_15152",0.007187926,0.985165835,"Pi16"
"mecp2_peak_15153",-0.098351463,0.664343733,"Cpne5"
"mecp2_peak_15154",-0.148685995,0.466780102,"Ip6k3"
"mecp2_peak_15155",-0.110103403,0.612901666,"Srsf7"
"mecp2_peak_15155",-0.110103403,0.612901666,"Ttc39d"
"mecp2_peak_15157",-0.075831203,0.742063511,"Calm2"
"mecp2_peak_15159",0.078129711,0.72546688,"Fbxl17"
"mecp2_peak_15160",-0.132705245,0.554834078,"Rab11fip3"
"mecp2_peak_15163",0.03083935,0.912021646,"Twsg1"
"mecp2_peak_15164",-0.108811628,0.62412276,"Zfand3"
"mecp2_peak_15165",-0.234746973,0.273368945,"Ppard"
"mecp2_peak_15166",0.100037629,0.650051002,"Btbd9"
"mecp2_peak_15167",-0.060884142,0.795928846,"H2-K1"
"mecp2_peak_15168",1.101531982,0.000319354,"Satb1"
"mecp2_peak_15169",-0.005847508,0.988375374,"Itpr3"
"mecp2_peak_15173",0.002146144,0.995734905,"Tnfrsf21"
"mecp2_peak_15176",-0.066107188,0.779341653,"Mapk14"
"mecp2_peak_15177",0.076318811,0.741154644,"Map3k4"
"mecp2_peak_15179",-0.13375509,0.508027893,"Alk"
"mecp2_peak_15180",0.00745365,0.984374849,"Fbxl16"
"mecp2_peak_15182",-0.011595293,0.975965133,"Tdrd6"
"mecp2_peak_15183",-0.033352985,0.904044986,"Tff1"
"mecp2_peak_15184",-0.163850939,0.413387793,"Mapk8ip3"
"mecp2_peak_15186",-0.104198658,0.618230517,"Stpg4"
"mecp2_peak_15187",-0.017367196,0.956581729,"Spaca6"
"mecp2_peak_15188",-0.03353748,0.902664727,"Ccnf"
"mecp2_peak_15189",-0.186756056,0.330996796,"Prkce"
"mecp2_peak_15190",-0.095874921,0.658697907,"Lrfn2"
"mecp2_peak_15191",0.011370684,0.973905249,"Cryaa"
"mecp2_peak_15192",-0.106415549,0.621156075,"Abhd16a"
"mecp2_peak_15193",0.041805277,0.877667335,"Ptprm"
"mecp2_peak_15195",-0.947781091,0.002605265,"Prkn"
"mecp2_peak_15196",-0.029022147,0.919094669,"Cdc5l"
"mecp2_peak_15197",0.075177497,0.731885573,"Rhoq"
"mecp2_peak_15199",-0.251342846,0.232411374,"Prkce"
"mecp2_peak_15200",0.01717339,0.957087356,"Pacrg"
"mecp2_peak_15201",0.050752774,0.845814199,"Slc8a1"
"mecp2_peak_15202",-0.100665604,0.625240822,"Epb41l3"
"mecp2_peak_15203",-0.025847244,0.930316391,"Mtch1"
"mecp2_peak_15204",0.003221863,0.993753849,"Gm17657"
"mecp2_peak_15204",0.003221863,0.993753849,"Tmem217"
"mecp2_peak_15204",0.003221863,0.993753849,"Tbc1d22b"
"mecp2_peak_15205",0.040738476,0.880817126,"Ptprm"
"mecp2_peak_15206",-0.210999931,0.305113703,"Fam98a"
"mecp2_peak_15208",0.010714254,0.975456444,"Cdsn"
"mecp2_peak_15209",-0.104927988,0.630476176,"Ranbp3"
"mecp2_peak_15211",-0.151057999,0.489548926,"Msh6"
"mecp2_peak_15213",-0.065052285,0.780506459,"Hdgfl2"
"mecp2_peak_15214",0.002924711,0.994092053,"Akap8l"
"mecp2_peak_15215",-0.004237843,0.991485779,"Anks1"
"mecp2_peak_15216",-0.495407133,0.088928541,"Rftn1"
"mecp2_peak_15217",0.002456459,0.995092087,"Glo1"
"mecp2_peak_15218",0.216502602,0.307299484,"Map4k3"
"mecp2_peak_15220",-0.153562375,0.472704782,"Ptprm"
"mecp2_peak_15222",0.504724118,0.049535108,"Ptprm"
"mecp2_peak_15223",-0.098817521,0.638573847,"Kremen2"
"mecp2_peak_15228",-0.053153005,0.834076326,"Sod2"
"mecp2_peak_15229",-0.068159428,0.763920504,"Tdrd6"
"mecp2_peak_15230",-0.11027848,0.60000244,"Atp6v0c"
"mecp2_peak_15231",-0.094363595,0.657660627,"Lrpprc"
"mecp2_peak_15232",-0.009442401,0.978935326,"Pabpc6"
"mecp2_peak_15234",-0.421410099,0.07125965,"Anks1"
"mecp2_peak_15235",-0.002583483,0.99485968,"Srd5a2"
"mecp2_peak_15236",0.017030973,0.957513809,"Ptk7"
"mecp2_peak_15237",-0.145619312,0.446510135,"Hspa1l"
"mecp2_peak_15238",-0.156992344,0.441703273,"Pkd1"
"mecp2_peak_15240",0.244284767,0.233340737,"Mdga1"
"mecp2_peak_15241",-0.197125902,0.351068041,"Arhgdig"
"mecp2_peak_15241",-0.197125902,0.351068041,"Rgs11"
"mecp2_peak_15243",1.017814772,0.000421634,"Prkn"
"mecp2_peak_15244",0.009925171,0.977532364,"Ptprs"
"mecp2_peak_15246",-0.050632749,0.842718259,"Tnfaip8l1"
"mecp2_peak_15247",-0.094853931,0.661729487,"Kdm4b"
"mecp2_peak_15248",-0.007433226,0.984303009,"Mllt1"
"mecp2_peak_15250",-0.1523997,0.447694961,"Pde10a"
"mecp2_peak_15251",-0.023857469,0.937598884,"Alk"
"mecp2_peak_15253",0.009610258,0.978935326,"Zfp13"
"mecp2_peak_15255",-0.214791279,0.321562641,"Btbd9"
"mecp2_peak_15258",-0.039758427,0.88272713,"Nubp2"
"mecp2_peak_15258",-0.039758427,0.88272713,"Spsb3"
"mecp2_peak_15259",-0.012546687,0.970438575,"Vmac"
"mecp2_peak_15259",-0.012546687,0.970438575,"Ndufa11"
"mecp2_peak_15262",0.003019891,0.994060093,"Prss28"
"mecp2_peak_15268",-0.037049669,0.890295379,"Fkbp5"
"mecp2_peak_15270",-0.14312806,0.515949332,"Kank3"
"mecp2_peak_15272",-0.141150225,0.499621285,"C2"
"mecp2_peak_15272",-0.141150225,0.499621285,"Zbtb12"
"mecp2_peak_15273",0.054656356,0.825663794,"Ptprm"
"mecp2_peak_15274",-0.086424565,0.691736008,"Neurl1b"
"mecp2_peak_15275",-0.057575221,0.81245942,"Mtch1"
"mecp2_peak_15276",-0.050316158,0.839226956,"Tnxb"
"mecp2_peak_15277",0.024704393,0.93429775,"H2-T23"
"mecp2_peak_15278",-0.097502405,0.660509507,"Socs5"
"mecp2_peak_15281",1.764527454,8.65e-07,"Prkn"
"mecp2_peak_15282",-0.020748689,0.947015711,"Wtap"
"mecp2_peak_15283",-0.099154954,0.655345329,"Ccdc167"
"mecp2_peak_15284",-0.148887869,0.488515308,"Mrpl18"
"mecp2_peak_15284",-0.148887869,0.488515308,"Tcp1"
"mecp2_peak_15285",-0.076511025,0.737341955,"Rgl2"
"mecp2_peak_15286",-0.075445681,0.732498277,"Clps"
"mecp2_peak_15288",-0.117817662,0.59696158,"Prkn"
"mecp2_peak_15289",0.424883725,0.090059673,"Capn13"
"mecp2_peak_15290",-0.054723036,0.826076124,"Alk"
"mecp2_peak_15292",-0.038520699,0.891727011,"Prkn"
"mecp2_peak_15293",-0.152871644,0.457221623,"Prkn"
"mecp2_peak_15294",-0.05969021,0.804956493,"Arid1b"
"mecp2_peak_15295",0.001270596,0.997246633,"Epb41l3"
"mecp2_peak_15297",-0.007583955,0.98403533,"Pou5f1"
"mecp2_peak_15298",0.00731771,0.984807549,"Prkn"
"mecp2_peak_15300",-0.072361431,0.749103943,"Kif6"
"mecp2_peak_15301",0.040872683,0.876858157,"Man2a1"
"mecp2_peak_15302",-0.032258913,0.90694642,"Spaca6"
"mecp2_peak_15303",0.125989402,0.52461413,"Thbs2"
"mecp2_peak_15304",-0.072409239,0.752772899,"Pkd1"
"mecp2_peak_15306",-0.028172238,0.923560255,"Stub1"
"mecp2_peak_15307",-0.185451527,0.363021149,"Prkce"
"mecp2_peak_15308",0.021683899,0.943775033,"Tbc1d5"
"mecp2_peak_15309",-0.054337846,0.827242304,"Ppard"
"mecp2_peak_15310",-0.019994849,0.948660275,"Tjap1"
"mecp2_peak_15312",0.958572633,0.000304329,"Tiam2"
"mecp2_peak_15315",0.000516125,0.998787829,"Slc8a1"
"mecp2_peak_15317",-0.01133357,0.973622944,"Prkn"
"mecp2_peak_15318",-0.050546361,0.841279307,"Tfeb"
"mecp2_peak_15319",-0.069881509,0.755417615,"Arhgef33"
"mecp2_peak_15321",-0.216740074,0.309484742,"H2-D1"
"mecp2_peak_15322",0.025112916,0.932713476,"Abcg5"
"mecp2_peak_15322",0.025112916,0.932713476,"Abcg8"
"mecp2_peak_15323",-0.022161134,0.942109775,"Plcl2"
"mecp2_peak_15324",-0.072087051,0.759325264,"Traf7"
"mecp2_peak_15325",-0.057209624,0.806940216,"Pde10a"
"mecp2_peak_15326",-0.989648449,0.005421127,"Fbxl17"
"mecp2_peak_15328",-0.301748876,0.227110699,"Lrfn2"
"mecp2_peak_15329",-0.034830235,0.897359872,"Pacrg"
"mecp2_peak_15329",-0.034830235,0.897359872,"Prkn"
"mecp2_peak_15331",0.039272342,0.883004152,"Btbd9"
"mecp2_peak_15333",-0.095725353,0.652592704,"Zfp959"
"mecp2_peak_15334",-0.203370045,0.402132086,"Slc8a1"
"mecp2_peak_15335",-0.023899516,0.937032948,"Kif6"
"mecp2_peak_15336",-0.116923406,0.57705516,"Epas1"
"mecp2_peak_15337",-0.031841811,0.909526221,"Thoc6"
"mecp2_peak_15337",-0.031841811,0.909526221,"Hcfc1r1"
"mecp2_peak_15337",-0.031841811,0.909526221,"Tnfrsf12a"
"mecp2_peak_15338",-0.049237496,0.847294368,"Gm7030"
"mecp2_peak_15340",-0.048149235,0.846891818,"Prepl"
"mecp2_peak_15340",-0.048149235,0.846891818,"Camkmt"
"mecp2_peak_15341",-0.061577659,0.792237827,"Plcl2"
"mecp2_peak_15343",-0.061921295,0.789462506,"Lmf1"
"mecp2_peak_15345",1.391241775,1.95e-05,"Ptchd4"
"mecp2_peak_15349",0.104250059,0.627855328,"Cdkn1a"
"mecp2_peak_15350",-0.035957786,0.894021369,"Tcte2"
"mecp2_peak_15352",-0.006682885,0.98623841,"Cdc42ep3"
"mecp2_peak_15353",-0.101306471,0.639093052,"Alk"
"mecp2_peak_15354",-0.007591815,0.984133583,"Dusp1"
"mecp2_peak_15354",-0.007591815,0.984133583,"Ergic1"
"mecp2_peak_15355",-0.156291787,0.447654769,"Sema6b"
"mecp2_peak_15357",0.865527149,0.002510653,"Synj2"
"mecp2_peak_15358",-0.13675732,0.494133258,"Foxp4"
"mecp2_peak_15359",0.023104199,0.940392581,"Uhrf1bp1"
"mecp2_peak_15361",-0.080700992,0.741976749,"Slc8a1"
"mecp2_peak_15362",-0.080915897,0.712929842,"Brd4"
"mecp2_peak_15363",-0.083434952,0.699197843,"Fam234a"
"mecp2_peak_15364",0.871766473,0.044900096,"Prkn"
"mecp2_peak_15365",-0.007511373,0.984422276,"Mslnl"
"mecp2_peak_15366",0.004108754,0.991629567,"Slc37a1"
"mecp2_peak_15367",-0.030465182,0.915781076,"Stk19"
"mecp2_peak_15367",-0.030465182,0.915781076,"Dxo"
"mecp2_peak_15368",-0.249828435,0.229843229,"Togaram2"
"mecp2_peak_15369",-0.023761899,0.936394612,"Traf7"
"mecp2_peak_15369",-0.023761899,0.936394612,"Rab26"
"mecp2_peak_15371",1.539670397,0.000110676,"Ptchd4"
"mecp2_peak_15372",-0.309796521,0.139287695,"Glp1r"
"mecp2_peak_15373",-0.045853358,0.859020127,"Dnah8"
"mecp2_peak_15374",-0.029784526,0.9154211,"Cdkn1a"
"mecp2_peak_15375",-0.027577173,0.924236806,"Crip3"
"mecp2_peak_15378",-0.431186172,0.075051858,"Fam120b"
"mecp2_peak_15380",-0.013943869,0.966285313,"Tmem63b"
"mecp2_peak_15381",-0.000411661,0.999089546,"Clip4"
"mecp2_peak_15382",0.040145042,0.879632985,"Mdga1"
"mecp2_peak_15383",-0.015622909,0.962060038,"Fbxl17"
"mecp2_peak_15384",-0.107967954,0.599259342,"Map3k4"
"mecp2_peak_15385",-0.059840443,0.800217602,"Gm17949"
"mecp2_peak_15386",-0.044697178,0.862373068,"Pja2"
"mecp2_peak_15387",-0.008586196,0.981237983,"Synj2"
"mecp2_peak_15388",-0.049490938,0.844091468,"Ptprm"
"mecp2_peak_15392",-0.182422044,0.369102014,"Alk"
"mecp2_peak_15393",-0.161510126,0.397353141,"Scube3"
"mecp2_peak_15394",-0.115954332,0.583266641,"Lbh"
"mecp2_peak_15395",-0.09240214,0.65050638,"Tmem178"
"mecp2_peak_15396",-0.280920697,0.173925365,"Ilrun"
"mecp2_peak_15397",-0.025789524,0.930316391,"Cuta"
"mecp2_peak_15398",-0.078819541,0.736091864,"Notch4"
"mecp2_peak_15400",-0.064398047,0.778081875,"Ptprm"
"mecp2_peak_15403",0.460623745,0.088904306,"Alk"
"mecp2_peak_15404",0.006258196,0.987521679,"Tnfrsf21"
"mecp2_peak_15405",0.111181916,0.595773606,"Mdga1"
"mecp2_peak_15406",-0.079717332,0.72706318,"Tbc1d24"
"mecp2_peak_15407",0.053537858,0.830993692,"Alk"
"mecp2_peak_15408",-0.076754409,0.724775321,"Kdm4b"
"mecp2_peak_15409",0.171641797,0.388964181,"Gm28043"
"mecp2_peak_15409",0.171641797,0.388964181,"Cmtr1"
"mecp2_peak_15410",-0.027711219,0.923902582,"Dlgap1"
"mecp2_peak_15412",-0.012480261,0.970505965,"Akap8"
"mecp2_peak_15412",-0.012480261,0.970505965,"Akap8l"
"mecp2_peak_15414",-0.045522861,0.859128285,"Kcnk12"
"mecp2_peak_15415",-0.081069212,0.709677479,"Alk"
"mecp2_peak_15416",-0.151706203,0.464097931,"Mdga1"
"mecp2_peak_15417",0.007376001,0.984422276,"Grm4"
"mecp2_peak_15418",-0.146760252,0.506526475,"Rftn1"
"mecp2_peak_15419",-0.081524053,0.701774631,"Cox7a2l"
"mecp2_peak_15420",-0.798530697,0.007765421,"Supt3"
"mecp2_peak_15421",-0.153425038,0.423163093,"Prkce"
"mecp2_peak_15422",-0.265397786,0.247552569,"Fbxl17"
"mecp2_peak_15423",-0.010026309,0.977455497,"Ehmt2"
"mecp2_peak_15425",-0.012908544,0.969504769,"Tmem63b"
"mecp2_peak_15425",-0.012908544,0.969504769,"Mrpl14"
"mecp2_peak_15426",-0.09298805,0.675033902,"Vapa"
"mecp2_peak_15427",-0.002093772,0.995834116,"Gm50367"
"mecp2_peak_15427",-0.002093772,0.995834116,"Metrn"
"mecp2_peak_15429",-0.360354384,0.157275171,"Btbd9"
"mecp2_peak_15431",0.019166224,0.950596288,"Mocs1"
"mecp2_peak_15432",0.043107196,0.871515948,"Brd2"
"mecp2_peak_15432",0.043107196,0.871515948,"H2-DMa"
"mecp2_peak_15433",-0.001149393,0.997649875,"Daam2"
"mecp2_peak_15434",-0.008651805,0.981094894,"Fndc1"
"mecp2_peak_15435",-0.00543093,0.989004032,"Ttc7"
"mecp2_peak_15436",0.249719114,0.204424072,"Synj2"
"mecp2_peak_15437",0.059338884,0.804286964,"Prkn"
"mecp2_peak_15439",-0.075338168,0.745447923,"Lonp1"
"mecp2_peak_15439",-0.075338168,0.745447923,"Catsperd"
"mecp2_peak_15440",-0.010040433,0.977451562,"Alk"
"mecp2_peak_15441",0.074361585,0.72929556,"Rps6ka2"
"mecp2_peak_15442",-0.246184983,0.27678812,"Supt3"
"mecp2_peak_15443",-0.114874892,0.579310941,"Prkce"
"mecp2_peak_15447",-0.063629064,0.781631779,"Prkce"
"mecp2_peak_15448",-0.043481026,0.867006569,"Ptprm"
"mecp2_peak_15449",-0.005976996,0.988267426,"Rpl10a"
"mecp2_peak_15451",0.013049287,0.969027668,"Smchd1"
"mecp2_peak_15452",-0.014925616,0.963995933,"Brpf3"
"mecp2_peak_15454",-0.008904175,0.980412534,"Atat1"
"mecp2_peak_15454",-0.008904175,0.980412534,"Mrps18b"
"mecp2_peak_15455",-0.075243524,0.73374033,"Ube2i"
"mecp2_peak_15456",-0.007157585,0.985297252,"Btbd9"
"mecp2_peak_15457",0.035991384,0.895148739,"Ccdc154"
"mecp2_peak_15457",0.035991384,0.895148739,"Gm38655"
"mecp2_peak_15458",-0.1986511,0.309715367,"Btbd9"
"mecp2_peak_15459",0.017995973,0.954599301,"Mpnd"
"mecp2_peak_15460",-0.033476876,0.903439003,"Paqr4"
"mecp2_peak_15462",-0.003803057,0.992213273,"Clic5"
"mecp2_peak_15465",1.598438674,7.45e-08,"Prkn"
"mecp2_peak_15466",0.114501009,0.578799365,"L3mbtl4"
"mecp2_peak_15467",-0.081106386,0.715736927,"Zfp523"
"mecp2_peak_15468",-0.124508052,0.574461801,"Lrfn2"
"mecp2_peak_15469",-0.032311443,0.909534725,"Gabbr1"
"mecp2_peak_15470",-0.053916727,0.823821996,"Ppp2r1a"
"mecp2_peak_15471",-0.035825552,0.895813881,"Slc25a23"
"mecp2_peak_15471",-0.035825552,0.895813881,"Crb3"
"mecp2_peak_15472",-0.133380656,0.538715796,"Cul7"
"mecp2_peak_15473",-0.106248895,0.617166816,"Ptprs"
"mecp2_peak_15474",-0.047337192,0.849752085,"Rab12"
"mecp2_peak_15475",-0.035006493,0.899247974,"E4f1"
"mecp2_peak_15475",-0.035006493,0.899247974,"Pgp"
"mecp2_peak_15477",-0.03918934,0.883780853,"Uhrf1bp1"
"mecp2_peak_15481",-0.219400698,0.332987222,"Rps6ka2"
"mecp2_peak_15484",-0.001762995,0.996242385,"Brpf3"
"mecp2_peak_15485",0.058992351,0.800978622,"Epb41l3"
"mecp2_peak_15487",-0.016135498,0.960763597,"Ptk7"
"mecp2_peak_15488",0.133136342,0.501972701,"Tiam2"
"mecp2_peak_15489",0.060747858,0.795762367,"Ticam1"
"mecp2_peak_15490",-0.160148704,0.461449887,"Glp1r"
"mecp2_peak_15491",-0.425177585,0.183279724,"Btbd9"
"mecp2_peak_15492",1.111781502,0.000106407,"Efna5"
"mecp2_peak_15493",-0.006518853,0.986693824,"Cacna1h"
"mecp2_peak_15494",-0.914934286,0.002103322,"Pde10a"
"mecp2_peak_15495",-0.391112526,0.09546615,"Psmb8"
"mecp2_peak_15495",-0.391112526,0.09546615,"Tap2"
"mecp2_peak_15496",-0.024857023,0.932713476,"Ezr"
"mecp2_peak_15498",-0.10451922,0.642123638,"Grm4"
"mecp2_peak_15499",-0.179854546,0.344642553,"Btbd9"
"mecp2_peak_15500",-0.033333332,0.905023194,"Daxx"
"mecp2_peak_15501",-0.058276854,0.810287613,"Itpr3"
"mecp2_peak_15503",-0.00057631,0.998741639,"Tbcc"
"mecp2_peak_15504",0.073679016,0.754271,"Fbxl17"
"mecp2_peak_15505",-0.16194386,0.431376389,"Lrfn2"
"mecp2_peak_15506",-0.057447192,0.811324507,"Abcg8"
"mecp2_peak_15507",-0.068159533,0.804744227,"Pigf"
"mecp2_peak_15508",1.836151265,3.2e-11,"Ttc7"
"mecp2_peak_15509",-0.111566671,0.590328432,"Ezr"
"mecp2_peak_15511",-0.045853231,0.859128285,"Klhdc3"
"mecp2_peak_15511",-0.045853231,0.859128285,"Mea1"
"mecp2_peak_15512",-0.025638768,0.930037342,"Alk"
"mecp2_peak_15513",-0.002750225,0.994392658,"Chtf18"
"mecp2_peak_15513",-0.002750225,0.994392658,"Rpusd1"
"mecp2_peak_15516",0.039059815,0.884100393,"Pnpla1"
"mecp2_peak_15518",-0.059468796,0.802204291,"Ptprm"
"mecp2_peak_15519",-0.062524075,0.792307474,"Alk"
"mecp2_peak_15520",-1.060380893,0.000856913,"Btbd9"
"mecp2_peak_15521",0.021527175,0.944058751,"Ttc7"
"mecp2_peak_15522",-0.044187158,0.862794668,"Prkce"
"mecp2_peak_15523",0.005793921,0.988375374,"Togaram2"
"mecp2_peak_15524",-0.165584512,0.435675895,"Mdga1"
"mecp2_peak_15525",-0.100321056,0.639605749,"Birc6"
"mecp2_peak_15527",-0.111221521,0.638705633,"Mapk13"
"mecp2_peak_15528",0.040234385,0.881261472,"Rftn1"
"mecp2_peak_15530",-0.145682432,0.464371361,"Emilin2"
"mecp2_peak_15531",-1.155929851,2.4e-05,"Anks1"
"mecp2_peak_15532",-0.732898576,0.005182629,"Togaram2"
"mecp2_peak_15533",-0.033212864,0.906499627,"Lrfn2"
"mecp2_peak_15534",-0.065420499,0.773711241,"Rsph1"
"mecp2_peak_15535",0.02716682,0.925526739,"Prkn"
"mecp2_peak_15536",-0.004156729,0.991589954,"Zdhhc14"
"mecp2_peak_15538",0.260843939,0.2056426,"Smoc2"
"mecp2_peak_15539",0.284748409,0.241951376,"Efna5"
"mecp2_peak_15540",-0.091689809,0.666603676,"Prkce"
"mecp2_peak_15541",-0.021554903,0.943757122,"Map3k4"
"mecp2_peak_15542",0.224114676,0.305011476,"Rftn1"
