"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050807","regulation of synapse organization","15/70","251/6169",0.0597609561752988,5.26664769493455,7.39312501488861,8.86732861380808e-08,8.78062822559131e-05,8.33597030748559e-05,"Adgrl2/Cacna2d3/Disc1/Dlg5/Dock4/Elavl2/Farp1/Igsf11/Ngef/Nrp2/Prickle2/Ptk2/Rapgef2/Sipa1l1/Tpbg",15
"GO:0050803","regulation of synapse structure or activity","15/70","254/6169",0.0590551181102362,5.20444319460067,7.33060567713983,1.03789931744578e-07,8.78062822559131e-05,8.33597030748559e-05,"Adgrl2/Cacna2d3/Disc1/Dlg5/Dock4/Elavl2/Farp1/Igsf11/Ngef/Nrp2/Prickle2/Ptk2/Rapgef2/Sipa1l1/Tpbg",15
"GO:1901888","regulation of cell junction assembly","12/70","200/6169",0.06,5.28771428571429,6.60361784450075,1.97595529907226e-06,0.00111443878867676,0.00105800273206466,"Adgrl2/Dlg5/Dock4/Elavl2/Farp1/Igsf11/Limch1/Prickle2/Ptk2/Rapgef2/Sipa1l1/Tpbg",12
"GO:0051963","regulation of synapse assembly","10/70","141/6169",0.0709219858156028,6.25025329280648,6.75608455563185,3.47914371655339e-06,0.00147167779210208,0.00139715087143697,"Adgrl2/Dlg5/Dock4/Elavl2/Farp1/Igsf11/Prickle2/Ptk2/Sipa1l1/Tpbg",10
"GO:0050808","synapse organization","15/70","414/6169",0.036231884057971,3.19306418219462,4.94903738348686,4.61179500178499e-05,0.0156063142860404,0.0148159982583661,"Adgrl2/Cacna2d3/Disc1/Dlg5/Dock4/Elavl2/Farp1/Igsf11/Ngef/Nrp2/Prickle2/Ptk2/Rapgef2/Sipa1l1/Tpbg",15
"GO:0007416","synapse assembly","10/70","200/6169",0.05,4.40642857142857,5.24632729733192,7.44431370679458e-05,0.0209929646531607,0.0199298644150325,"Adgrl2/Dlg5/Dock4/Elavl2/Farp1/Igsf11/Prickle2/Ptk2/Sipa1l1/Tpbg",10
