"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant"
"Hecw2",-0.021664325,0.943542877,0,1,FALSE,0.267728406645454,0.05700096,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Heg1",2.08804358508988,3.47e-23,4,6,TRUE,1.03341462998068,1.69e-20,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Helb",-0.0421388786669084,0.798744895,0,4,FALSE,-0.138654217467026,0.425025061,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hey1",0.031173339,0.91183155,0,1,FALSE,0.286992988,0.066192013,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Heyl",-0.139986419,0.487915125,0,1,FALSE,-0.811554408,5.74e-07,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hgd",1.97002510952609,1.27e-15,4,4,TRUE,1.33127030122751,4.47e-45,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hhatl",-0.043481644,0.866575768,0,1,FALSE,-0.392163780735447,0.002648002,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hhipl1",-0.147639072,0.448131448,0,1,FALSE,-0.366647711907874,0.005308163,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hif1a",0.727343837317966,9.61e-05,1,10,TRUE,0.805716148470444,4.29e-17,5,11,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hipk2",-0.342120389293161,0.039247874,1,10,TRUE,0.0486735912751873,0.009143355,4,9,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Hivep1",-0.107203097220268,0.564293916,0,2,FALSE,0.805979161496722,8.54e-13,3,5,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hivep2",-0.023865755,0.936141455,0,1,FALSE,0.282248599711142,9.74e-06,4,5,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hivep3",0.182117449397389,0.003120599,2,20,TRUE,0.345412928482798,2.29e-13,10,24,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hk2",1.04194271194576,7.11e-05,1,4,TRUE,0.7780446745002,2.45e-11,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hlcs",-0.435964076341435,0.000211874,3,11,TRUE,0.425469155886631,7.9e-09,3,4,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Hlf",-0.644464028370736,0.003105446,2,4,TRUE,-0.295590125920134,0.00475353,2,2,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Hmcn1",2.92809236513757,3.66e-22,4,6,TRUE,1.49310284039095,9.72e-74,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hmcn2",-0.108716556407937,0.398196964,0,5,FALSE,-0.364097067133802,0.000101758,2,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hmg20a",-0.0196116192690745,0.804881354,0,2,FALSE,0.0944523295914644,0.408340878,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hmgb4",-0.730544987285209,0.002793485,4,7,TRUE,-0.795671658361266,3.8e-14,2,2,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Hmgb4os",-0.990738869409571,0.000104054,7,12,TRUE,-0.809734685802203,9.01e-10,8,9,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Hmgcs1",0.032299015,0.906624205,0,1,FALSE,0.413315115,0.000110772,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Hnrnpa1l2-ps2",0.60811438531013,0.063683813,0,3,FALSE,0.60305400794423,3.05e-06,3,5,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Hnrnpa3",0.102162575406227,0.606168188,0,2,FALSE,0.602826461169252,2.8e-15,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Homer2",-0.297718914431378,0.017803677,1,17,TRUE,-0.128006184966155,0.000910443,4,13,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Hopx",0.561830735488378,0.01401639,1,2,TRUE,0.596339059793089,5.84e-11,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hpcal1",0.516688375365631,0.014180995,1,11,TRUE,0.447004067276846,0.000137651,3,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hps1",-0.0792735875474832,0.705420025,0,2,FALSE,0.017683903,0.8931801,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hrh1",-0.00826736211282648,0.97795018,0,2,FALSE,-0.549998796228279,1.77e-05,2,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hrh2",-0.0098226874226161,0.823951917,0,2,FALSE,0.153965151,0.313648054,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hrh4",1.22796847552139,2.78e-05,1,2,TRUE,0.986667839468338,4.08e-36,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hs1bp3",-0.112608964860035,0.472906997,0,3,FALSE,-0.0867996953288559,0.054567195,0,7,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hs2st1",-0.0498813612738857,0.780803691,0,2,FALSE,0.550135699280216,3.93e-06,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hs3st4",0.543025217491486,0.010358384,1,10,TRUE,0.290703105576504,0.008764381,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hs3st5",0.921157251,0.002400908,1,1,TRUE,1.13535512627155,1.06e-20,5,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hs6st1",0.225657911951367,0.253495181,0,4,FALSE,0.44939352653268,8.88e-08,2,4,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Hs6st2",0.659344264696259,0.01546857,1,2,TRUE,0.432552240314384,1.5e-05,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hs6st3",1.36709398079016,9.01e-08,2,5,TRUE,0.769482799759991,5.97e-15,5,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Hsd3b4",-0.064114462,0.782663948,0,1,FALSE,-0.052482739,0.720106697,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hspa12a",-0.395637151349289,0.01923296,2,13,TRUE,-0.161268827381752,0.000545041,2,7,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Hspa9",-0.028289537,0.921731796,0,1,FALSE,0.658260253630616,3.08e-12,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hspb8",0.022613571,0.941008705,0,1,FALSE,0.181834993,0.274779855,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Hspbap1",-0.023587387,0.936936006,0,1,FALSE,0.126279432,0.427889056,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Hspg2",-0.303765003335501,0.086085343,0,6,FALSE,-0.277355158495403,0.004927617,2,7,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Htra1",-0.336770221488766,0.064940151,0,5,FALSE,-0.165951278586183,0.257692722,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Hunk",0.0931470984721574,0.620572738,0,2,FALSE,0.614182413842436,4.32e-11,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Hydin",-0.0868880076970088,0.633949823,0,2,FALSE,0.501477587861567,0.000539677,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ica1",-0.156017203,0.430584771,0,1,FALSE,0.652082186090713,1.77e-07,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ice1",0.264638790630865,0.174055397,0,4,FALSE,0.775641037171312,3.08e-17,5,6,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Icos",1.753456845,8.9e-08,1,1,TRUE,1.255901358,1.7e-21,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Id4",0.000714919,0.998436446,0,1,FALSE,0.401547022839565,0.003118242,2,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ido2",0.060766897,0.796868821,0,1,FALSE,0.313085795,0.010788845,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Iffo2",-0.190520976924196,0.314664409,0,2,FALSE,-0.585868939981247,0.000114226,2,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ifitm10",-0.028708108628381,0.903555529,0,2,FALSE,-0.188949353,0.156513342,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ifnar1",0.052514123,0.830558883,0,1,FALSE,0.259989062,0.020799781,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ifnar2",0.059516211,0.805980185,0,1,FALSE,0.202224718,0.028525272,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ift122",0.514664973650592,0.042987766,1,2,TRUE,0.815035515175265,5.15e-19,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Ift57",1.856372208,6.72e-11,1,1,TRUE,0.71742048054696,6.64e-15,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Iftap",1.36356179585895,0.000131413,1,2,TRUE,1.30272743741973,9.92e-29,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Igdcc3",-0.055786178,0.821358372,0,1,FALSE,-0.341714071886933,0.006847742,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Igf1r",-0.11015036278462,0.3878515,0,10,FALSE,-0.012463271177718,0.00500271,3,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Igf2r",0.105950810589987,0.4245264,0,2,FALSE,-0.0259851958572155,8.15e-08,2,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Igfbpl1",-0.547388360093011,0.014944854,1,2,TRUE,-0.304006999120728,0.041110101,1,2,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Igfn1",-0.0900535205943518,0.490300183,0,4,FALSE,0.372950312187264,0.006735735,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Igsf11",0.251460965396873,0.215685311,0,3,FALSE,0.73374102951024,4.15e-17,2,4,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Igsf21",-0.492635033891523,0.028988224,1,5,TRUE,-0.538997096696418,2.54e-05,5,5,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Igsf3",-0.222539004986908,0.03648392,2,19,TRUE,-0.247308833124548,0.005987348,3,14,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Il16",-0.053217373,0.828342705,0,1,FALSE,-0.429244723422192,0.015568708,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Il17rd",-0.103228575261799,0.568712776,0,2,FALSE,-0.456777879594022,0.000306627,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Il1rapl1",2.43418843027303,4.67e-20,4,5,TRUE,0.731993227697479,8.32e-07,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Il2rb",0.018899326,0.951572101,0,1,FALSE,0.379945516,0.000338321,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Il31ra",-0.105794979268329,0.603498549,0,2,FALSE,-0.154728025,0.407340108,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Il4ra",-0.559628321,0.021525093,1,1,TRUE,-0.27794344,0.006029151,1,1,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Il7",1.381655879,0.000101542,1,1,TRUE,0.438252543808748,0.003221463,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Il9r",-0.0192277250651089,0.941606285,0,2,FALSE,0.281336626110827,0.010454865,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ildr2",0.712629747945339,0.005491365,1,4,TRUE,0.406366322427825,5.51e-07,4,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Immp2l",2.3172125200477,3.06e-13,1,2,TRUE,0.878614122,2.52e-15,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Inava",-0.0705050637594808,0.750270625,0,2,FALSE,-0.436082351,0.001287147,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Inf2",-0.5470141830354,0.008528001,1,3,TRUE,-0.308811071896946,0.001733844,2,2,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Inhbb",-0.708073788280841,0.008956689,1,3,TRUE,0.0700528143508179,0.687211152,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ino80d",0.24425312890563,0.049292801,1,5,TRUE,0.487709258248459,9.91e-09,2,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Inpp4b",1.30486954575665,1.63e-06,1,2,TRUE,1.15943544347103,6.09e-29,13,14,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Inpp5a",-0.0727605888744907,0.614423704,0,4,FALSE,-0.470357636490846,2.36e-05,3,6,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Inpp5d",-0.417758668,0.087192376,0,1,FALSE,0.132370863,0.425874587,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Insl3",-0.041278409,0.879143933,0,1,FALSE,-0.351458039,0.00129655,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Insrr",-0.014979674,0.964794223,0,1,FALSE,-0.052702305,0.645990312,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Insyn2a",0.0860195466243315,0.478495912,0,6,FALSE,0.089565449,0.567058702,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Insyn2b",0.140182804129948,0.438036859,0,5,FALSE,0.566693697889636,1.28e-09,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Intu",0.792499702399309,0.004812888,2,3,TRUE,0.32762908,0.001616641,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Ip6k3",-0.133427135493003,0.466780102,0,2,FALSE,-0.565691906826377,0.00031989,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Iqca1",-0.0167208783153471,0.886575228,0,3,FALSE,0.0898921205168636,0.569824515,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Iqgap2",-0.530429182225852,0.014219365,2,6,TRUE,0.584005572978523,7.48e-16,5,16,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Iqgap3",-0.002269912,0.995440757,0,1,FALSE,0.371057230239354,4.42e-06,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Iqsec1",-0.272769252697772,0.192373431,0,5,FALSE,-0.200263902015405,6.1e-07,7,12,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Iqsec3",-0.0706505156460528,0.42572925,0,3,FALSE,-0.847073649459135,1.17e-07,1,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Irag2",-0.057288809,0.812268468,0,1,FALSE,-0.589881773,2.32e-05,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Irf8",-0.156652670173044,0.405389843,0,2,FALSE,-0.380397922824796,0.002310457,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Irs1",0.476736770772242,0.001762372,2,5,TRUE,0.438420679682286,0.000327745,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Irx3",-0.626369763717816,0.006615356,1,7,TRUE,0.037333694749604,0.02071087,1,8,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Irx6",0.073259191,0.742879794,0,1,FALSE,-0.266316157,0.110554679,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Islr",-0.00333268164055259,0.760676064,0,3,FALSE,-0.213133517230562,0.039733893,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ism2",-0.033822711,0.903120281,0,1,FALSE,0.194191708,0.18385374,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Isoc1",0.0783841623993899,0.666006922,0,3,FALSE,0.673670198,6.12e-07,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Isx",1.93113569125819,3.89e-13,2,3,TRUE,1.25592671444272,9.74e-26,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Isyna1",0.022408924,0.941542539,0,1,FALSE,-0.133042372395806,0.305531329,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Itga5",-0.274828044311587,0.232829569,0,2,FALSE,-0.229937258129045,0.11378114,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Itga7",0.194574066375143,0.242764105,0,2,FALSE,0.620363067,2.74e-05,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Itga9",-0.0473180276084686,0.598635852,0,4,FALSE,-0.016046724,0.918871103,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Itgav",0.054287566,0.823594255,0,1,FALSE,1.11916625339903,7.2e-19,2,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Itgb1bp1",-0.0987963155110149,0.626416813,0,2,FALSE,0.361071821605868,0.000597455,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Itgb3",1.21830995908509,5.21e-07,2,3,TRUE,0.647353734,2.38e-06,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Itgb4",-0.080661207,0.718468772,0,1,FALSE,-0.391227861647173,0.000628346,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Itgb5",1.38296483177757,5.32e-15,5,8,TRUE,0.649349733239079,1.43e-07,6,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Itgb6",-0.020705100311581,0.865480109,0,3,FALSE,-0.278893332893097,0.030216392,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Itm2c",0.0887931,0.677765436,0,1,FALSE,0.252307764,0.085100543,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Itpk1",1.051816220391,1.58e-08,2,12,TRUE,0.38665245324352,1.63e-09,4,12,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Itpkb",-0.0809589095550693,0.670129342,0,2,FALSE,1.05834096262603,5.02e-19,3,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Itpr1",0.16202787396593,0.322640641,0,3,FALSE,1.13566056287474,7.2e-37,9,15,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Itpr2",0.851393129354089,1.36e-06,2,14,TRUE,0.444755916824819,9.12e-12,13,18,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Itpr3",-0.0426207819537665,0.810287613,0,5,FALSE,-0.353990962935681,0.000462756,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Itsn1",-0.011737857,0.972295106,0,1,FALSE,0.0753351881509781,0.600893435,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Jade1",-0.120805654263572,0.450058482,0,4,FALSE,0.397046555824095,0.000463546,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Jade2",-0.091884922166233,0.638471025,0,2,FALSE,0.489384684078404,7.99e-06,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Jak1",-0.0590607792119952,0.730994584,0,3,FALSE,0.13174729533092,0.28499137,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Jakmip3",-0.143987760686661,0.391442651,0,3,FALSE,-0.368240239958487,0.006356078,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Jam3",0.022833930115657,0.725358117,0,2,FALSE,0.561983826,0.000107449,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Jazf1",0.576836213269937,1.67e-05,6,26,TRUE,0.221801242742644,1.67e-06,6,20,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Jdp2",-0.082358151,0.7124939,0,1,FALSE,-0.357223030354776,0.006176372,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Jph1",0.716871763880592,0.001677388,1,3,TRUE,1.13297081919978,1.03e-32,4,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Jph3",0.436764347295559,0.025544423,1,5,TRUE,0.0942794536922194,2.7e-07,6,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Jph4",0.082567482,0.699080382,0,1,FALSE,0.686463625,6.29e-07,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Jun",-0.072731472,0.746640184,0,1,FALSE,-0.103967862224505,1.1e-06,4,7,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kalrn",0.584214463207953,0.000540812,2,20,TRUE,0.156857233280871,6.19e-06,11,34,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kank1",-0.0179590018813568,0.78680529,0,4,FALSE,0.25704361575988,0.044138422,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Kank4",0.877800955378459,0.001440795,1,2,TRUE,0.431863887494642,0.000205818,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kash5",-0.03355506,0.903248637,0,1,FALSE,0.591163658,2.6e-09,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Kat14",-0.028829529,0.919656628,0,1,FALSE,0.707546826466014,8.29e-06,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Kat6b",0.265672831,0.176867047,0,1,FALSE,0.86977663332311,6.98e-28,4,5,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Katnip",-0.814645284696544,0.000280643,11,33,TRUE,-0.586001319752709,4.5e-08,10,16,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Kazn",1.04873696884744,2.1e-07,2,11,TRUE,0.197090045413426,0.00724003,1,7,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kbtbd11",-0.042909364,0.867648461,0,1,FALSE,-0.386856013345435,0.006330316,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kbtbd12",2.57127713,6.74e-07,1,1,TRUE,0.193015892,0.205582864,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Kcna10",-0.030524128,0.918362233,0,1,FALSE,-0.281272747943914,0.018602615,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcna2",-1.28877229201747,7.54e-06,2,6,TRUE,0.368576138565169,2.88e-05,4,6,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Kcna5",0.064376367,0.779570385,0,1,FALSE,-0.24087634,0.082677392,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Kcnab1",1.5109309387754,9.42e-08,2,4,TRUE,1.07232069740432,6.36e-34,14,16,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnab2",-0.213731150248633,0.179868172,0,5,FALSE,-0.319330723241486,0.003979674,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcnb1",-0.097367536170878,0.619395297,0,2,FALSE,-0.253002611,0.111476354,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcnb2",0.304021410674491,0.100996919,0,2,FALSE,0.364776012834521,0.00021335,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Kcnc1",-0.0396771327138127,0.714572393,0,3,FALSE,-0.123041247709309,0.324508736,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcnc4",0.0112038726933864,0.9689348,0,2,FALSE,-0.123523414625462,0.197662056,0,3,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Kcnd3",0.0950963173245361,0.063998397,0,22,FALSE,0.15236160361641,0.002124057,5,18,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Kcne1",0.030180425,0.913715278,0,1,FALSE,0.384449263,9.17e-05,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Kcng1",-0.034071086,0.901641467,0,1,FALSE,-0.163935477,0.199106617,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcng4",-0.005620098,0.988877784,0,1,FALSE,-0.326101937,0.071829207,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcnh1",0.884920471536935,1.1e-06,2,15,TRUE,0.382990878461225,2.46e-13,8,17,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnh3",0.009858851,0.978049193,0,1,FALSE,-0.530917939,0.000154129,1,1,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Kcnip1",0.62552108571468,0.000525166,4,27,TRUE,-0.181984273137073,0.003773568,6,27,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"Kcnip3",-0.278351125,0.256612042,0,1,FALSE,-0.460945632044629,0.001839775,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcnip4",0.287575123406742,0.018185444,1,8,TRUE,0.757732413484207,7.32e-13,11,13,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnj1",0.519095901811068,0.012601787,1,3,TRUE,0.266162054,0.019207437,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnj10",-0.018839205,0.951958177,0,1,FALSE,0.138978548,0.362286531,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Kcnj12",0.0846426098498549,0.690697137,0,2,FALSE,-0.001157278,0.99563379,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Kcnj15",0.479486332521976,0.016641488,1,5,TRUE,0.252149338787177,0.007985191,1,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnj3",0.757649413,0.008140829,1,1,TRUE,1.553085592,1.67e-33,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnj4",-1.10027635125422,0.000248864,1,2,TRUE,-0.376558638715728,0.006129713,1,2,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Kcnj6",-0.311843397551092,0.133748925,0,3,FALSE,-0.244610345211313,0.001039871,3,6,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcnk13",-0.893944315486542,0.007233607,2,2,TRUE,0.346837782903357,0.003503587,1,2,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Kcnk15",-0.54695563932183,0.008803819,1,2,TRUE,-0.576247302715157,2.21e-07,3,3,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Kcnk2",0.246705109014373,0.149597894,0,6,FALSE,0.103435151851402,0.267479407,0,5,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Kcnk3",0.439576090604052,0.007640709,1,3,TRUE,0.373017188053674,0.000132444,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnk9",1.40553953203255,6.98e-10,4,15,TRUE,0.469890054642251,5.07e-18,6,12,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnma1",1.59390041912909,7.15e-12,1,7,TRUE,0.897519435334165,5.48e-31,19,20,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Kcnmb1",-0.0457379319614082,0.678963158,0,2,FALSE,-0.067067842979991,0.315463138,0,5,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Kcnmb4os1",2.63566931127085,7.36e-27,1,3,TRUE,1.17970720703,1.01e-40,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
