"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant"
"Cbx4",-0.0486029673780229,0.836734594,0,2,FALSE,-0.66559295,0.000186246,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cbx6",-0.074507609,0.752049031,0,1,FALSE,-0.18808231,0.30767809,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cbx7",-0.0290335465393153,0.906473079,0,2,FALSE,0.45330591,0.001342896,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cby2",-0.185452573476214,0.237561643,0,4,FALSE,0.24179344,0.025147121,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc102a",-0.129874938476335,0.529681566,0,2,FALSE,-0.237892651,0.123598211,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccdc112",-0.056193362,0.824234128,0,1,FALSE,0.674833609,1.58e-09,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc121rt1",-0.699009414703897,0.005305082,1,2,TRUE,0.0524746176813908,0.168034282,0,4,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc13",-0.100058342720744,0.634727842,0,2,FALSE,0.0934157204559501,0.385590222,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc141",-0.15457743283875,0.138200179,0,7,FALSE,0.157580908966931,0.007064314,1,5,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc162",1.0115270144507,2.09e-05,1,2,TRUE,0.735386824937054,6.65e-13,4,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Ccdc169",-0.0340036508370202,0.899717984,0,2,FALSE,0.252903229686836,0.072835691,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc187",-0.0228384336250523,0.932930957,0,2,FALSE,-0.509360029781981,0.004826942,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccdc192",1.55866354093896,9.44e-07,1,2,TRUE,0.608508495042203,7.29e-07,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Ccdc194",-0.056229311,0.819420977,0,1,FALSE,0.060037059,0.715117269,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc3",-0.142932504568566,0.484158444,0,3,FALSE,0.338159050358819,0.001813732,2,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccdc33",-0.5254906723302,0.018392674,1,7,TRUE,-0.370856804466062,5.25e-05,4,7,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Ccdc60",-0.200049094914912,0.23162672,0,2,FALSE,-0.132089159,0.421975093,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccdc85c",0.0831048125481586,0.651513603,0,2,FALSE,-0.302974280867441,0.000377058,1,5,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Ccdc88a",-0.112309914581787,0.587602639,0,3,FALSE,-0.332374570534867,0.023124748,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccdc88c",-0.388722908669676,0.038406074,1,4,TRUE,-0.0185609311023317,0.260337301,0,7,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccdc92",-0.143399938,0.493995821,0,1,FALSE,-0.322472514479106,0.000502876,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccer1",2.53018076914047,1.71e-15,2,2,TRUE,1.02986162472521,3.75e-21,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Ccl1",-0.094910275,0.661373889,0,1,FALSE,0.079191041,0.58115414,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccm2l",0.01171878,0.972288428,0,1,FALSE,-0.047245976,0.762750765,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Ccn1",0.112000778,0.598851622,0,1,FALSE,0.780217244545333,3.17e-08,3,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ccn4",-0.39710665,0.094652983,0,1,FALSE,-0.385899380535694,0.001053545,3,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccnd2",-0.170100117,0.446759899,0,1,FALSE,-0.120992401366565,0.275683938,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccne1",-0.022451785,0.941758055,0,1,FALSE,0.335443482,0.018053023,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ccnk",-0.0268731534775944,0.625670049,0,4,FALSE,-0.161796969791307,0.002630946,2,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccnl1",0.629046653501154,0.005506696,2,4,TRUE,0.737351356973491,4.92e-28,2,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Ccr4",-0.0590722513018041,0.796372489,0,2,FALSE,-0.401567315,0.012116729,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccr7",-0.003839973,0.992156641,0,1,FALSE,-0.645836715,0.00031517,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ccser1",1.70054105832251,3.11e-10,7,10,TRUE,0.788392127275397,2.3e-20,12,14,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cd200r3",1.594688519,5.11e-07,1,1,TRUE,1.056651154,1.53e-24,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cd247",-0.609887282,0.024804669,1,1,TRUE,-0.279975921289825,0.000499754,2,9,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Cd47",1.41186771812698,1.22e-08,1,5,TRUE,0.846624739690801,2.8e-16,5,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cd5",-0.029949714,0.915138568,0,1,FALSE,0.485146159,0.000662747,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cd6",-0.000309587,0.999305195,0,1,FALSE,0.384228202,0.000604728,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cd82",-0.153267726150375,0.168984149,0,4,FALSE,0.0611198775888723,0.068073887,0,5,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cd83",1.03720790985495,0.000102835,3,4,TRUE,0.36080530307009,0.000263681,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cd9",-0.0695663680838884,0.716494644,0,2,FALSE,0.136359605,0.283365732,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cdc42bpa",-0.023711736,0.93658881,0,1,FALSE,-0.343152077,0.031927919,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cdc42bpb",-0.1990677040487,0.234492018,0,4,FALSE,-0.632353707092524,4.03e-05,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cdc42bpg",0.001964629,0.995888014,0,1,FALSE,-0.690406102,4.57e-07,1,1,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cdc42ep4",-0.149003110486829,0.375762311,0,3,FALSE,-0.423550168877604,0.005052682,3,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cdca7",0.994237286627477,0.000135802,1,3,TRUE,0.238008741,0.142186272,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cdh10",0.229291091,0.277179676,0,1,FALSE,0.402895074,0.001392604,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cdh11",0.0116404533642289,0.967449961,0,2,FALSE,-0.0281821660747347,0.020334414,1,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cdh13",0.631147708117108,8.53e-07,4,61,TRUE,0.168670933977062,2.57e-12,15,44,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdh15",-0.1250891263216,0.410561338,0,5,FALSE,-0.370125939972385,0.002941875,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cdh18",2.1620867194307,8.94e-16,3,5,TRUE,1.17463280448549,9.87e-23,9,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdh2",-0.032115538,0.907114588,0,1,FALSE,0.437754710634899,5.5e-06,2,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cdh20",1.02300342281375,0.000213755,2,6,TRUE,0.753268886274351,3.5e-11,5,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdh22",-0.119252057628533,0.499609537,0,3,FALSE,-0.513329259091014,0.000145566,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cdh23",0.0788782548544472,0.002704161,2,18,TRUE,-0.107627596139116,1.07e-05,8,26,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"Cdh4",0.0757328902253086,0.001440895,1,53,TRUE,-0.0297234009068481,1.79e-05,16,49,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"Cdh8",1.48626261233482,2.64e-08,4,4,TRUE,0.812756752268568,6.22e-15,4,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdhr2",-0.0240334928414183,0.881615117,0,2,FALSE,0.040410701,0.787171915,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cdk14",-0.0329864241966072,0.113544129,0,6,FALSE,0.672535503292637,8.37e-12,7,8,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cdk15",1.39587178460878,1.34e-07,5,8,TRUE,1.01249952855881,1.01e-21,8,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdk17",0.806085814,0.002860551,1,1,TRUE,0.71841911950328,5.07e-09,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdk19",1.711986802,1.65e-06,1,1,TRUE,1.19257751886208,4.75e-15,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdk20",0.59967125,0.015757811,1,1,TRUE,0.394039388,0.108682332,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cdk3",-0.010720185,0.975445646,0,1,FALSE,-0.332297066,0.00678646,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cdk5r1",-0.072895396,0.747507588,0,1,FALSE,0.006681342,0.968637654,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cdk5rap2",1.29239251526122,6.54e-06,2,5,TRUE,0.651051122317845,2.36e-15,4,10,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdk6",0.812432710086749,0.001066318,1,3,TRUE,0.857249808241334,6.55e-22,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdkal1",0.612768255650233,0.000387161,5,14,TRUE,0.374284922072143,1.68e-07,13,19,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdkn1c",-0.631153864428702,0.015656264,3,5,TRUE,-0.807731072000497,1.46e-18,6,6,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Cdon",-0.06089486,0.797901786,0,1,FALSE,-0.231539935985939,0.063759385,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cdrt4os1",0.27387464593707,0.15308362,0,3,FALSE,0.258175962026726,0.026176846,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cdyl",1.23657609723194,8.98e-09,2,7,TRUE,0.382983470977377,4.13e-06,3,12,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cdyl2",-0.003968209,0.991879518,0,1,FALSE,0.251196108,0.038151419,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cebpa",-0.37113198777468,0.094870058,0,2,FALSE,-0.548752539028822,0.00011579,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cebpe",-0.034015402,0.90215075,0,1,FALSE,-0.086686122,0.575757936,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Celf2",1.84835991869614,1.23e-14,5,13,TRUE,0.192904872517384,4.15e-05,10,18,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Celf4",-0.245949892485484,0.008136628,1,36,TRUE,0.265542841342618,3.98e-08,21,60,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Celf5",-0.06276956,0.798812558,0,1,FALSE,-0.314024218,0.033655142,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Celrr",-0.0938730315587725,0.610195048,0,2,FALSE,-0.307050569438937,0.005395842,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Celsr1",0.746593391638973,0.001054932,2,7,TRUE,0.532500106760954,8.6e-08,4,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cemip",0.0991236065223652,0.005881657,1,20,TRUE,-0.210458737793375,1.66e-06,3,9,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"Cemip2",1.91872776,7.61e-09,1,1,TRUE,0.922028985,7.72e-11,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cenpf",1.02707872356254,2.82e-05,3,6,TRUE,0.436438734176383,3.63e-07,4,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cep120",0.096672522,0.671365554,0,1,FALSE,1.074104523,3.19e-16,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cep128",2.37812174977431,8.94e-22,6,11,TRUE,0.935796595476342,1.06e-14,7,7,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cep131",-0.108887117,0.62129317,0,1,FALSE,-0.297008878,0.075206158,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cep15",-0.309685249,0.176283351,0,1,FALSE,-0.413478428,0.000345983,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cep164",-0.0835816206202171,0.65748837,0,3,FALSE,-0.460359284467039,0.001445846,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cep250",-0.122516181,0.585491135,0,1,FALSE,-0.133725222192988,0.40178427,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cep295nl",0.025433343,0.930656916,0,1,FALSE,-0.0262330424101479,0.327637811,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cep350",-0.386361285,0.092890753,0,1,FALSE,-0.12700782,0.327229538,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cerk",-0.0475585405422246,0.597786831,0,5,FALSE,0.210365115973031,0.02989959,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cerkl",1.88524580280012,1.6e-14,4,6,TRUE,1.44551786758121,2.76e-42,8,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cers6",-0.108346162,0.622005226,0,1,FALSE,0.256955715178681,0.018605493,1,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ces2a",-0.001319321,0.997071536,0,1,FALSE,0.766812601144874,4.39e-10,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ces2h",0.0143362800268866,0.943923368,0,2,FALSE,0.243423101,0.063224916,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ces5a",2.53344563045896,3.51e-23,1,2,TRUE,0.794753142386659,8.7e-20,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cfap157",0.001949606,0.995888014,0,1,FALSE,-0.605348341,0.00032812,1,1,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cfap161",1.33596458196532,4.2e-07,4,5,TRUE,0.547704019598022,9.37e-08,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cfap44",0.0100995854936003,0.844455407,0,4,FALSE,0.473788287370189,2.86e-05,4,5,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cfap45",-0.0702106426216637,0.729163165,0,2,FALSE,-0.131046317,0.45045035,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cfap61",-0.143761187304083,0.316766827,0,8,FALSE,-0.295046681705623,9.4e-05,6,13,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cfap65",-0.036793359,0.894162091,0,1,FALSE,-0.522418127,7.46e-05,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cfap95",2.29472104882088,7.97e-20,5,5,TRUE,1.47076426299296,6.64e-59,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cgnl1",0.943026186819272,1.31e-05,1,7,TRUE,-0.20521934301482,0.027735331,1,2,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"Chac1",-0.063484496,0.784146784,0,1,FALSE,0.163310036,0.139125318,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chat",0.198252522209692,0.268873279,0,3,FALSE,-0.465779399629207,0.000407587,1,3,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Chchd6",0.595155802239177,0.001218698,1,4,TRUE,0.465724728676476,2.53e-06,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Chd2",-0.135600324114408,0.466311993,0,2,FALSE,0.179394894,0.168681241,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chd5",-0.000108355803485347,0.888642488,0,3,FALSE,-0.595767279964963,1.34e-06,4,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chd7",-0.171784053,0.397382318,0,1,FALSE,0.0702910298917417,0.527692576,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chd9",0.0626686744922744,0.48583567,0,2,FALSE,0.400789363917054,7.37e-06,3,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Chdh",-0.081416024,0.713778466,0,1,FALSE,-0.283046276,0.04730229,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chgb",0.005912009,0.988106743,0,1,FALSE,1.340652391,9.72e-16,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Chid1",-0.028501534,0.92086606,0,1,FALSE,0.361225328,0.000520824,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chl1",1.4430115117485,1.04e-06,2,4,TRUE,0.687219712409905,7.52e-12,7,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Chmp4b",0.016853682,0.958516903,0,1,FALSE,0.049281318,0.778985947,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Chmp6",-0.212363143,0.293620413,0,1,FALSE,-0.745279756,1.04e-06,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chn2",0.00190730941517624,0.900319822,0,3,FALSE,-0.21788862,0.214837907,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Chpf",-0.0700704784701455,0.512781139,0,3,FALSE,0.009687861,0.96336343,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chrdl2",-0.099772936,0.642419326,0,1,FALSE,-0.126782324899234,0.342568717,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chrm1",-0.062978626,0.788714487,0,1,FALSE,-0.154749398,0.310684153,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chrm3",1.991651329,4.11e-11,1,1,TRUE,0.951527089486288,1.63e-16,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Chrna2",-0.070252023,0.766244348,0,1,FALSE,-0.155774866,0.321928949,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chrnb4",0.283685837,0.246237639,0,1,FALSE,0.229903371055017,0.062720783,0,2,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Chst1",-0.0538106086270223,0.82639414,0,2,FALSE,-0.487933508,1.55e-07,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chst11",0.254598588671102,0.006080929,1,13,TRUE,0.150158944993804,0.00069354,3,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Chst14",-0.135549119,0.489428928,0,1,FALSE,-0.284057966,0.001319455,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chst15",1.74865915532672,8.18e-21,5,12,TRUE,0.632640703550961,6.79e-12,5,7,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Chst3",0.242169657,0.234492018,0,1,FALSE,0.028851668,0.87834774,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Chst8",-0.0507825225252435,0.709447813,0,4,FALSE,0.276821772002606,2.67e-05,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chst9",0.3337782,0.187250775,0,1,FALSE,0.403739009,0.010924369,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Chsy1",-0.0204938788849729,0.94063463,0,2,FALSE,-0.237607333,0.298519322,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cib4",-0.178366511850315,0.300261409,0,2,FALSE,0.34584431594684,4.18e-05,1,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cibar2",-0.204897972355984,0.274918121,0,3,FALSE,-0.455534454344391,0.001872833,1,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cimip2c",-0.069462292,0.759785685,0,1,FALSE,-0.297744249035724,0.042031049,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cimip3",-0.021865959,0.943090341,0,1,FALSE,0.050635394,0.673359452,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cipc",-0.003101463,0.994044851,0,1,FALSE,0.501591482,5.14e-05,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cit",0.0130700750657628,0.722168985,0,3,FALSE,-0.706488289,0.00010574,1,1,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cited4",-0.015375357185501,0.886809449,0,3,FALSE,-0.307159968609668,0.019191812,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clcf1",-0.018570699,0.952674974,0,1,FALSE,-0.285068191,0.124280217,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clcnka",0.0171629282790703,0.864562597,0,2,FALSE,-0.475869525,6.74e-07,1,1,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cldn14",-0.025129538,0.931606183,0,1,FALSE,-0.270252162904855,0.064445894,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn22",-0.044577782,0.863420428,0,1,FALSE,-0.423287695,0.016077982,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clec16a",-0.22485707,0.295831187,0,1,FALSE,-0.908419850642522,5.28e-16,4,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clec2l",-0.050018017,0.853622445,0,1,FALSE,-0.166947794,0.284336671,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clic6",0.124386577,0.576015605,0,1,FALSE,-0.641422845208344,9.34e-07,1,3,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Clip2",-0.017404082,0.956840693,0,1,FALSE,-0.246784245,0.0962927,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clip4",-0.394392542523453,0.00363351,2,37,TRUE,-0.246438984653321,1.42e-06,9,41,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Clmn",-0.85405165113774,0.001260127,2,13,TRUE,-0.431942421686988,1.36e-10,4,11,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Clmp",0.845196199189327,0.001486723,2,4,TRUE,0.5499877878392,0.000106216,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cln8",-0.125674637223797,0.298959284,0,5,FALSE,-0.108102265539635,0.025342548,1,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clnk",2.31359236200586,3.6e-21,12,20,TRUE,1.22661226891316,2.83e-69,16,16,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Clrn1",0.989307621276709,0.000130739,2,2,TRUE,0.602487516835815,1.94e-10,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Clrn3",-0.268083776,0.189999954,0,1,FALSE,-0.411628563,3.46e-05,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clu",-0.0745861913077312,0.587937279,0,2,FALSE,0.15450301,0.289779929,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cmip",-1.27759579543623,2.23e-08,10,15,TRUE,-0.567599923194057,1.73e-08,14,18,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Cmklr1",0.0327620384238413,0.811546392,0,2,FALSE,-0.000457108,0.998289109,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cmtr1",-0.050811906,0.839434592,0,1,FALSE,0.429561069,0.000986212,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnih3",-0.121785511659165,0.420804501,0,7,FALSE,-0.0930921571880866,0.002503885,2,12,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cnksr3",-0.088539585,0.686418573,0,1,FALSE,0.492897175,0.000196493,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnnm1",-0.00656608,0.986580319,0,1,FALSE,0.373713667658955,0.000519831,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnnm3",0.046881954,0.852855335,0,1,FALSE,0.050782522,0.754772148,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cntn4",1.73126145652315,5.97e-13,14,34,TRUE,0.904418288490141,2.59e-26,40,46,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntn5",1.58886274785596,1.17e-10,6,8,TRUE,0.877406415292626,7.53e-18,6,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntn6",1.58799724444545,1.99e-06,2,3,TRUE,1.13096074613126,8.36e-23,5,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntnap2",1.47485990748196,4.48e-09,4,14,TRUE,0.570574284140049,4.94e-12,14,27,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntnap4",0.403931318648141,0.051115536,0,4,FALSE,0.453300073,1.15e-05,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cntnap5a",1.063088932,0.003525441,1,1,TRUE,1.81327036502269,6.21e-32,5,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Coa6",-0.203969396,0.322538089,0,1,FALSE,0.058830527,0.711890346,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Coa8",-0.0813876458753258,0.671936528,0,2,FALSE,-0.098571771,0.564033571,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cobl",0.798632215614607,0.000899207,2,5,TRUE,0.46114419767497,1.41e-06,4,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cobll1",0.355481419480171,0.040441763,1,11,TRUE,0.650943993952107,1.43e-15,5,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Cog2",-0.074037369,0.74344823,0,1,FALSE,0.034646058,0.794877663,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cog4",0.0576022887548847,0.772457818,0,2,FALSE,0.223719913,0.017367169,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cog5",1.94786651615864,6.71e-15,5,7,TRUE,1.79984461823436,4.77e-52,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
